word,ortho,phono,freq,len,pron,phlen,gpmatch,cons,cons-min,occ,occ-min
caissette,cai-sse-tte,ke-se-t°,1.15,9,keset°,6,cai-ke.sse-se.tte-t°,1.0 0.10497 0.99149,0.10497,10 181 235,10
caissier,cai-ssier,ke-sje,7.09,8,kesje,5,cai-ke.ssier-sje,1.0 1.0,1.0,10 10,10
caisson,cai-sson,ke-s&,3.04,7,kes&,4,cai-ke.sson-s&,1.0 1.0,1.0,10 18,10
cajoler,ca-jo-ler,ka-Zo-le,3.45,7,kaZole,6,ca-ka.jo-Zo.ler-le,0.99509 0.8 0.97396,0.8,407 20 192,20
cake,ca-ke,ke-k°,1.96,4,kek°,4,ca-ke.ke-k°,0.00246 0.66667,0.00246,407 3,3
calamité,ca-la-mi-té,ka-la-mi-te,2.84,8,kalamite,8,ca-ka.la-la.mi-mi.té-te,0.99509 0.96154 1.0 1.0,0.96154,407 208 314 473,208
calcaire,cal-cai-re,kal-ke-R°,1.55,8,kalkeR°,7,cal-kal.cai-ke.re-R°,1.0 1.0 0.95577,0.95577,41 10 927,10
calciner,cal-ci-ner,kal-si-ne,2.16,8,kalsine,7,cal-kal.ci-si.ner-ne,1.0 1.0 0.92486,0.92486,41 225 173,41
calciné,cal-ci-né,kal-si-ne,3.18,7,kalsine,7,cal-kal.ci-si.né-ne,1.0 1.0 1.0,1.0,41 225 152,41
calcul,cal-cul,kal-kyl,19.86,6,kalkyl,6,cal-kal.cul-kyl,1.0 0.90476,0.90476,41 21,21
calculer,cal-cu-ler,kal-ky-le,23.31,8,kalkyle,7,cal-kal.cu-ky.ler-le,1.0 0.9854 0.97396,0.97396,41 137 192,41
cale,ca-le,ka-l°,6.15,4,kal°,4,ca-ka.le-l°,0.99509 0.89398,0.89398,407 349,349
calebasse,ca-le-ba-sse,ka-l°-ba-s°,1.69,9,kal°bas°,8,ca-ka.le-l°.ba-ba.sse-s°,0.99509 0.89398 0.99593 0.89503,0.89398,407 349 246 181,181
calembour,ca-lem-bour,ka-l@-buR,2.23,9,kal@buR,7,ca-ka.lem-l@.bour-buR,0.99509 1.0 1.0,0.99509,407 1 19,1
calendos,ca-len-dos,ka-l@-do,0.88,8,kal@do,6,ca-ka.len-l@.dos-do,0.99509 1.0 0.75,0.75,407 25 4,4
calendrier,ca-len-dri-er,ka-l@-dRi-je,14.53,10,kal@dRije,9,ca-ka.len-l@.dri-dRi.er-je,0.99509 1.0 1.0 0.13178,0.13178,407 25 14 129,14
calepin,ca-le-pin,ka-l°-p5,3.72,7,kal°p5,6,ca-ka.le-l°.pin-p5,0.99509 0.89398 1.0,0.89398,407 349 27,27
caler,ca-ler,ka-le,17.77,5,kale,4,ca-ka.ler-le,0.99509 0.97396,0.97396,407 192,192
caleçon,ca-le-çon,ka-l°-s&,6.69,7,kal°s&,6,ca-ka.le-l°.çon-s&,0.99509 0.89398 1.0,0.89398,407 349 13,13
calfeutrer,cal-feu-trer,kal-f2-tRe,3.51,10,kalf2tRe,8,cal-kal.feu-f2.trer-tRe,1.0 1.0 1.0,1.0,41 14 33,14
calibre,ca-li-bre,ka-li-bR°,6.15,7,kalibR°,7,ca-ka.li-li.bre-bR°,0.99509 1.0 0.9,0.9,407 336 50,50
calice,ca-li-ce,ka-li-s°,2.97,6,kalis°,6,ca-ka.li-li.ce-s°,0.99509 1.0 0.87863,0.87863,407 336 379,336
calicot,ca-li-cot,ka-li-ko,2.09,7,kaliko,6,ca-ka.li-li.cot-ko,0.99509 1.0 1.0,0.99509,407 336 11,11
calife,ca-li-fe,ka-li-f°,2.03,6,kalif°,6,ca-ka.li-li.fe-f°,0.99509 1.0 0.39394,0.39394,407 336 33,33
calin,ca-lin,ka-l5,2.84,5,kal5,4,ca-ka.lin-l5,0.99509 1.0,0.99509,407 26,26
caliner,ca-li-ner,ka-li-ne,1.22,7,kaline,6,ca-ka.li-li.ner-ne,0.99509 1.0 0.92486,0.92486,407 336 173,173
caller,ca-ller,ka-le,1.42,6,kale,4,ca-ka.ller-le,0.99509 0.31746,0.31746,407 63,63
calleux,ca-lleux,ka-l2,1.69,7,kal2,4,ca-ka.lleux-l2,0.99509 0.8,0.8,407 5,5
calmant,cal-mant,kal-m@,1.55,7,kalm@,5,cal-kal.mant-m@,1.0 1.0,1.0,41 14,14
calme,cal-me,kal-m°,73.65,5,kalm°,5,cal-kal.me-m°,1.0 0.89423,0.89423,41 312,41
calmement,cal-me-ment,kal-m°-m@,12.43,9,kalm°m@,7,cal-kal.me-m°.ment-m@,1.0 0.89423 1.0,0.89423,41 312 304,41
calmer,cal-mer,kal-me,45.07,6,kalme,5,cal-kal.mer-me,1.0 0.75833,0.75833,41 120,41
calmos,cal-mos,kal-mos,0.88,6,kalmos,6,cal-kal.mos-mos,1.0 1.0,1.0,41 6,6
calomnie,ca-lom-nie,ka-lom-ni,3.92,8,kalomni,7,ca-ka.lom-lom.nie-ni,0.99509 0.5 1.0,0.5,407 6 24,6
calomnier,ca-lom-nier,ka-lom-nje,1.55,9,kalomnje,8,ca-ka.lom-lom.nier-nje,0.99509 0.5 1.0,0.5,407 6 30,6
calorie,ca-lo-rie,ka-lo-Ri,0.95,7,kaloRi,6,ca-ka.lo-lo.rie-Ri,0.99509 0.97382 0.9918,0.97382,407 191 122,122
calot,ca-lot,ka-lo,5.81,5,kalo,4,ca-ka.lot-lo,0.99509 1.0,0.99509,407 19,19
calotte,ca-lo-tte,ka-lo-t°,4.73,7,kalot°,6,ca-ka.lo-lo.tte-t°,0.99509 0.97382 0.99149,0.97382,407 191 235,191
calquer,cal-quer,kal-ke,1.35,7,kalke,5,cal-kal.quer-ke,1.0 1.0,1.0,41 90,41
calter,cal-ter,kal-te,1.62,6,kalte,5,cal-kal.ter-te,1.0 0.87168,0.87168,41 452,41
calva,cal-va,kal-va,2.36,5,kalva,5,cal-kal.va-va,1.0 1.0,1.0,41 170,41
calvados,cal-va-dos,kal-va-dos,1.35,8,kalvados,8,cal-kal.va-va.dos-dos,1.0 1.0 0.25,0.25,41 170 4,4
calvaire,cal-vai-re,kal-ve-R°,8.24,8,kalveR°,7,cal-kal.vai-ve.re-R°,1.0 1.0 0.95577,0.95577,41 6 927,6
calvitie,cal-vi-tie,kal-vi-si,2.84,8,kalvisi,7,cal-kal.vi-vi.tie-si,1.0 0.99526 0.46154,0.46154,41 211 26,26
calèche,ca-lè-che,ka-le-S°,3.72,7,kaleS°,6,ca-ka.lè-le.che-S°,0.99509 1.0 0.93191,0.93191,407 19 235,19
calé,ca-lé,ka-le,1.55,4,kale,4,ca-ka.lé-le,0.99509 1.0,0.99509,407 150,150
camarade,ca-ma-ra-de,ka-ma-Ra-d°,98.99,8,kamaRad°,8,ca-ka.ma-ma.ra-Ra.de-d°,0.99509 1.0 0.98005 0.93114,0.93114,407 347 401 334,334
cambouis,cam-bou-is,k@-bu-i,4.59,8,k@bui,5,cam-k@.bou-bu.is-i,1.0 1.0 0.25,0.25,17 132 4,4
cambrer,cam-brer,k@-bRe,3.51,7,k@bRe,5,cam-k@.brer-bRe,1.0 1.0,1.0,17 16,16
cambrioler,cam-bri-o-ler,k@-bRi-o-le,1.15,10,k@bRiole,8,cam-k@.bri-bRi.o-o.ler-le,1.0 1.0 0.99476 0.97396,0.97396,17 55 191 192,17
cambrousse,cam-brou-sse,k@-bRu-s°,1.96,10,k@bRus°,7,cam-k@.brou-bRu.sse-s°,1.0 1.0 0.89503,0.89503,17 17 181,17
cambrure,cam-bru-re,k@-bRy-R°,1.01,8,k@bRyR°,7,cam-k@.bru-bRy.re-R°,1.0 0.96296 0.95577,0.95577,17 27 927,17
cambré,cam-bré,k@-bRe,2.77,6,k@bRe,5,cam-k@.bré-bRe,1.0 1.0,1.0,17 11,11
cambuse,cam-bu-se,k@-by-z°,2.5,7,k@byz°,6,cam-k@.bu-by.se-z°,1.0 1.0 0.55833,0.55833,17 80 240,17
came,ca-me,ka-m°,4.73,4,kam°,4,ca-ka.me-m°,0.99509 0.89423,0.89423,407 312,312
camelot,ca-me-lot,ka-m°-lo,2.5,7,kam°lo,6,ca-ka.me-m°.lot-lo,0.99509 0.89423 1.0,0.89423,407 312 19,19
camelote,ca-me-lo-te,ka-m°-lo-t°,4.8,8,kam°lot°,8,ca-ka.me-m°.lo-lo.te-t°,0.99509 0.89423 0.97382 0.88848,0.88848,407 312 191 538,191
camembert,ca-mem-bert,ka-m@-beR,3.85,9,kam@beR,7,ca-ka.mem-m@.bert-beR,0.99509 1.0 1.0,0.99509,407 3 2,2
camer,ca-mer,ka-me,1.08,5,kame,4,ca-ka.mer-me,0.99509 0.75833,0.75833,407 120,120
camion,ca-mion,ka-mj&,50.74,6,kamj&,5,ca-ka.mion-mj&,0.99509 1.0,0.99509,407 1,1
camionneur,ca-mio-nneur,ka-mjo-n2R,2.36,10,kamjon2R,8,ca-ka.mio-mjo.nneur-n2R,0.99509 1.0 1.0,0.99509,407 2 5,2
camisole,ca-mi-so-le,ka-mi-zo-l°,1.69,8,kamizol°,8,ca-ka.mi-mi.so-zo.le-l°,0.99509 1.0 0.33835 0.89398,0.33835,407 314 133 349,133
camouflage,ca-mou-fla-ge,ka-mu-fla-Z°,2.16,10,kamuflaZ°,9,ca-ka.mou-mu.fla-fla.ge-Z°,0.99509 1.0 1.0 0.97749,0.97749,407 62 25 311,25
camoufler,ca-mou-fler,ka-mu-fle,8.65,9,kamufle,7,ca-ka.mou-mu.fler-fle,0.99509 1.0 1.0,0.99509,407 62 11,11
camp,camp,k@,97.23,4,k@,2,camp-k@,1.0,1.0,1,1
campagnard,cam-pa-gnard,k@-pa-NaR,6.42,10,k@paNaR,7,cam-k@.pa-pa.gnard-NaR,1.0 0.97492 1.0,0.97492,17 319 7,7
campagne,cam-pa-gne,k@-pa-N°,107.23,8,k@paN°,6,cam-k@.pa-pa.gne-N°,1.0 0.97492 0.95918,0.95918,17 319 49,17
campanile,cam-pa-ni-le,k@-pa-ni-l°,2.09,9,k@panil°,8,cam-k@.pa-pa.ni-ni.le-l°,1.0 0.97492 1.0 0.89398,0.89398,17 319 230 349,17
campement,cam-pe-ment,k@-p°-m@,6.49,9,k@p°m@,6,cam-k@.pe-p°.ment-m@,1.0 0.81119 1.0,0.81119,17 143 304,17
camper,cam-per,k@-pe,13.85,6,k@pe,4,cam-k@.per-pe,1.0 0.39073,0.39073,17 151,17
campeur,cam-peur,k@-p2R,4.26,7,k@p2R,5,cam-k@.peur-p2R,1.0 1.0,1.0,17 7,7
camping,cam-ping,k@-ping,3.24,7,k@ping,6,cam-k@.ping-ping,1.0 1.0,1.0,17 1,1
campo,cam-po,k@-po,1.49,5,k@po,4,cam-k@.po-po,1.0 1.0,1.0,17 179,17
campus,cam-pus,k@-pys,1.62,6,k@pys,5,cam-k@.pus-pys,1.0 0.85714,0.85714,17 7,7
camée,ca-mée,ka-me,1.01,5,kame,4,ca-ka.mée-me,0.99509 1.0,0.99509,407 3,3
camélia,ca-mé-lia,ka-me-lja,2.23,7,kamelja,7,ca-ka.mé-me.lia-lja,0.99509 1.0 1.0,0.99509,407 179 5,5
caméra,ca-mé-ra,ka-me-Ra,6.35,6,kameRa,6,ca-ka.mé-me.ra-Ra,0.99509 1.0 0.98005,0.98005,407 179 401,179
camériste,ca-mé-ris-te,ka-me-Ris-t°,1.01,9,kameRist°,9,ca-ka.mé-me.ris-Ris.te-t°,0.99509 1.0 0.7 0.88848,0.7,407 179 20 538,20
canadien,ca-na-dien,ka-na-dj5,2.91,8,kanadj5,7,ca-ka.na-na.dien-dj5,0.99509 1.0 0.875,0.875,407 200 8,8
canadienne,ca-na-die-nne,ka-na-dje-n°,4.39,10,kanadjen°,9,ca-ka.na-na.die-dje.nne-n°,0.99509 1.0 0.27273 0.82143,0.27273,407 200 11 56,11
canaille,ca-na-ille,ka-na-j°,2.91,8,kanaj°,6,ca-ka.na-na.ille-j°,0.99509 1.0 0.89024,0.89024,407 200 82,82
canal,ca-nal,ka-nal,27.43,5,kanal,5,ca-ka.nal-nal,0.99509 1.0,0.99509,407 31,31
canaliser,ca-na-li-ser,ka-na-li-ze,1.96,9,kanalize,8,ca-ka.na-na.li-li.ser-ze,0.99509 1.0 1.0 0.67281,0.67281,407 200 336 217,200
canapé,ca-na-pé,ka-na-pe,20.27,6,kanape,6,ca-ka.na-na.pé-pe,0.99509 1.0 1.0,0.99509,407 200 159,159
canard,ca-nard,ka-naR,29.46,6,kanaR,5,ca-ka.nard-naR,0.99509 1.0,0.99509,407 14,14
canarder,ca-nar-der,ka-naR-de,1.35,8,kanaRde,7,ca-ka.nar-naR.der-de,0.99509 1.0 0.91367,0.91367,407 12 139,12
canari,ca-na-ri,ka-na-Ri,2.77,6,kanaRi,6,ca-ka.na-na.ri-Ri,0.99509 1.0 1.0,0.99509,407 200 252,200
canasson,ca-na-sson,ka-na-s&,1.49,8,kanas&,6,ca-ka.na-na.sson-s&,0.99509 1.0 1.0,0.99509,407 200 18,18
cancan,can-can,k@-k@,1.76,6,k@k@,4,can-k@.can-k@,1.0 1.0,1.0,28 28,28
cancer,can-cer,k@-seR,9.46,6,k@seR,5,can-k@.cer-seR,1.0 0.33981,0.33981,28 103,28
cancre,can-cre,k@-kR°,3.78,6,k@kR°,5,can-k@.cre-kR°,1.0 0.93333,0.93333,28 30,28
cancrelat,can-cre-lat,k@-kR°-la,0.95,9,k@kR°la,7,can-k@.cre-kR°.lat-la,1.0 0.93333 1.0,0.93333,28 30 7,7
candeur,can-deur,k@-d2R,4.59,7,k@d2R,5,can-k@.deur-d2R,1.0 1.0,1.0,28 31,28
candidat,can-di-dat,k@-di-da,8.04,8,k@dida,6,can-k@.di-di.dat-da,1.0 1.0 0.75,0.75,28 292 4,4
candide,can-di-de,k@-di-d°,4.73,7,k@did°,6,can-k@.di-di.de-d°,1.0 1.0 0.93114,0.93114,28 292 334,28
candélabre,can-dé-la-bre,k@-de-la-bR°,3.24,10,k@delabR°,9,can-k@.dé-de.la-la.bre-bR°,1.0 1.0 0.96154 0.9,0.9,28 636 208 50,28
canebière,ca-ne-biè-re,ka-n°-bje-R°,1.28,9,kan°bjeR°,9,ca-ka.ne-n°.biè-bje.re-R°,0.99509 0.90145 1.0 0.95577,0.90145,407 345 3 927,3
caner,ca-ner,ka-ne,1.15,5,kane,4,ca-ka.ner-ne,0.99509 0.92486,0.92486,407 173,173
caneton,ca-ne-ton,ka-n°-t&,1.82,7,kan°t&,6,ca-ka.ne-n°.ton-t&,0.99509 0.90145 1.0,0.90145,407 345 57,57
canette,ca-ne-tte,ka-ne-t°,6.62,7,kanet°,6,ca-ka.ne-ne.tte-t°,0.99509 0.09565 0.99149,0.09565,407 345 235,235
canevas,ca-ne-vas,ka-n°-va,1.35,7,kan°va,6,ca-ka.ne-n°.vas-va,0.99509 0.90145 0.2,0.2,407 345 5,5
caniche,ca-ni-che,ka-ni-S°,3.99,7,kaniS°,6,ca-ka.ni-ni.che-S°,0.99509 1.0 0.93191,0.93191,407 230 235,230
canicule,ca-ni-cu-le,ka-ni-ky-l°,3.58,8,kanikyl°,8,ca-ka.ni-ni.cu-ky.le-l°,0.99509 1.0 0.9854 0.89398,0.89398,407 230 137 349,137
canif,ca-nif,ka-nif,4.93,5,kanif,5,ca-ka.nif-nif,0.99509 1.0,0.99509,407 2,2
canine,ca-ni-ne,ka-ni-n°,1.15,6,kanin°,6,ca-ka.ni-ni.ne-n°,0.99509 1.0 0.90145,0.90145,407 230 345,230
caniveau,ca-ni-veau,ka-ni-vo,7.16,8,kanivo,6,ca-ka.ni-ni.veau-vo,0.99509 1.0 1.0,0.99509,407 230 10,10
canne,ca-nne,ka-n°,34.32,5,kan°,4,ca-ka.nne-n°,0.99509 0.82143,0.82143,407 56,56
cannelle,ca-nne-lle,ka-ne-l°,2.97,8,kanel°,6,ca-ka.nne-ne.lle-l°,0.99509 0.17857 0.64848,0.17857,407 56 165,56
cannelure,ca-nne-lu-re,ka-n°-ly-R°,0.95,9,kan°lyR°,8,ca-ka.nne-n°.lu-ly.re-R°,0.99509 0.82143 1.0 0.95577,0.82143,407 56 113 927,56
canner,ca-nner,ka-ne,2.57,6,kane,4,ca-ka.nner-ne,0.99509 1.0,0.99509,407 86,86
cannibale,ca-nni-ba-le,ka-ni-ba-l°,0.95,9,kanibal°,8,ca-ka.nni-ni.ba-ba.le-l°,0.99509 1.0 0.99593 0.89398,0.89398,407 7 246 349,7
canné,ca-nné,ka-ne,1.28,5,kane,4,ca-ka.nné-ne,0.99509 1.0,0.99509,407 27,27
canon,ca-non,ka-n&,5.2,5,kan&,4,ca-ka.non-n&,0.99509 1.0,0.99509,407 16,16
canoniser,ca-no-ni-ser,ka-no-ni-ze,1.01,9,kanonize,8,ca-ka.no-no.ni-ni.ser-ze,0.99509 0.94531 1.0 0.67281,0.67281,407 128 230 217,128
canonnade,ca-no-nna-de,ka-no-na-d°,2.7,9,kanonad°,8,ca-ka.no-no.nna-na.de-d°,0.99509 0.94531 0.92308 0.93114,0.92308,407 128 13 334,13
canonnier,ca-no-nnier,ka-no-nje,0.95,9,kanonje,7,ca-ka.no-no.nnier-nje,0.99509 0.94531 1.0,0.94531,407 128 14,14
canot,ca-not,ka-no,9.19,5,kano,4,ca-ka.not-no,0.99509 1.0,0.99509,407 5,5
canotier,ca-no-tier,ka-no-tje,3.04,8,kanotje,7,ca-ka.no-no.tier-tje,0.99509 0.94531 0.91176,0.91176,407 128 34,34
canoë,ca-no-ë,ka-no-e,1.49,5,kanoe,5,ca-ka.no-no.ë-e,0.99509 0.94531 1.0,0.94531,407 128 1,1
cantatrice,can-ta-tri-ce,k@-ta-tRi-s°,2.43,10,k@tatRis°,9,can-k@.ta-ta.tri-tRi.ce-s°,1.0 0.9908 1.0 0.87863,0.87863,28 326 85 379,28
cantine,can-ti-ne,k@-ti-n°,12.16,7,k@tin°,6,can-k@.ti-ti.ne-n°,1.0 1.0 0.90145,0.90145,28 454 345,28
cantinier,can-ti-nier,k@-ti-nje,1.15,9,k@tinje,7,can-k@.ti-ti.nier-nje,1.0 1.0 1.0,1.0,28 454 30,28
cantique,can-ti-que,k@-ti-k°,6.62,8,k@tik°,6,can-k@.ti-ti.que-k°,1.0 1.0 0.92717,0.92717,28 454 357,28
canton,can-ton,k@-t&,4.73,6,k@t&,4,can-k@.ton-t&,1.0 1.0,1.0,28 57,28
cantonade,can-to-na-de,k@-to-na-d°,3.45,9,k@tonad°,8,can-k@.to-to.na-na.de-d°,1.0 0.94231 1.0 0.93114,0.93114,28 156 200 334,28
cantonner,can-to-nner,k@-to-ne,5.0,9,k@tone,6,can-k@.to-to.nner-ne,1.0 0.94231 1.0,0.94231,28 156 86,28
cantonnier,can-to-nnier,k@-to-nje,3.04,10,k@tonje,7,can-k@.to-to.nnier-nje,1.0 0.94231 1.0,0.94231,28 156 14,14
canyon,ca-nyon,ka-njon,0.88,6,kanjon,6,ca-ka.nyon-njon,0.99509 1.0,0.99509,407 1,1
caoua,ca-oua,ka-wa,2.43,5,kawa,4,ca-ka.oua-wa,0.99509 1.0,0.99509,407 1,1
caoutchouc,ca-out-chouc,ka-ut-Su,16.55,10,kautSu,6,ca-ka.out-ut.chouc-Su,0.99509 1.0 1.0,0.99509,407 1 1,1
cap,cap,kap,16.55,3,kap,3,cap-kap,1.0,1.0,11,11
capable,ca-pa-ble,ka-pa-bl°,86.35,7,kapabl°,7,ca-ka.pa-pa.ble-bl°,0.99509 0.97492 0.95161,0.95161,407 319 186,186
capacité,ca-pa-ci-té,ka-pa-si-te,14.39,8,kapasite,8,ca-ka.pa-pa.ci-si.té-te,0.99509 0.97492 1.0 1.0,0.97492,407 319 225 473,225
cape,ca-pe,ka-p°,11.69,4,kap°,4,ca-ka.pe-p°,0.99509 0.81119,0.81119,407 143,143
capeline,ca-pe-li-ne,ka-p°-li-n°,2.5,8,kap°lin°,8,ca-ka.pe-p°.li-li.ne-n°,0.99509 0.81119 1.0 0.90145,0.81119,407 143 336 345,143
capharnaum,ca-phar-na-um,ka-faR-na-om,1.49,10,kafaRnaom,9,ca-ka.phar-faR.na-na.um-om,0.99509 1.0 1.0 1.0,0.99509,407 4 200 12,4
capitaine,ca-pi-tai-ne,ka-pi-te-n°,92.57,9,kapiten°,8,ca-ka.pi-pi.tai-te.ne-n°,0.99509 1.0 1.0 0.90145,0.90145,407 223 36 345,36
capital,ca-pi-tal,ka-pi-tal,9.86,7,kapital,7,ca-ka.pi-pi.tal-tal,0.99509 1.0 1.0,0.99509,407 223 29,29
capitale,ca-pi-ta-le,ka-pi-ta-l°,26.62,8,kapital°,8,ca-ka.pi-pi.ta-ta.le-l°,0.99509 1.0 0.9908 0.89398,0.89398,407 223 326 349,223
capiteux,ca-pi-teux,ka-pi-t2,2.3,8,kapit2,6,ca-ka.pi-pi.teux-t2,0.99509 1.0 1.0,0.99509,407 223 17,17
capitonner,ca-pi-to-nner,ka-pi-to-ne,2.7,10,kapitone,8,ca-ka.pi-pi.to-to.nner-ne,0.99509 1.0 0.94231 1.0,0.94231,407 223 156 86,86
capitonné,ca-pi-to-nné,ka-pi-to-ne,2.23,9,kapitone,8,ca-ka.pi-pi.to-to.nné-ne,0.99509 1.0 0.94231 1.0,0.94231,407 223 156 27,27
capituler,ca-pi-tu-ler,ka-pi-ty-le,4.8,9,kapityle,8,ca-ka.pi-pi.tu-ty.ler-le,0.99509 1.0 0.99177 0.97396,0.97396,407 223 243 192,192
caporal,ca-po-ral,ka-po-Ral,18.99,7,kapoRal,7,ca-ka.po-po.ral-Ral,0.99509 1.0 1.0,0.99509,407 179 27,27
capot,ca-pot,ka-po,8.18,5,kapo,4,ca-ka.pot-po,0.99509 1.0,0.99509,407 6,6
capote,ca-po-te,ka-po-t°,18.04,6,kapot°,6,ca-ka.po-po.te-t°,0.99509 1.0 0.88848,0.88848,407 179 538,179
capoter,ca-po-ter,ka-po-te,1.15,7,kapote,6,ca-ka.po-po.ter-te,0.99509 1.0 0.87168,0.87168,407 179 452,179
caprice,ca-pri-ce,ka-pRi-s°,18.31,7,kapRis°,7,ca-ka.pri-pRi.ce-s°,0.99509 1.0 0.87863,0.87863,407 53 379,53
capricieux,ca-pri-cieux,ka-pRi-sj2,6.76,10,kapRisj2,8,ca-ka.pri-pRi.cieux-sj2,0.99509 1.0 1.0,0.99509,407 53 16,16
capsule,cap-su-le,kap-sy-l°,3.18,7,kapsyl°,7,cap-kap.su-sy.le-l°,1.0 0.8189 0.89398,0.8189,11 127 349,11
capter,cap-ter,kap-te,9.59,6,kapte,5,cap-kap.ter-te,1.0 0.87168,0.87168,11 452,11
captif,cap-tif,kap-tif,4.8,6,kaptif,6,cap-kap.tif-tif,1.0 1.0,1.0,11 74,11
captivant,cap-ti-vant,kap-ti-v@,1.55,9,kaptiv@,7,cap-kap.ti-ti.vant-v@,1.0 1.0 1.0,1.0,11 454 19,11
captiver,cap-ti-ver,kap-ti-ve,4.12,8,kaptive,7,cap-kap.ti-ti.ver-ve,1.0 1.0 0.32353,0.32353,11 454 170,11
captivité,cap-ti-vi-té,kap-ti-vi-te,4.46,9,kaptivite,9,cap-kap.ti-ti.vi-vi.té-te,1.0 1.0 0.99526 1.0,0.99526,11 454 211 473,11
capture,cap-tu-re,kap-ty-R°,1.76,7,kaptyR°,7,cap-kap.tu-ty.re-R°,1.0 0.99177 0.95577,0.95577,11 243 927,11
capturer,cap-tu-rer,kap-ty-Re,5.81,8,kaptyRe,7,cap-kap.tu-ty.rer-Re,1.0 0.99177 0.99415,0.99177,11 243 171,11
capuchon,ca-pu-chon,ka-py-S&,6.42,8,kapyS&,6,ca-ka.pu-py.chon-S&,0.99509 1.0 1.0,0.99509,407 91 12,12
capucin,ca-pu-cin,ka-py-s5,1.15,7,kapys5,6,ca-ka.pu-py.cin-s5,0.99509 1.0 0.9375,0.9375,407 91 16,16
capucine,ca-pu-ci-ne,ka-py-si-n°,1.22,8,kapysin°,8,ca-ka.pu-py.ci-si.ne-n°,0.99509 1.0 1.0 0.90145,0.90145,407 91 225 345,91
caquetage,ca-que-ta-ge,ka-k°-ta-Z°,1.22,9,kak°taZ°,8,ca-ka.que-k°.ta-ta.ge-Z°,0.99509 0.92717 0.9908 0.97749,0.92717,407 357 326 311,311
caqueter,ca-que-ter,ka-k°-te,1.55,8,kak°te,6,ca-ka.que-k°.ter-te,0.99509 0.92717 0.87168,0.87168,407 357 452,357
car,car,kaR,469.32,3,kaR,3,car-kaR,1.0,1.0,57,57
carabine,ca-ra-bi-ne,ka-Ra-bi-n°,11.15,8,kaRabin°,8,ca-ka.ra-Ra.bi-bi.ne-n°,0.99509 0.98005 1.0 0.90145,0.90145,407 401 176 345,176
carabinier,ca-ra-bi-nier,ka-Ra-bi-nje,1.69,10,kaRabinje,9,ca-ka.ra-Ra.bi-bi.nier-nje,0.99509 0.98005 1.0 1.0,0.98005,407 401 176 30,30
carabiné,ca-ra-bi-né,ka-Ra-bi-ne,1.08,8,kaRabine,8,ca-ka.ra-Ra.bi-bi.né-ne,0.99509 0.98005 1.0 1.0,0.98005,407 401 176 152,152
carabosse,ca-ra-bo-sse,ka-Ra-bo-s°,1.62,9,kaRabos°,8,ca-ka.ra-Ra.bo-bo.sse-s°,0.99509 0.98005 0.95192 0.89503,0.89503,407 401 104 181,104
caraco,ca-ra-co,ka-Ra-ko,1.01,6,kaRako,6,ca-ka.ra-Ra.co-ko,0.99509 0.98005 1.0,0.98005,407 401 301,301
caracoler,ca-ra-co-ler,ka-Ra-ko-le,1.76,9,kaRakole,8,ca-ka.ra-Ra.co-ko.ler-le,0.99509 0.98005 1.0 0.97396,0.97396,407 401 301 192,192
caractère,ca-rac-tè-re,ka-Rak-te-R°,62.16,9,kaRakteR°,9,ca-ka.rac-Rak.tè-te.re-R°,0.99509 1.0 1.0 0.95577,0.95577,407 3 23 927,3
carafe,ca-ra-fe,ka-Ra-f°,5.47,6,kaRaf°,6,ca-ka.ra-Ra.fe-f°,0.99509 0.98005 0.39394,0.39394,407 401 33,33
caramboler,ca-ram-bo-ler,ka-R@-bo-le,0.95,10,kaR@bole,8,ca-ka.ram-R@.bo-bo.ler-le,0.99509 0.85714 0.95192 0.97396,0.85714,407 7 104 192,7
caramel,ca-ra-mel,ka-Ra-mel,3.38,7,kaRamel,7,ca-ka.ra-Ra.mel-mel,0.99509 0.98005 1.0,0.98005,407 401 2,2
carapace,ca-ra-pa-ce,ka-Ra-pa-s°,8.38,8,kaRapas°,8,ca-ka.ra-Ra.pa-pa.ce-s°,0.99509 0.98005 0.97492 0.87863,0.87863,407 401 319 379,319
carapater,ca-ra-pa-ter,ka-Ra-pa-te,1.01,9,kaRapate,8,ca-ka.ra-Ra.pa-pa.ter-te,0.99509 0.98005 0.97492 0.87168,0.87168,407 401 319 452,319
carat,ca-rat,ka-Ra,2.23,5,kaRa,4,ca-ka.rat-Ra,0.99509 1.0,0.99509,407 5,5
caravane,ca-ra-va-ne,ka-Ra-va-n°,6.76,8,kaRavan°,8,ca-ka.ra-Ra.va-va.ne-n°,0.99509 0.98005 1.0 0.90145,0.90145,407 401 170 345,170
caravanier,ca-ra-va-nier,ka-Ra-va-nje,1.22,10,kaRavanje,9,ca-ka.ra-Ra.va-va.nier-nje,0.99509 0.98005 1.0 1.0,0.98005,407 401 170 30,30
