,word,freq,len,,
962,agrandis,3.85,8,,
963,agrandissait,1.01,12,,
964,agrandissement,1.28,14,,
965,agrandit,1.62,8,,
966,agreable,32.9,8,,
967,agreablement,3.65,12,,
968,agreables,4.73,9,,
969,agreer,3.18,6,,
970,agregation,2.97,10,,
971,agrege,0.87,6,,
972,agregees,0.07,8,,
973,agrement,6.01,8,,
974,agrementaient,0.2,13,,
975,agremente,1.55,9,,
976,agrementees,0.68,11,,
977,agrements,1.15,9,,
978,agresse,1.49,7,,
979,agressee,0.41,8,,
980,agresser,0.34,8,,
981,agresses,0.2,8,,
982,agresseur,2.63,9,,
983,agresseurs,1.42,10,,
984,agressif,6.82,8,,
985,agressifs,1.69,9,,
986,agression,4.53,9,,
987,agressions,1.62,10,,
988,agressive,6.22,9,,
989,agressivement,1.01,13,,
990,agressives,1.15,10,,
991,agressivite,4.86,11,,
992,agricole,4.32,8,,
993,agricoles,3.04,9,,
994,agriculteurs,1.08,12,,
995,agriculture,2.77,11,,
996,agrippa,2.5,7,,
997,agrippaient,1.08,11,,
998,agrippait,1.82,9,,
999,agrippant,2.1,9,,
1000,agrippe,4.19,7,,
1001,agrippee,1.01,8,,
1002,agrippent,1.08,9,,
1003,agripper,1.28,8,,
1004,agronomique,0.07,11,,
1005,aguerri,0.75,7,,
1006,aguerrie,0.21,8,,
1007,aguerries,0.14,9,,
1008,aguichante,0.27,10,,
1009,aguicheur,0.07,9,,
1010,aguicheuses,0.14,11,,
1011,ahuri,7.57,5,,
1012,ahurie,2.1,6,,
1013,ahuris,2.71,6,,
1014,ahurissant,1.42,10,,
1015,ahurissants,0.27,11,,
1016,ahurissement,1.76,12,,
1017,ai,2738.17,2,,
1018,aida,7.09,4,,
1019,aidai,1.08,5,,
1020,aidaient,3.31,8,,
1021,aidais,1.49,6,,
1022,aidait,9.73,6,,
1023,aidant,11.49,6,,
1024,aide,86.29,4,,
1025,aidee,4.8,5,,
1026,aident,2.57,6,,
1027,aider,60.41,5,,
1028,aidera,2.97,6,,
1029,aiderai,2.03,7,,
1030,aiderais,0.2,8,,
1031,aiderait,3.58,8,,
1032,aideras,0.81,7,,
1033,aiderent,1.76,8,,
1034,aiderez,0.54,7,,
1035,aideriez,0.2,8,,
1036,aiderons,0.14,8,,
1037,aideront,0.74,8,,
1038,aides,7.77,5,,
1039,aidez,2.77,5,,
1040,aidiez,0.2,6,,
1041,aidons,0.47,6,,
1042,aient,29.8,5,,
1043,aieul,4.46,5,,
1044,aieule,3.24,6,,
1045,aieux,2.09,5,,
1046,aigle,7.91,5,,
1047,aigles,3.45,6,,
1048,aigre,9.6,5,,
1049,aigrelet,1.35,8,,
1050,aigrelette,1.76,10,,
1051,aigrelettes,0.27,11,,
1052,aigrement,1.42,9,,
1053,aigres,2.09,6,,
1054,aigrette,1.42,8,,
1055,aigrettes,1.89,9,,
1056,aigreur,2.91,7,,
1057,aigreurs,1.42,8,,
1058,aigri,1.42,5,,
1059,aigrir,0.41,6,,
1060,aigris,0.61,6,,
1061,aigrissait,0.14,10,,
1062,aigu,14.46,4,,
1063,aigue,11.49,5,,
1064,aigues,3.65,6,,
1065,aiguillage,1.42,10,,
1066,aiguille,18.99,8,,
1067,aiguilles,17.16,9,,
1068,aiguillon,2.09,9,,
1069,aiguillonnaient,0.14,15,,
1070,aiguillonnent,0.07,13,,
1071,aiguisait,1.01,9,,
1072,aiguise,1.28,7,,
1073,aiguiser,1.62,8,,
1074,aigus,5.68,5,,
1075,aikido,0.07,6,,
1076,ail,7.97,3,,
1077,aile,22.36,4,,
1078,ailee,1.01,5,,
1079,aileron,0.41,7,,
1080,ailerons,1.08,8,,
1081,ailes,40,5,,
1082,ailier,1.22,6,,
1083,aille,36.55,5,,
1084,aillent,4.86,7,,
1085,ailles,2.43,6,,
1086,ailleurs,346.35,8,,
1087,aima,1.69,4,,
1088,aimable,24.59,7,,
1089,aimablement,3.85,11,,
1090,aimables,4.66,8,,
1091,aimaient,16.42,8,,
1092,aimais,57.16,6,,
1093,aimait,128.72,6,,
1094,aimant,7.43,6,,
1095,aimante,2.23,7,,
1096,aimantees,0.2,9,,
1097,aimants,0.61,7,,
1098,aime,335.61,4,,
1099,aimee,18.31,5,,
1100,aimees,2.43,6,,
1101,aiment,26.96,6,,
1102,aimer,84.46,5,,
1103,aimera,2.57,6,,
1104,aimerai,2.97,7,,
1105,aimeraient,2.03,10,,
1106,aimerais,36.01,8,,
1107,aimerait,12.43,8,,
1108,aimeras,1.28,7,,
1109,aimerez,1.01,7,,
1110,aimeriez,0.88,8,,
1111,aimerions,1.01,9,,
1112,aimeront,0.34,8,,
1113,aimes,34.39,5,,
1114,aimez,18.38,5,,
1115,aimiez,2.64,6,,
1116,aimions,6.55,7,,
1117,aimons,6.22,6,,
1118,aine,23.04,4,,
1119,ainee,9.87,5,,
1120,ainees,1.28,6,,
1121,aines,5.07,5,,
1122,ainsi,469.46,5,,
1123,air,661.01,3,,
1124,aire,4.46,4,,
1125,airelles,0.34,8,,
1126,aires,0.68,5,,
1127,airs,29.8,4,,
1128,ais,0.47,3,,
1129,aisance,15.2,7,,
1130,aise,55.27,4,,
1131,aisee,2.91,5,,
1132,aisement,11.69,8,,
1133,aises,2.97,5,,
1134,aisselle,3.72,8,,
1135,aisselles,5.27,9,,
1136,ait,148.65,3,,
1137,ajournement,0.07,11,,
1138,ajournements,0.07,12,,
1139,ajouta,85,6,,
1140,ajoutai,5.34,7,,
1141,ajoutaient,4.26,10,,
1142,ajoutais,1.42,8,,
1143,ajoutait,22.57,8,,
1144,ajoutant,11.08,8,,
1145,ajoute,48.99,6,,
1146,ajoutent,1.89,8,,
1147,ajouter,33.85,7,,
1148,ajouterai,1.22,9,,
1149,ajoutez,2.3,7,,
1150,ajoutons,0.68,8,,
1151,ajusta,2.5,6,,
1152,ajustant,1.01,8,,
1153,ajuste,3.85,6,,
1154,ajustee,1.49,7,,
1155,ajustees,0.81,8,,
1156,ajuster,1.76,7,,
1157,alambic,1.08,7,,
1158,alanguie,1.22,8,,
1159,alanguies,0.4,9,,
1160,alanguissaient,0.14,14,,
1161,alanguit,0.34,8,,
1162,alarmait,1.08,8,,
1163,alarme,7.77,6,,
1164,alarmer,1.22,7,,
1165,alarmes,1.9,7,,
1166,alarmez,0.07,7,,
1167,albatre,3.04,7,,
1168,albatros,1.15,8,,
1169,album,13.31,5,,
1170,albums,5.07,6,,
1171,alchimie,1.82,8,,
1172,alchimiste,2.16,10,,
1173,alcool,39.73,6,,
1174,alcoolique,2.5,10,,
1175,alcooliques,1.22,11,,
1176,alcoolisme,0.95,10,,
1177,alcoolo,0.95,7,,
1178,alcools,3.11,7,,
1179,alcove,4.32,6,,
1180,aleatoire,1.96,9,,
1181,alentour,8.92,8,,
1182,alentours,9.12,9,,
1183,alerte,23.1,6,,
1184,alertee,2.57,7,,
1185,alertees,0.41,8,,
1186,alerter,2.91,7,,
1187,alertes,5.15,7,,
1188,alertez,0.07,7,,
1189,alexandrin,0.41,10,,
1190,alexandrins,1.56,11,,
1191,algebre,2.03,7,,
1192,algue,1.62,5,,
1193,algues,10.41,6,,
1194,alias,3.85,5,,
1195,alibi,5.47,5,,
1196,alibis,1.35,6,,
1197,alienante,1.08,9,,
1198,alienation,1.49,10,,
1199,alienes,0.68,7,,
1200,alignaient,5.07,10,,
1201,alignait,1.89,8,,
1202,aligne,2.16,6,,
1203,alignees,6.22,8,,
1204,alignement,4.12,10,,
1205,alignements,1.01,11,,
1206,alignent,2.3,8,,
1207,aligner,3.78,7,,
1208,alignes,8.31,7,,
1209,alignez,0.07,7,,
1210,aliment,1.76,7,,
1211,alimentaire,2.57,11,,
1212,alimentaires,2.23,12,,
1213,alimentait,1.01,10,,
1214,alimentation,4.19,12,,
1215,alimente,0.81,8,,
1216,alimenter,3.85,9,,
1217,aliments,4.86,8,,
1218,alla,67.57,4,,
1219,allai,18.92,5,,
1220,allaient,80.88,8,,
1221,allais,91.01,6,,
1222,allait,370.61,6,,
1223,allames,3.45,7,,
1224,allant,31.62,6,,
1225,allat,2.97,5,,
1226,alle,57.3,4,,
1227,allechant,0.75,9,,
1228,alleche,1.01,7,,
1229,alleches,0.2,8,,
1230,allee,61.08,5,,
1231,allees,28.51,6,,
1232,allegations,0.47,11,,
1233,allege,1.08,6,,
1234,allegeance,1.35,10,,
1235,allegee,1.08,7,,
1236,alleger,1.69,7,,
1237,allegorie,1.15,9,,
1238,allegories,1.01,10,,
1239,allegoriques,0.68,12,,
1240,allegre,4.46,7,,
1241,allegrement,4.8,11,,
1242,allegres,0.47,8,,
1243,allegresse,11.82,10,,
1244,alleluia,0.61,8,,
1245,alleluias,0.14,9,,
1246,allemand,54.86,8,,
1247,allemande,27.37,9,,
1248,allemandes,14.19,10,,
1249,allemands,81.69,9,,
1250,aller,376.08,5,,
1251,allerent,11.69,8,,
1252,allergie,0.61,8,,
1253,allergique,0.61,10,,
1254,alles,17.23,5,,
1255,allez,155.61,5,,
1256,alliage,0.95,7,,
1257,alliance,20.81,8,,
1258,alliances,3.92,9,,
1259,allie,12.23,5,,
1260,alliee,6.08,6,,
1261,alliees,11.63,7,,
1262,allier,0.88,6,,
1263,allies,56.82,6,,
1264,alliez,3.31,6,,
1265,alligator,0.2,9,,
1266,alligators,0.27,10,,
1267,allions,23.65,7,,
1268,allocation,0.41,10,,
1269,allocations,1.22,11,,
1270,allocution,3.11,10,,
1271,allocutions,1.01,11,,
1272,allonge,34.73,7,,
1273,allongea,8.99,8,,
1274,allongeaient,2.43,12,,
1275,allongeait,6.35,10,,
1276,allongeant,3.58,10,,
1277,allongee,14.8,8,,
1278,allongees,3.98,9,,
1279,allongent,2.57,9,,
1280,allonger,12.16,8,,
1281,allonges,8.25,8,,
1282,allongez,0.34,8,,
1283,allons,129.8,6,,
1284,allouait,0.54,8,,
1285,alluma,23.78,6,,
1286,allumage,1.35,8,,
1287,allumai,2.09,7,,
1288,allumaient,4.53,10,,
1289,allumais,1.22,8,,
1290,allumait,8.11,8,,
1291,allumant,4.05,8,,
1292,allume,37.84,6,,
1293,allumee,11.21,7,,
1294,allumees,4.53,8,,
1295,allument,3.24,8,,
1296,allumer,20.74,7,,
1297,allumerent,2.5,10,,
1298,allumes,5.35,7,,
1299,allumette,9.73,9,,
1300,allumettes,11.15,10,,
1301,allumeuse,0.74,9,,
1302,allumez,0.47,7,,
1303,allure,57.09,6,,
1304,allures,8.78,7,,
1305,allusion,23.18,8,,
1306,allusions,7.97,9,,
1307,almanach,1.22,8,,
1308,alors,1033.78,5,,
1309,alouette,1.82,8,,
1310,alourdi,2.5,7,,
1311,alourdie,2.64,8,,
1312,alourdies,1.28,9,,
1313,alourdir,1.82,8,,
1314,alourdis,1.55,8,,
1315,alourdissait,1.69,12,,
1316,alourdissant,0.41,12,,
1317,alourdissent,0.68,12,,
1318,alourdit,1.76,8,,
1319,alpages,0.47,7,,
1320,alpagues,0.07,8,,
1321,alpestre,0.27,8,,
1322,alpestres,0.2,9,,
1323,alpha,0.61,5,,
1324,alphabet,4.39,8,,
1325,alphabetique,1.69,12,,
1326,alpin,0.95,5,,
1327,alpine,0.47,6,,
1328,alpiniste,1.15,9,,
1329,alpins,1.42,6,,
1330,alsacien,3.58,8,,
1331,alsacienne,2.36,10,,
1332,altercation,1.42,11,,
1333,altere,1.82,6,,
1334,alteree,1.42,7,,
1335,alterer,1.89,7,,
1336,alternaient,1.76,11,,
1337,alternance,2.84,10,,
1338,alternant,1.82,9,,
1339,alternatif,0.14,10,,
1340,alternatifs,0.07,11,,
1341,alternative,2.5,11,,
1342,alternativement,5.88,15,,
1343,alternatives,0.48,12,,
1344,altesse,1.08,7,,
1345,altesses,2.97,8,,
1346,altiere,1.69,7,,
1347,altitude,6.35,8,,
1348,altruisme,0.74,9,,
1349,aluminium,4.32,9,,
1350,alveole,1.62,7,,
1351,alveoles,1.55,8,,
1352,amabilite,3.78,9,,
1353,amabilites,1.55,10,,
1354,amadouaient,0.07,11,,
1355,amadouer,2.7,8,,
1356,amaigri,1.62,7,,
1357,amalgamait,0.07,10,,
1358,amalgame,1.82,8,,
1359,amalgamer,0.27,9,,
1360,amande,3.99,6,,
1361,amandes,4.19,7,,
1362,amandiers,1.89,9,,
1363,amant,46.76,5,,
1364,amante,5.54,6,,
1365,amantes,1.22,7,,
1366,amants,22.84,6,,
1367,amarrage,0.54,8,,
1368,amarre,3.58,6,,
1369,amarrer,1.01,7,,
1370,amarres,3.24,7,,
1371,amas,9.32,4,,
1372,amasse,1.55,6,,
1373,amasser,1.55,7,,
1374,amateur,10.88,7,,
1375,amateurs,10.81,8,,
1376,amazone,1.89,7,,
1377,amazonien,0.07,9,,
1378,amazoniennes,0.07,12,,
1379,ambassade,13.38,9,,
1380,ambassades,1.96,10,,
1381,ambassadeur,26.15,11,,
1382,ambassadeurs,3.85,12,,
1383,ambassadrice,3.58,12,,
1384,ambiance,11.08,8,,
1385,ambiant,1.49,7,,
1386,ambiante,2.23,8,,
1387,ambigu,4.05,6,,
1388,ambigue,2.57,7,,
1389,ambiguite,2.84,9,,
1390,ambigus,1.55,7,,
1391,ambitieux,5.48,9,,
1392,ambition,19.32,8,,
1393,ambitionne,0.41,10,,
1394,ambitions,11.01,9,,
1395,ambivalence,0.34,11,,
1396,ambivalente,0.07,11,,
1397,ambre,5.33,5,,
1398,ambree,1.35,6,,
1399,ambulance,9.26,9,,
1400,ambulances,2.43,10,,
1401,ambulant,3.38,8,,
1402,ambulante,1.15,9,,
1403,ambulants,1.29,9,,
1404,ame,129.53,3,,
1405,amelioration,2.23,12,,
1406,ameliore,2.3,8,,
1407,amelioree,0.41,9,,
1408,ameliorer,3.65,9,,
1409,amena,5.27,5,,
1410,amenage,3.72,7,,
1411,amenagee,3.31,8,,
1412,amenagement,1.82,11,,
1413,amenager,2.64,8,,
1414,amenaient,2.16,9,,
1415,amenait,9.46,7,,
1416,amenant,2.43,7,,
1417,amendait,0.07,8,,
1418,amendat,0.07,7,,
1419,amende,3.86,6,,
1420,amendement,0.14,10,,
1421,amendes,1.15,7,,
1422,amene,34.39,5,,
1423,amenee,5.88,6,,
1424,amenent,1.62,7,,
1425,amener,18.18,6,,
1426,amenera,0.74,7,,
1427,amenerai,0.34,8,,
1428,amenerais,0.14,9,,
1429,amenerait,2.16,9,,
1430,amenerent,1.08,9,,
1431,amenes,7.3,6,,
1432,amenez,1.28,6,,
1433,amenuisait,0.95,10,,
1434,amenuisement,0.14,12,,
1435,amer,12.64,4,,
1436,amere,12.03,5,,
1437,amerement,5.2,9,,
1438,ameres,3.78,6,,
1439,americain,39.73,9,,
1440,americaine,24.26,10,,
1441,americaines,13.11,11,,
1442,americains,45.06,10,,
1443,americanisation,0.07,15,,
1444,amers,2.98,5,,
1445,amertume,19.05,8,,
1446,ames,22.09,4,,
1447,amethyste,0.47,9,,
1448,amethystes,0.54,10,,
1449,ameutat,0.07,7,,
1450,ameuter,1.62,7,,
1451,ami,149.6,3,,
1452,amiable,1.82,7,,
1453,amiante,0.54,7,,
1454,amical,11.22,6,,
1455,amicale,9.12,7,,
1456,amicalement,4.12,11,,
1457,amicales,2.71,8,,
1458,amicaux,1.69,7,,
1459,amidonnes,0.54,9,,
1460,amie,58.04,4,,
1461,amies,18.72,5,,
1462,amiral,19.67,6,,
1463,amiraute,6.89,8,,
1464,amiraux,2.3,7,,
1465,amis,153.72,4,,
1466,amitie,67.7,6,,
1467,amities,10.07,7,,
1468,amnesie,1.08,7,,
1469,amnesique,0.67,9,,
1470,amnistie,1.82,8,,
1471,amoche,1.42,6,,
1472,amocher,0.27,7,,
1473,amollit,1.42,7,,
1474,amoncelaient,1.69,12,,
1475,amoncelait,0.34,10,,
1476,amonceles,1.08,9,,
1477,amoncellement,4.32,13,,
1478,amoncellements,1.76,14,,
1479,amoncellent,0.34,11,,
1480,amoncelleraient,0.07,15,,
1481,amont,4.12,5,,
1482,amoraux,0.07,7,,
1483,amorcage,0.07,8,,
1484,amorcait,2.03,8,,
1485,amorce,7.77,6,,
1486,amorcee,1.01,7,,
1487,amorcer,2.64,7,,
1488,amorties,0.34,8,,
1489,amortir,1.62,7,,
1490,amortissaient,0.14,13,,
1491,amour,373.58,5,,
1492,amouracha,0.14,9,,
1493,amourachee,0.34,10,,
1494,amoureuse,26.76,9,,
1495,amoureusement,2.5,13,,
1496,amoureuses,5.74,10,,
1497,amoureux,49.66,8,,
1498,amours,30.34,6,,
1499,amphetamines,0.41,12,,
1500,amphitheatre,2.09,12,,
1501,ample,8.04,5,,
1502,amplement,1.82,9,,
1503,amples,3.85,6,,
1504,ampleur,7.43,7,,
1505,ampli,0.54,5,,
1506,amplifiait,2.43,10,,
1507,amplifie,1.22,8,,
1508,amplifierent,0.2,12,,
1509,amplifies,0.61,9,,
1510,amplitude,1.76,9,,
1511,ampoule,11.49,7,,
1512,ampoules,7.64,8,,
1513,amputa,0.07,6,,
1514,amputation,1.28,10,,
1515,amputer,1.01,7,,
1516,amulette,0.41,8,,
1517,amusa,4.26,5,,
1518,amusaient,4.53,9,,
1519,amusais,3.18,7,,
1520,amusait,18.24,7,,
1521,amusant,17.09,7,,
1522,amusante,3.11,8,,
1523,amusantes,1.15,9,,
1524,amusants,1.55,8,,
1525,amuse,37.02,5,,
1526,amusee,7.43,6,,
1527,amusement,6.35,9,,
1528,amusent,4.26,7,,
1529,amuser,25.34,6,,
1530,amusera,1.08,7,,
1531,amuserait,2.16,9,,
1532,amuses,3.45,6,,
1533,amusez,1.15,6,,
1534,amusons,0.41,7,,
1535,an,76.76,2,,
1536,anachronique,1.69,12,,
1537,anal,0.54,4,,
1538,analogie,1.49,8,,
1539,analogue,5.2,8,,
1540,analogues,2.16,9,,
1541,analphabete,1.35,11,,
1542,analysaient,0.14,11,,
1543,analysais,0.14,9,,
1544,analysants,0.14,10,,
1545,analyse,10.14,7,,
1546,analyser,3.38,8,,
1547,analyseront,0.07,11,,
1548,analyses,4.26,8,,
1549,analyste,0.88,8,,
1550,ananas,3.51,6,,
1551,anarchie,4.8,8,,
1552,anarchique,1.08,10,,
1553,anarchiste,4.32,10,,
1554,anarchistes,2.98,11,,
1555,anatomie,4.66,8,,
1556,anatomique,1.15,10,,
1557,ancestral,1.89,9,,
1558,ancestrale,2.03,10,,
1559,ancestrales,1.35,11,,
1560,ancetre,6.28,7,,
1561,ancetres,15.95,8,,
1562,anchois,2.57,7,,
1563,ancien,71.83,6,,
1564,ancienne,43.04,8,,
1565,anciennement,1.01,12,,
1566,anciennes,20.14,9,,
1567,anciennete,1.55,10,,
1568,anciens,49.52,7,,
1569,ancre,7.37,5,,
1570,ancree,1.42,6,,
1571,ancres,1.28,6,,
1572,andalou,1.96,7,,
1573,andouille,4.86,9,,
1574,andouilles,1.42,10,,
1575,ane,14.32,3,,
1576,aneanti,2.84,7,,
1577,aneantie,1.96,8,,
1578,aneantir,3.78,8,,
1579,aneantis,1.62,8,,
1580,aneantissement,3.24,14,,
1581,anecdote,5.34,8,,
1582,anecdotes,7.57,9,,
1583,anemie,0.41,6,,
1584,anemiques,0.34,9,,
1585,anemones,2.77,8,,
1586,aneries,1.89,7,,
1587,anes,4.26,4,,
1588,anesthesiantes,0.14,14,,
1589,anesthesiants,0.07,13,,
1590,anesthesie,2.64,10,,
1591,anesthesique,0.54,12,,
1592,ange,21.62,4,,
1593,angelique,4.66,9,,
1594,angeliques,1.01,10,,
1595,angelots,0.74,8,,
1596,angelus,1.28,7,,
1597,anges,20.88,5,,
1598,angine,2.3,6,,
1599,anglais,106.29,7,,
1600,anglaise,25.61,8,,
1601,anglaises,9.46,9,,
1602,angle,46.89,5,,
1603,angles,10.74,6,,
1604,angoissait,1.35,10,,
1605,angoissant,2.37,10,,
1606,angoissante,1.42,11,,
1607,angoisse,66.64,8,,
1608,angoissee,2.9,9,,
1609,angoisses,8.38,9,,
1610,anguille,2.03,8,,
1611,anguilles,1.28,9,,
1612,anguleuse,0.81,9,,
1613,anguleux,1.82,8,,
1614,anima,1.89,5,,
1615,animaient,1.42,9,,
1616,animait,6.28,7,,
1617,animal,53.24,6,,
1618,animale,6.49,7,,
1619,animales,1.69,8,,
1620,animalier,0.27,9,,
1621,animalite,1.42,9,,
1622,animateur,1.42,9,,
1623,animation,8.18,9,,
1624,animaux,37.71,7,,
1625,anime,12.84,5,,
1626,animee,6.89,6,,
1627,animees,1.76,7,,
1628,animent,1.22,7,,
1629,animer,4.12,6,,
1630,animes,3.92,6,,
1631,animosite,2.57,9,,
1632,anis,2.5,4,,
1633,anisette,1.01,8,,
1634,ankyloser,0.14,9,,
1635,annales,1.76,7,,
1636,anneau,9.53,6,,
1637,anneaux,7.97,7,,
1638,annee,128.99,5,,
1639,annees,246.55,6,,
1640,annexe,3.05,6,,
1641,annihilent,0.14,10,,
1642,anniversaire,15.6,12,,
1643,anniversaires,1.22,13,,
1644,annonca,23.38,7,,
1645,annoncai,1.76,8,,
1646,annoncaient,5.14,11,,
1647,annoncais,0.88,9,,
1648,annoncait,21.96,9,,
1649,annoncant,9.05,9,,
1650,annonce,50.62,7,,
1651,annoncee,2.91,8,,
1652,annoncent,2.77,9,,
1653,annoncer,23.38,8,,
1654,annoncerai,0.07,10,,
1655,annoncerait,0.54,11,,
1656,annoncerent,1.15,11,,
1657,annoncerez,0.07,10,,
1658,annoncerons,0.07,11,,
1659,annonceront,0.07,11,,
1660,annonces,3.72,8,,
1661,annonceurs,0.07,10,,
1662,annoncez,0.47,8,,
1663,annonciations,0.07,13,,
1664,annonciatrices,0.27,14,,
1665,annotant,0.07,8,,
1666,annuaire,3.04,8,,
1667,annuel,1.35,6,,
1668,annuelle,1.82,8,,
1669,annulaient,0.27,10,,
1670,annulaire,2.71,9,,
1671,annulant,0.34,8,,
1672,annulation,0.74,10,,
1673,annule,1.49,6,,
1674,annulee,0.27,7,,
1675,annuler,1.15,7,,
1676,annulerait,0.2,10,,
1677,annulez,0.14,7,,
1678,anoblir,0.2,7,,
1679,anoblit,0.14,7,,
1680,anodin,2.97,6,,
1681,anodine,2.03,7,,
1682,anodines,2.09,8,,
1683,anodins,1.55,7,,
1684,anomalie,1.55,8,,
1685,anomalies,0.61,9,,
1686,anonymat,3.04,8,,
1687,anonyme,10.48,7,,
1688,anonymes,6.15,8,,
1689,anormal,6.15,7,,
1690,anormale,2.77,8,,
1691,anormalement,1.15,12,,
1692,ans,609.05,3,,
1693,anse,4.86,4,,
1694,anses,1.22,5,,
1695,antagonisme,1.15,11,,
1696,antagonistes,1.09,12,,
1697,antan,4.86,5,,
1698,antecedents,0.68,11,,
1699,antechrist,1.08,10,,
1700,antenne,3.65,7,,
1701,antennes,4.8,8,,
1702,anterieur,2.43,9,,
1703,anterieure,3.92,10,,
1704,anterieurement,1.01,14,,
1705,anterieures,1.69,11,,
1706,anterieurs,2.23,10,,
1707,anthracite,2.91,10,,
1708,anthropologie,0.41,13,,
1709,anthropologue,0.07,13,,
1710,anthropophages,0.27,14,,
1711,anthropophagie,0.61,14,,
1712,antibiotiques,1.56,13,,
1713,anticalcaire,0.07,12,,
1714,antichambre,7.84,11,,
1715,antichar,0.2,8,,
1716,antichars,1.69,9,,
1717,anticipation,2.16,12,,
1718,anticorps,0.41,9,,
1719,antidote,1.08,8,,
1720,antillais,4.26,9,,
1721,antilope,1.28,8,,
1722,antinaturelle,0.07,13,,
1723,antinomique,0.14,11,,
1724,antipathie,1.69,10,,
1725,antipathique,1.55,12,,
1726,antipathiques,0.47,13,,
1727,antipodes,2.3,9,,
1728,antiquaire,3.58,10,,
1729,antiquaires,3.45,11,,
1730,antique,13.04,7,,
1731,antiques,5.74,8,,
1732,antiquite,3.65,9,,
1733,antiquites,2.91,10,,
1734,antirides,0.07,9,,
1735,antisemitisme,1.62,13,,
1736,antre,4.39,5,,
1737,anus,1.82,4,,
1738,anxiete,9.86,7,,
1739,anxieuse,3.58,8,,
1740,anxieusement,2.36,12,,
1741,anxieux,6.69,7,,
1742,aortique,0.07,8,,
1743,aout,49.66,4,,
1744,aoutien,0.07,7,,
1745,apache,0.61,6,,
1746,apaches,0.88,7,,
1747,apaisa,3.04,6,,
1748,apaisait,3.18,8,,
1749,apaisant,3.38,8,,
1750,apaisante,2.43,9,,
1751,apaise,9.32,6,,
1752,apaisee,4.05,7,,
1753,apaisees,0.74,8,,
1754,apaisement,6.69,10,,
1755,apaiser,8.85,7,,
1756,apaises,1.15,7,,
1757,apanage,1.15,7,,
1758,aparte,1.15,6,,
1759,apathie,1.49,7,,
1760,apercevaient,2.3,12,,
1761,apercevais,6.55,10,,
1762,apercevait,25.68,10,,
1763,apercevant,8.45,10,,
1764,apercevions,1.08,11,,
1765,apercevoir,35.2,10,,
1766,apercevra,1.42,9,,
1767,apercevrait,1.22,11,,
1768,apercois,14.86,8,,
1769,apercoit,21.82,8,,
1770,apercoive,4.05,9,,
1771,apercoivent,1.62,11,,
1772,apercu,28.92,6,,
1773,apercue,8.58,7,,
1774,apercurent,3.85,10,,
1775,apercus,17.57,7,,
1776,apercut,47.09,7,,
1777,aperitif,7.63,8,,
1778,aperitifs,2.83,9,,
1779,apero,3.45,5,,
1780,apesanteur,0.81,10,,
1781,apeure,2.9,6,,
1782,apeuree,1.49,7,,
1783,apeures,2.17,7,,
1784,aphorisme,0.14,9,,
1785,aphorismes,0.74,10,,
1786,aphrodisiaque,0.82,13,,
1787,apitoye,1.15,7,,
1788,apitoyer,1.62,8,,
1789,aplati,4.12,6,,
1790,aplatie,1.82,7,,
1791,aplatir,2.3,7,,
1792,aplatirez,0.07,9,,
1793,aplatis,2.64,7,,
1794,aplatit,2.84,7,,
1795,aplomb,8.99,6,,
1796,apocalypse,6.01,10,,
1797,apocalyptique,1.01,13,,
1798,apogee,1.76,6,,
1799,apollons,0.14,8,,
1800,apologie,1.22,8,,
1801,apostrophait,0.61,12,,
1802,apostrophe,1.56,10,,
1803,apotheose,4.12,9,,
1804,apotheoses,0.14,10,,
1805,apothicaire,1.15,11,,
1806,apotre,2.03,6,,
1807,apotres,4.26,7,,
1808,apparais,0.41,8,,
1809,apparaissaient,8.51,14,,
1810,apparaissait,27.09,12,,
1811,apparaissant,2.57,12,,
1812,apparaisse,2.03,10,,
1813,apparaissent,7.97,12,,
1814,apparaissez,0.27,11,,
1815,apparaissiez,0.14,12,,
1816,apparait,27.91,8,,
1817,apparaitra,1.08,10,,
1818,apparaitrait,1.35,12,,
1819,apparaitre,24.46,10,,
1820,apparat,4.8,7,,
1821,appareil,35.88,8,,
1822,appareillage,1.62,12,,
1823,appareille,0.41,10,,
1824,appareiller,0.81,11,,
1825,appareils,8.78,9,,
1826,apparemment,29.53,11,,
1827,apparence,34.32,9,,
1828,apparences,14.19,10,,
1829,apparent,4.86,8,,
1830,apparente,11.56,9,,
1831,apparentes,2.3,10,,
1832,apparents,1.82,9,,
1833,apparition,28.65,10,,
1834,apparitions,3.99,11,,
1835,appartement,86.01,11,,
1836,appartements,13.24,12,,
1837,appartenaient,9.05,13,,
1838,appartenais,1.96,11,,
1839,appartenait,24.19,11,,
1840,appartenance,3.24,12,,
1841,appartenant,5.74,11,,
1842,appartenez,0.74,10,,
1843,appartenir,9.12,10,,
1844,appartenons,0.81,11,,
1845,appartenu,4.66,9,,
1846,appartiendra,1.01,12,,
1847,appartiendrait,1.42,14,,
1848,appartiennent,6.76,13,,
1849,appartiens,2.84,10,,
1850,appartient,20.27,10,,
1851,apparts,0.07,7,,
1852,apparu,9.12,6,,
1853,apparue,6.55,7,,
1854,apparues,1.15,8,,
1855,apparurent,5.95,10,,
1856,apparus,2.09,7,,
1857,apparut,28.04,7,,
1858,appat,3.24,5,,
1859,appate,0.41,6,,
1860,appater,0.68,7,,
1861,appats,0.68,6,,
