,word,freq,len
1145,boucles,16.0,7
1146,boude,10.0,5
1147,boudes,1.0,6
1148,boudin,1.0,6
1149,boue,19.0,4
1150,bouee,3.0,5
1151,bouge,19.0,5
1152,bougea,1.0,6
1153,bougeais,1.0,8
1154,bougeait,2.0,8
1155,bougent,2.0,7
1156,bougeoir,3.0,8
1157,bouger,9.0,6
1158,bougie,14.0,6
1159,bougies,6.0,7
1160,bouillie,1.0,8
1161,bouillir,1.0,8
1162,bouillon,4.0,8
1163,bouillotte,13.0,10
1164,bouky,1.0,5
1165,boulanger,11.0,9
1166,boulangere,1.0,10
1167,boulangerie,9.0,11
1168,boule,24.0,5
1169,bouleau,2.0,7
1170,bouledogue,2.0,10
1171,boules,11.0,6
1172,boulettes,3.0,9
1173,boulevard,2.0,9
1174,boulevards,4.0,10
1175,bouleverse,1.0,10
1176,boum,13.0,4
1177,bouquet,48.0,7
1178,bouquetin,1.0,9
1179,bouquets,2.0,8
1180,bourdon,1.0,7
1181,bourdonnent,2.0,11
1182,bourgeons,1.0,9
1183,bourgogne,1.0,9
1184,bourse,1.0,6
1185,bousculade,1.0,10
1186,bousculaient,1.0,12
1187,bouscule,6.0,8
1188,bousculent,1.0,10
1189,bousculer,1.0,9
1190,boussole,1.0,8
1191,bout,60.0,4
1192,bouteille,17.0,9
1193,bouteilles,5.0,10
1194,boutique,10.0,8
1195,boutiques,1.0,9
1196,bouton,14.0,6
1197,boutonne,1.0,8
1198,boutons,5.0,7
1199,bouts,2.0,5
1200,bouture,1.0,7
1201,boutures,2.0,8
1202,bouvreuil,3.0,9
1203,bowling,1.0,7
1204,boxe,16.0,4
1205,boxeur,10.0,6
1206,bracelet,4.0,8
1207,bracelets,1.0,9
1208,branchages,2.0,10
1209,branche,33.0,7
1210,branches,8.0,8
1211,bras,44.0,4
1212,brasse,1.0,6
1213,brassee,1.0,7
1214,brassiere,1.0,9
1215,brave,3.0,5
1216,braves,2.0,6
1217,bravo,30.0,5
1218,brebis,5.0,6
1219,bredouille,2.0,10
1220,bredouiller,1.0,11
1221,bref,4.0,4
1222,breloques,1.0,9
1223,bresil,1.0,6
1224,brest,2.0,5
1225,bretagne,4.0,8
1226,bretelles,5.0,9
1227,bricolage,1.0,9
1228,bricole,2.0,7
1229,bricoleur,3.0,9
1230,bride,1.0,5
1231,brie,3.0,4
1232,brigand,18.0,7
1233,brigands,4.0,8
1234,brillait,1.0,8
1235,brillant,5.0,8
1236,brillantes,1.0,10
1237,brillants,2.0,9
1238,brille,20.0,6
1239,brillent,5.0,8
1240,briller,5.0,7
1241,brillera,1.0,8
1242,brillerent,1.0,10
1243,brin,18.0,4
1244,brindille,2.0,9
1245,brins,6.0,5
1246,brioche,18.0,7
1247,brique,5.0,6
1248,briques,2.0,7
1249,briquet,2.0,7
1250,brisait,1.0,7
1251,brise,2.0,5
1252,broche,3.0,6
1253,brochettes,2.0,10
1254,brode,4.0,5
1255,bronzee,1.0,7
1256,brossage,1.0,8
1257,brossant,1.0,8
1258,brosse,20.0,6
1259,brosser,1.0,7
1260,brosses,1.0,7
1261,brouette,3.0,8
1262,brouillard,18.0,10
1263,brouillon,4.0,9
1264,broussailles,3.0,12
1265,broute,9.0,6
1266,broutent,3.0,8
1267,brouter,1.0,7
1268,bruit,81.0,5
1269,bruits,5.0,6
1270,brulaient,1.0,9
1271,brulant,1.0,7
1272,brulantes,1.0,9
1273,brulants,1.0,8
1274,brule,14.0,5
1275,brulent,1.0,7
1276,bruler,7.0,6
1277,brulure,2.0,7
1278,brulures,1.0,8
1279,brume,3.0,5
1280,brun,9.0,4
1281,brune,1.0,5
1282,brunes,1.0,6
1283,bruno,7.0,5
1284,brusque,1.0,7
1285,brusquement,4.0,11
1286,brute,1.0,5
1287,bruxelles,1.0,9
1288,bruyant,2.0,7
1289,bruyante,1.0,8
1290,bu,13.0,2
1291,buche,5.0,5
1292,bucheron,4.0,8
1293,bucherons,1.0,9
1294,buches,1.0,6
1295,buffet,7.0,6
1296,buisson,10.0,7
1297,buissonniere,2.0,12
1298,buissonnieres,1.0,13
1299,buissons,10.0,8
1300,bulgare,1.0,7
1301,bulldozer,5.0,9
1302,bulle,3.0,5
1303,bulles,20.0,6
1304,bulletin,2.0,8
1305,bunny,1.0,5
1306,bureau,10.0,6
1307,bureaux,1.0,7
1308,bus,1.0,3
1309,but,5.0,3
1310,buta,1.0,4
1311,bute,2.0,4
1312,butinant,1.0,8
1313,butinent,1.0,8
1314,buts,2.0,4
1315,buvaient,3.0,8
1316,buvette,2.0,7
1317,buviez,1.0,6
1318,ca,175.0,2
1319,cabane,18.0,6
1320,cabine,5.0,6
1321,cabines,2.0,7
1322,cabosses,1.0,8
1323,cabri,1.0,5
1324,cabriole,1.0,8
1325,cabrioles,5.0,9
1326,cacahuete,3.0,9
1327,cacahuetes,2.0,10
1328,cacao,17.0,5
1329,cacarde,1.0,7
1330,cacarder,1.0,8
1331,cacatoes,1.0,8
1332,cacha,4.0,5
1333,cachait,3.0,7
1334,cachant,1.0,7
1335,cache,53.0,5
1336,cachee,6.0,6
1337,cachees,1.0,7
1338,cachent,4.0,7
1339,cacher,12.0,6
1340,cacherent,2.0,9
1341,caches,8.0,6
1342,cachette,7.0,8
1343,cachettes,2.0,9
1344,cachez,1.0,6
1345,cachions,1.0,8
1346,cachot,3.0,6
1347,cachous,2.0,7
1348,caddie,8.0,6
1349,cadeau,39.0,6
1350,cadeaux,8.0,7
1351,cadenas,1.0,7
1352,cadet,1.0,5
1353,cadre,15.0,5
1354,caen,1.0,4
1355,cafe,29.0,4
1356,cafeteria,1.0,9
1357,cafetiere,7.0,9
1358,cage,32.0,4
1359,cages,1.0,5
1360,cahier,30.0,6
1361,cahiers,1.0,7
1362,cahotent,1.0,8
1363,caille,1.0,6
1364,caillou,12.0,7
1365,cailloux,7.0,8
1366,caisse,29.0,6
1367,caisses,6.0,7
1368,caissiere,1.0,9
1369,calais,1.0,6
1370,calcul,10.0,6
1371,calcule,1.0,7
1372,calculer,1.0,8
1373,cale,1.0,4
1374,calecon,1.0,7
1375,calendrier,8.0,10
1376,calin,5.0,5
1377,caline,1.0,6
1378,calins,1.0,6
1379,calme,8.0,5
1380,calmee,1.0,6
1381,calmer,2.0,6
1382,calmes,1.0,6
1383,camarade,45.0,8
1384,camarades,25.0,9
1385,cambrioler,1.0,10
1386,cambrioleur,2.0,11
1387,cameleon,2.0,8
1388,cameleons,2.0,9
1389,camembert,5.0,9
1390,camemberts,1.0,10
1391,camera,5.0,6
1392,camille,1.0,7
1393,camion,31.0,6
1394,camionnette,2.0,11
1395,camions,2.0,7
1396,camp,13.0,4
1397,campagne,32.0,8
1398,campait,1.0,7
1399,campe,2.0,5
1400,camper,4.0,6
1401,camping,5.0,7
1402,camps,1.0,5
1403,canaille,1.0,8
1404,canal,6.0,5
1405,canape,5.0,6
1406,canard,30.0,6
1407,canards,11.0,7
1408,canari,5.0,6
1409,canaris,1.0,7
1410,cancer,1.0,6
1411,cane,4.0,4
1412,canetons,1.0,8
1413,caniche,3.0,7
1414,canif,4.0,5
1415,canine,1.0,6
1416,canne,10.0,5
1417,cannes,3.0,6
1418,canoe,2.0,5
1419,canon,4.0,5
1420,canot,31.0,5
1421,canson,1.0,6
1422,cantilene,1.0,9
1423,cantine,16.0,7
1424,caoutchouc,1.0,10
1425,capable,2.0,7
1426,cape,9.0,4
1427,capitaine,7.0,9
1428,capitale,4.0,8
1429,caporal,1.0,7
1430,capot,2.0,5
1431,caprice,1.0,7
1432,capricieuse,2.0,11
1433,captura,1.0,7
1434,capture,4.0,7
1435,capturer,3.0,8
1436,capuche,1.0,7
1437,capuchon,1.0,8
1438,capuchons,1.0,9
1439,caquet,1.0,6
1440,car,109.0,3
1441,carabine,3.0,8
1442,carabosse,1.0,9
1443,caractere,4.0,9
1444,carafe,5.0,6
1445,caramel,6.0,7
1446,caramels,6.0,8
1447,carapace,2.0,8
1448,caravane,4.0,8
1449,caressa,1.0,7
1450,caressant,1.0,9
1451,caressante,1.0,10
1452,caresse,7.0,7
1453,caresser,1.0,8
1454,cargo,1.0,5
1455,carie,1.0,5
1456,cariee,2.0,6
1457,caries,1.0,6
1458,carillon,3.0,8
1459,carine,2.0,6
1460,carme,8.0,5
1461,carmin,1.0,6
1462,carnaval,39.0,8
1463,carnet,11.0,6
1464,carole,1.0,6
1465,caroline,3.0,8
1466,carotte,2.0,7
1467,carottes,19.0,8
1468,carpe,4.0,5
1469,carre,11.0,5
1470,carreau,1.0,7
1471,carreaux,4.0,8
1472,carree,1.0,6
1473,carrees,1.0,7
1474,carrefour,4.0,9
1475,carrelage,4.0,9
1476,carrelages,1.0,10
1477,carres,4.0,6
1478,carriere,1.0,8
1479,carriole,1.0,8
1480,carrosse,2.0,8
1481,cartable,43.0,8
1482,carte,45.0,5
1483,cartes,6.0,6
1484,carton,29.0,6
1485,cartons,3.0,7
1486,cartouche,1.0,9
1487,cartouches,1.0,10
1488,cas,3.0,3
1489,cascade,4.0,7
1490,case,6.0,4
1491,cases,2.0,5
1492,casiers,1.0,7
1493,casque,6.0,6
1494,casques,1.0,7
1495,casquette,8.0,9
1496,casquettes,1.0,10
1497,cassa,2.0,5
1498,casse,45.0,5
1499,cassee,15.0,6
1500,cassees,1.0,7
1501,casser,11.0,6
1502,cassera,2.0,7
1503,casserez,1.0,8
1504,casserole,19.0,9
1505,casseroles,3.0,10
1506,casses,4.0,6
1507,cassette,3.0,8
1508,cassez,1.0,6
1509,cassis,2.0,6
1510,castor,13.0,6
1511,castors,2.0,7
1512,catalogue,19.0,9
1513,catastrophe,4.0,11
1514,catastrophes,1.0,12
1515,catherine,1.0,9
1516,cauchemar,12.0,9
1517,cause,22.0,5
1518,cavalier,3.0,8
1519,cavaliere,1.0,9
1520,cave,21.0,4
1521,caverne,5.0,7
1522,caves,3.0,5
1523,ce,599.0,2
1524,ceci,5.0,4
1525,cecile,7.0,6
1526,cedez,1.0,5
1527,cedre,7.0,5
1528,ceinture,25.0,8
1529,ceintures,3.0,9
1530,cela,58.0,4
1531,celebre,2.0,7
1532,celeri,1.0,6
1533,celestine,1.0,9
1534,celine,1.0,6
1535,celle,17.0,5
1536,celles,6.0,6
1537,cellophane,1.0,10
1538,cellules,2.0,8
1539,celui,29.0,5
1540,cendre,1.0,6
1541,cendrillon,3.0,10
1542,cenis,4.0,5
1543,cent,7.0,4
1544,centaine,1.0,8
1545,centaines,1.0,9
1546,centime,1.0,7
1547,centimes,2.0,8
1548,centimetres,2.0,11
1549,central,2.0,7
1550,centre,7.0,6
1551,cents,4.0,5
1552,cepe,2.0,4
1553,cependant,3.0,9
1554,cepes,3.0,5
1555,ceramique,1.0,9
1556,cerceau,5.0,7
1557,cerceaux,2.0,8
1558,cercle,2.0,6
1559,cercles,2.0,7
1560,cercueil,5.0,8
1561,cereale,1.0,7
1562,cereales,4.0,8
1563,ceremonie,1.0,9
1564,cerise,16.0,6
1565,cerises,9.0,7
1566,cerisier,7.0,8
1567,cerne,1.0,5
1568,certain,3.0,7
1569,certainement,1.0,12
1570,certaines,4.0,9
1571,certains,6.0,8
1572,certes,1.0,6
1573,certificat,1.0,10
1574,ces,124.0,3
1575,cessa,1.0,5
1576,cesse,4.0,5
1577,cesserait,1.0,9
1578,cet,37.0,3
1579,cette,179.0,5
1580,ceux,13.0,4
1581,chacal,22.0,6
1582,chacun,30.0,6
1583,chacune,8.0,7
1584,chagall,1.0,7
1585,chagrin,11.0,7
1586,chahute,1.0,7
1587,chaine,3.0,6
1588,chaines,1.0,7
1589,chair,1.0,5
1590,chaise,32.0,6
1591,chaises,3.0,7
1592,chalands,1.0,8
1593,chale,6.0,5
1594,chalet,11.0,6
1595,chaleur,10.0,7
1596,chamboule,3.0,9
1597,chambre,75.0,7
1598,chambrette,1.0,10
1599,chameau,12.0,7
1600,chameaux,2.0,8
1601,champ,20.0,5
1602,champagne,1.0,9
1603,champignon,23.0,10
1604,champignons,19.0,11
1605,champion,6.0,8
1606,championnes,1.0,11
1607,champions,3.0,9
1608,champs,12.0,6
1609,chance,16.0,6
1610,chandail,6.0,8
1611,change,14.0,6
1612,changea,2.0,7
1613,changeais,1.0,9
1614,changeant,1.0,9
1615,changement,1.0,10
1616,changer,5.0,7
1617,changerais,1.0,10
1618,changes,2.0,7
1619,changez,2.0,7
1620,chanson,29.0,7
1621,chansons,6.0,8
1622,chant,10.0,5
1623,chanta,1.0,6
1624,chantait,4.0,8
1625,chantant,8.0,8
1626,chantants,1.0,9
1627,chante,38.0,6
1628,chantee,1.0,7
1629,chantent,19.0,8
1630,chanter,19.0,7
1631,chantera,1.0,8
1632,chanteront,1.0,10
1633,chantes,1.0,7
1634,chanteur,5.0,8
1635,chanteuse,5.0,9
1636,chantez,2.0,7
1637,chantier,4.0,8
1638,chantonnant,1.0,11
1639,chantonne,6.0,9
1640,chantonner,1.0,10
1641,chants,4.0,6
1642,chapeau,68.0,7
1643,chapeaux,1.0,8
1644,chapelle,1.0,8
1645,chaperon,16.0,8
1646,chapiteau,5.0,9
1647,chapitre,14.0,8
1648,chaque,146.0,6
1649,char,11.0,4
1650,charabia,3.0,8
1651,charabiole,4.0,10
1652,charade,1.0,7
1653,charcuterie,2.0,11
1654,charcutier,2.0,10
1655,charcutiere,1.0,11
1656,chardonneret,1.0,12
1657,charge,3.0,6
1658,charges,1.0,7
1659,chariot,8.0,7
1660,charles,2.0,7
1661,charlie,3.0,7
1662,charlotte,10.0,9
1663,charly,1.0,6
1664,charmant,5.0,8
1665,charmante,1.0,9
1666,charme,1.0,6
1667,charrette,4.0,9
1668,chars,2.0,5
1669,chassa,2.0,6
1670,chassaient,2.0,10
1671,chassait,5.0,8
1672,chasse,19.0,6
1673,chassee,1.0,7
1674,chassent,3.0,8
1675,chasser,6.0,7
1676,chasseur,14.0,8
1677,chasseurs,8.0,9
1678,chassez,1.0,7
1679,chat,327.0,4
1680,chataigne,4.0,9
1681,chataignes,7.0,10
1682,chataignier,1.0,11
1683,chateau,76.0,7
1684,chateauneuf,1.0,11
1685,chateaux,2.0,8
1686,chatelain,2.0,9
1687,chaton,13.0,6
1688,chatons,3.0,7
1689,chatouilla,1.0,10
1690,chatouillait,1.0,12
1691,chatouille,2.0,10
1692,chats,28.0,5
1693,chatte,5.0,6
1694,chaud,58.0,5
1695,chaude,15.0,6
1696,chaudes,2.0,7
1697,chaudiere,1.0,9
1698,chaudrons,1.0,9
1699,chauds,3.0,6
1700,chauffage,3.0,9
1701,chauffait,2.0,9
1702,chauffe,7.0,7
1703,chauffer,7.0,8
1704,chauffeur,12.0,9
1705,chaussa,1.0,7
1706,chausser,1.0,8
1707,chausses,1.0,8
1708,chaussette,2.0,10
1709,chaussettes,4.0,11
1710,chaussez,1.0,8
1711,chausson,1.0,8
1712,chaussons,3.0,9
1713,chaussure,9.0,9
1714,chaussures,29.0,10
1715,chauve,2.0,6
1716,chef,19.0,4
1717,chemin,55.0,6
1718,cheminee,15.0,8
1719,cheminees,1.0,9
1720,chemins,1.0,7
1721,chemise,34.0,7
1722,chemises,5.0,8
1723,chemisier,1.0,9
1724,chenapan,4.0,8
1725,chene,19.0,5
1726,chenes,1.0,6
1727,chenille,4.0,8
1728,chenilles,1.0,9
1729,cher,16.0,4
1730,chercha,2.0,7
1731,cherchaient,1.0,11
1732,cherchais,1.0,9
1733,cherchait,2.0,9
1734,cherche,50.0,7
1735,cherchent,4.0,9
1736,chercher,68.0,8
1737,cherchera,1.0,9
1738,chercherai,2.0,10
1739,chercheras,1.0,10
1740,cherches,1.0,8
1741,cherchez,3.0,8
1742,cherchons,6.0,9
1743,chere,9.0,5
1744,cherement,1.0,9
1745,cheri,2.0,5
1746,cherie,3.0,6
1747,cherra,2.0,6
1748,chers,3.0,5
1749,cheval,62.0,6
1750,chevalier,21.0,9
1751,chevaux,10.0,7
1752,chevelure,3.0,9
1753,cheveu,2.0,6
1754,cheveux,60.0,7
1755,cheville,4.0,8
1756,chevillette,4.0,11
1757,chevre,54.0,6
1758,chevrefeuille,3.0,13
1759,chevres,8.0,7
1760,chevrette,4.0,9
1761,chevreuil,4.0,9
1762,chevrotain,1.0,10
1763,chez,178.0,4
1764,chic,5.0,4
1765,chiche,3.0,6
1766,chien,147.0,5
1767,chienne,3.0,7
1768,chiens,11.0,6
1769,chiffon,11.0,7
1770,chiffons,8.0,8
1771,chiffre,6.0,7
1772,chiffres,2.0,8
1773,chignon,5.0,7
1774,chimique,1.0,8
1775,chimiques,1.0,9
1776,chimpanze,2.0,9
1777,chimpanzes,1.0,10
1778,chine,4.0,5
1779,chinois,2.0,7
1780,chiot,3.0,5
1781,chipait,1.0,7
1782,chipie,15.0,6
1783,chips,4.0,5
1784,chirurgien,1.0,10
1785,choc,9.0,4
1786,choco,1.0,5
1787,chocolat,89.0,8
1788,chocolats,1.0,9
1789,chocos,7.0,6
1790,chocs,1.0,5
1791,choisi,7.0,6
1792,choisir,10.0,7
1793,choisira,1.0,8
1794,choisirais,1.0,10
1795,choisiras,1.0,9
1796,choisis,19.0,7
1797,choisissant,10.0,11
1798,choisisse,1.0,9
1799,choisissent,2.0,11
1800,choisissez,2.0,10
1801,choisit,10.0,7
1802,choix,4.0,5
1803,chope,1.0,5
1804,chorale,9.0,7
1805,chose,43.0,5
1806,choses,34.0,6
1807,chou,22.0,4
1808,choucroute,2.0,10
1809,chouette,10.0,8
1810,chouettes,2.0,9
1811,choux,7.0,5
1812,christian,2.0,9
1813,christine,2.0,9
1814,christophe,1.0,10
1815,chronometre,3.0,11
1816,chronometrer,1.0,12
1817,chuchote,17.0,8
1818,chuchotes,1.0,9
1819,chut,21.0,4
1820,chute,2.0,5
1821,ci,7.0,2
1822,cible,2.0,5
1823,ciboulette,2.0,10
1824,cidre,1.0,5
1825,ciel,48.0,4
1826,cigale,3.0,6
1827,cigare,2.0,6
1828,cigogne,4.0,7
1829,cigognes,9.0,8
1830,cil,8.0,3
1831,cils,1.0,4
1832,ciment,1.0,6
1833,cinema,32.0,6
1834,cinex,1.0,5
1835,cinq,60.0,4
1836,cinquante,2.0,9
1837,cinquieme,7.0,9
1838,cintre,3.0,6
1839,cirage,2.0,6
1840,circuit,1.0,7
1841,circulation,6.0,11
1842,circule,1.0,7
1843,circulent,1.0,9
1844,circuler,2.0,8
1845,cire,4.0,4
1846,cirque,47.0,6
1847,cisailles,1.0,9
1848,ciseau,1.0,6
1849,ciseaux,19.0,7
1850,citer,1.0,5
1851,cites,1.0,5
1852,citoyens,2.0,8
1853,citron,34.0,6
1854,citronnade,1.0,10
1855,citrouille,3.0,10
1856,clac,6.0,4
1857,clair,12.0,5
1858,claire,5.0,6
1859,claires,2.0,7
1860,clairiere,1.0,9
1861,clan,1.0,4
1862,clapotait,1.0,9
1863,clapoter,1.0,8
1864,claquant,1.0,8
1865,claque,7.0,6
1866,claquent,1.0,8
1867,claquer,3.0,7
1868,clara,7.0,5
1869,clarines,3.0,8
1870,clarinette,1.0,10
1871,clarisses,1.0,9
1872,classe,75.0,6
1873,classer,1.0,7
1874,classes,3.0,7
1875,claude,1.0,6
1876,cle,27.0,3
1877,clef,1.0,4
1878,clement,2.0,7
1879,cles,7.0,4
1880,clic,1.0,4
1881,client,3.0,6
1882,cliente,1.0,7
1883,clients,1.0,7
1884,clignotant,1.0,10
1885,clignote,2.0,8
1886,clinique,6.0,8
1887,cliqueter,1.0,9
1888,cliquetis,2.0,9
1889,clochard,1.0,8
1890,cloche,12.0,6
1891,clocher,3.0,7
1892,clochettes,1.0,10
1893,cloison,1.0,7
1894,cloque,1.0,6
1895,closes,1.0,6
1896,cloture,1.0,7
1897,clou,15.0,4
1898,cloue,4.0,5
1899,clous,9.0,5
1900,clown,56.0,5
1901,clowns,4.0,6
1902,club,7.0,4
1903,cm,9.0,2
1904,coca,7.0,4
1905,cocagne,4.0,7
1906,cocarde,1.0,7
1907,coccinelle,16.0,10
1908,coccinelles,3.0,11
1909,coche,23.0,5
1910,cochon,53.0,6
1911,cochons,9.0,7
1912,coco,7.0,4
1913,cocorico,3.0,8
1914,code,5.0,4
1915,coetera,28.0,7
1916,coetere,8.0,7
1917,coeteri,8.0,7
1918,coeteron,4.0,8
1919,coffre,19.0,6
1920,coffres,1.0,7
1921,coffret,2.0,7
1922,cogna,1.0,5
1923,cogne,10.0,5
1924,cogner,3.0,6
1925,coiffe,4.0,6
1926,coiffee,1.0,7
1927,coiffer,3.0,7
1928,coiffera,1.0,8
1929,coiffes,1.0,7
1930,coiffeur,12.0,8
1931,coiffeuse,4.0,9
1932,coiffure,5.0,8
1933,coin,54.0,4
1934,coince,5.0,6
1935,coincee,1.0,7
1936,coins,4.0,5
1937,col,12.0,3
1938,colas,5.0,5
1939,colere,34.0,6
1940,colette,1.0,7
1941,coline,1.0,6
1942,colis,5.0,5
1943,collages,2.0,8
1944,collant,1.0,7
1945,collantes,1.0,9
1946,collants,1.0,8
1947,colle,29.0,5
1948,collection,27.0,10
1949,collectionne,2.0,12
1950,collees,1.0,7
1951,coller,6.0,6
1952,collerait,1.0,9
1953,collerette,2.0,10
1954,collier,9.0,7
1955,colliers,2.0,8
1956,colline,5.0,7
1957,colombe,2.0,7
1958,colonie,4.0,7
1959,colonne,1.0,7
1960,colorant,3.0,8
1961,colorants,2.0,9
1962,coloree,1.0,7
1963,colorer,1.0,7
1964,colores,1.0,7
1965,coloria,1.0,7
1966,colorie,37.0,7
1967,colorient,1.0,9
1968,colorier,3.0,8
1969,cols,1.0,4
1970,combat,3.0,6
1971,combien,26.0,7
1972,combinaison,1.0,11
1973,combinee,1.0,8
1974,comedie,1.0,7
1975,comedien,1.0,8
1976,comedienne,1.0,10
1977,comestible,1.0,10
1978,comestibles,2.0,11
1979,comique,2.0,7
1980,comite,2.0,6
1981,commandant,2.0,10
1982,commande,3.0,8
1983,commandent,1.0,10
1984,commander,1.0,9
1985,commandes,2.0,9
1986,comme,332.0,5
1987,commenca,3.0,8
1988,commencait,4.0,10
1989,commence,30.0,8
1990,commencent,4.0,10
1991,commencer,14.0,9
1992,commencera,2.0,10
1993,commencerent,2.0,12
1994,commencerons,1.0,12
1995,commences,1.0,9
1996,commencez,1.0,9
1997,comment,99.0,7
1998,commercant,1.0,10
1999,commerce,1.0,8
2000,commercial,1.0,10
2001,commission,3.0,10
2002,commissions,1.0,11
2003,commun,8.0,6
2004,communiquer,1.0,11
2005,communs,9.0,7
2006,compagnie,2.0,9
2007,compagnon,7.0,9
2008,compare,6.0,7
2009,compere,27.0,7
2010,complet,5.0,7
2011,complete,48.0,8
2012,completement,7.0,12
2013,completer,1.0,9
2014,complications,1.0,13
2015,compliment,1.0,10
2016,complimente,1.0,11
2017,complique,3.0,9
2018,comporte,3.0,8
2019,compose,1.0,7
2020,composer,1.0,8
2021,compote,13.0,7
2022,comprenant,1.0,10
2023,comprend,20.0,8
2024,comprendras,1.0,11
2025,comprendre,3.0,10
2026,comprends,4.0,9
2027,comprennent,2.0,11
2028,comprimes,2.0,9
2029,comprirent,3.0,10
2030,compris,13.0,7
2031,comprit,4.0,7
2032,comptaient,1.0,10
2033,compte,22.0,6
2034,comptent,1.0,8
2035,compter,11.0,7
2036,compteur,1.0,8
2037,comptez,1.0,7
2038,comptine,10.0,8
2039,comptines,1.0,9
2040,comptoir,2.0,8
2041,comptons,1.0,8
2042,comte,2.0,5
2043,concert,5.0,7
2044,concerts,1.0,8
2045,concorde,1.0,8
2046,concours,11.0,8
2047,concurrent,1.0,10
2048,concurrents,1.0,11
2049,condition,1.0,9
2050,conducteur,2.0,10
2051,conductrice,1.0,11
2052,conduire,9.0,8
2053,conduis,1.0,7
2054,conduisaient,1.0,12
2055,conduisant,1.0,10
2056,conduisent,2.0,10
2057,conduisit,1.0,9
2058,conduit,8.0,7
2059,confetti,1.0,8
2060,confettis,2.0,9
2061,confiance,1.0,9
2062,confie,2.0,6
2063,confient,1.0,8
2064,confier,2.0,7
2065,confisque,1.0,9
2066,confiture,29.0,9
2067,confond,2.0,7
2068,confondre,2.0,9
2069,conforme,1.0,8
2070,confortable,1.0,11
2071,confortablement,1.0,15
2072,confortables,1.0,12
2073,confus,1.0,6
2074,connais,19.0,7
2075,connaissait,1.0,11
2076,connaissance,3.0,12
2077,connaissent,1.0,11
2078,connaissez,3.0,10
2079,connaissons,1.0,11
2080,connait,6.0,7
2081,connaitrai,1.0,10
2082,connaitre,11.0,9
2083,connu,5.0,5
2084,connue,1.0,6
2085,connues,7.0,7
2086,conseil,15.0,7
2087,conseille,5.0,9
2088,conseillers,1.0,11
2089,conseilles,1.0,10
2090,conseils,2.0,8
2091,conservateurs,1.0,13
2092,conserve,6.0,8
2093,conserver,1.0,9
2094,conserves,1.0,9
2095,consistait,1.0,10
2096,consola,1.0,7
2097,console,5.0,7
2098,consoler,1.0,8
2099,consolerai,1.0,10
2100,consommer,1.0,9
2101,consonnes,1.0,9
2102,constata,1.0,8
2103,constater,2.0,9
2104,constitue,1.0,9
2105,construction,1.0,12
2106,construire,12.0,10
2107,construis,3.0,9
2108,construisaient,1.0,14
2109,construisent,6.0,12
2110,construit,9.0,9
2111,construite,2.0,10
2112,construites,1.0,11
2113,construits,1.0,10
2114,contact,1.0,7
2115,conte,14.0,5
2116,contemplant,1.0,11
2117,contemplent,1.0,11
2118,contempler,2.0,10
2119,conteneur,1.0,9
2120,contenir,1.0,8
2121,content,33.0,7
2122,contente,15.0,8
2123,contents,6.0,8
2124,contenu,2.0,7
2125,contes,4.0,6
2126,contestation,1.0,12
2127,contiennent,4.0,11
2128,contient,8.0,8
2129,continua,2.0,8
2130,continuaient,1.0,12
2131,continuait,1.0,10
2132,continue,41.0,8
2133,continuent,2.0,10
2134,continuer,4.0,9
2135,continuerent,4.0,12
2136,continues,1.0,9
2137,continuez,1.0,9
2138,contour,2.0,7
2139,contraire,11.0,9
2140,contraires,6.0,10
2141,contre,55.0,6
2142,contree,1.0,7
2143,contrefaisant,1.0,13
2144,contrevents,2.0,11
2145,contribuera,1.0,11
2146,controler,1.0,9
2147,conviendrait,1.0,12
2148,conviennent,3.0,11
2149,convient,1.0,8
2150,copain,29.0,6
2151,copains,12.0,7
2152,copia,1.0,5
2153,copiant,2.0,7
2154,copie,7.0,5
2155,copier,2.0,6
2156,coq,43.0,3
2157,coqs,2.0,4
2158,coque,6.0,5
2159,coquelicot,11.0,10
2160,coquelicots,9.0,11
2161,coqueluche,1.0,10
2162,coquet,8.0,6
2163,coquette,2.0,8
2164,coquillage,3.0,10
2165,coquillages,5.0,11
2166,coquille,13.0,8
2167,coquilles,1.0,9
2168,coquin,9.0,6
2169,coquine,2.0,7
2170,coquins,2.0,7
2171,corbeau,47.0,7
2172,corbeaux,2.0,8
2173,corbeille,11.0,9
2174,corbillon,4.0,9
2175,corde,19.0,5
2176,cordeau,2.0,7
2177,cordonnier,14.0,10
2178,corinne,7.0,7
2179,corne,6.0,5
2180,cornelius,1.0,9
2181,cornes,7.0,6
2182,cornet,1.0,6
2183,cornette,1.0,8
2184,cornichon,2.0,9
2185,cornichons,3.0,10
2186,corps,19.0,5
2187,correct,1.0,7
2188,correction,4.0,10
2189,correspond,46.0,10
2190,correspondant,1.0,13
2191,correspondants,1.0,14
2192,correspondent,2.0,13
2193,corrige,2.0,7
2194,corriger,1.0,8
2195,corriges,1.0,8
2196,corse,5.0,5
2197,cortege,1.0,7
2198,cortinaire,2.0,10
2199,cosmonaute,2.0,10
2200,costume,24.0,7
2201,costumer,1.0,8
2202,costumes,8.0,8
2203,cote,105.0,4
2204,cotelettes,1.0,10
2205,cotes,7.0,5
2206,coton,9.0,5
2207,cou,33.0,3
2208,coucha,3.0,6
2209,couchage,1.0,8
2210,couche,33.0,6
2211,couchee,2.0,7
2212,couchent,1.0,8
