,word,pron,phono,segm,pseg,gpmatch
185,agent,aZ@,a.Z@,.a.g.en.t,.a.Z.@.#,(a-a.g-Z.en-@.t-#)
186,âgés,AZe,A.Ze,.â.g.é.s,.A.Z.e.#,(â-A.g-Z.é-e.s-#)
187,agi,aZi,a.Zi,.a.g.i,.a.Z.i,(a-a.g-Z.i-i)
188,agile,aZil,a.Zil,.a.g.i.l.e,.a.Z.i.l.#,(a-a.g-Z.i-i.l-l.e-#)
189,agiles,aZil,a.Zil,.a.g.i.l.e.s,.a.Z.i.l.#.#,(a-a.g-Z.i-i.l-l.e-#.s-#)
190,agir,aZiR,a.ZiR,.a.g.i.r,.a.Z.i.R,(a-a.g-Z.i-i.r-R)
191,agit,aZi,a.Zi,.a.g.i.t,.a.Z.i.#,(a-a.g-Z.i-i.t-#)
192,agita,aZita,a.Zi.ta,.a.g.i.t.a,.a.Z.i.t.a,(a-a.g-Z.i-i.t-t.a-a)
193,agitait,aZitE,a.Zi.tE,.a.g.i.t.ai.t,.a.Z.i.t.E.#,(a-a.g-Z.i-i.t-t.ai-E.t-#)
194,agitant,aZit@,a.Zi.t@,.a.g.i.t.an.t,.a.Z.i.t.@.#,(a-a.g-Z.i-i.t-t.an-@.t-#)
195,agitation,aZitasj§,a.Zi.ta.sj§,.a.g.i.t.a.t.i.on,.a.Z.i.t.a.s.j.§,(a-a.g-Z.i-i.t-t.a-a.t-s.i-j.on-§)
196,agite,aZit,a.Zit,.a.g.i.t.e,.a.Z.i.t.#,(a-a.g-Z.i-i.t-t.e-#)
197,agité,aZite,a.Zi.te,.a.g.i.t.é,.a.Z.i.t.e,(a-a.g-Z.i-i.t-t.é-e)
198,agitée,aZite,a.Zi.te,.a.g.i.t.é.e,.a.Z.i.t.e.#,(a-a.g-Z.i-i.t-t.é-e.e-#)
199,agiter,aZite,a.Zi.te,.a.g.i.t.er,.a.Z.i.t.e,(a-a.g-Z.i-i.t-t.er-e)
200,aglaé,aglae,a.gla.e,.a.g.l.a.é,.a.g.l.a.e,(a-a.g-g.l-l.a-a.é-e)
201,agneau,aNO,a.NO,.a.gn.eau,.a.N.O,(a-a.gn-N.eau-O)
202,agrandi,agR@di,a.gR@.di,.a.g.r.an.d.i,.a.g.R.@.d.i,(a-a.g-g.r-R.an-@.d-d.i-i)
203,agrandit,agR@di,a.gR@.di,.a.g.r.an.d.i.t,.a.g.R.@.d.i.#,(a-a.g-g.r-R.an-@.d-d.i-i.t-#)
204,agréable,agReabl*,a.gRe.a.bl*,.a.g.r.é.a.b.l.e,.a.g.R.e.a.b.l.*,(a-a.g-g.r-R.é-e.a-a.b-b.l-l.e-*)
205,agréables,agReabl*,a.gRe.a.bl*,.a.g.r.é.a.b.l.e.s,.a.g.R.e.a.b.l.*.#,(a-a.g-g.r-R.é-e.a-a.b-b.l-l.e-*.s-#)
206,agrippant,agRip@,a.gRi.p@,.a.g.r.i.pp.an.t,.a.g.R.i.p.@.#,(a-a.g-g.r-R.i-i.pp-p.an-@.t-#)
207,ahuri,ayRi,a.y.Ri,.a.h.u.r.i,.a.#.y.R.i,(a-a.h-#.u-y.r-R.i-i)
208,ahuri,ayRi,a.y.Ri,.a.h.u.r.i,.a.#.y.R.i,(a-a.h-#.u-y.r-R.i-i)
209,ahuri,ayRi,a.y.Ri,.a.h.u.r.i,.a.#.y.R.i,(a-a.h-#.u-y.r-R.i-i)
210,ai,e,e,.ai,.e,(ai-e)
211,aida,Eda,E.da,.ai.d.a,.E.d.a,(ai-E.d-d.a-a)
212,aidant,Ed@,E.d@,.ai.d.an.t,.E.d.@.#,(ai-E.d-d.an-@.t-#)
213,aide,Ed,Ed,.ai.d.e,.E.d.#,(ai-E.d-d.e-#)
214,aide,Ed,Ed,.ai.d.e,.E.d.#,(ai-E.d-d.e-#)
215,aider,ede,e.de,.ai.d.er,.e.d.e,(ai-e.d-d.er-e)
216,aidera,EdRa,E.dRa,.ai.d.e.r.a,.E.d.#.R.a,(ai-E.d-d.e-#.r-R.a-a)
217,aiderai,EdRE,E.dRE,.ai.d.e.r.ai,.E.d.#.R.E,(ai-E.d-d.e-#.r-R.ai-E)
218,aiderais,EdRE,E.dRE,.ai.d.e.r.ai.s,.E.d.#.R.E.#,(ai-E.d-d.e-#.r-R.ai-E.s-#)
219,aides,Ed,Ed,.ai.d.e.s,.E.d.#.#,(ai-E.d-d.e-#.s-#)
220,aidés,ede,e.de,.ai.d.é.s,.e.d.e.#,(ai-e.d-d.é-e.s-#)
221,aidez,ede,e.de,.ai.d.ez,.e.d.e,(ai-e.d-d.ez-e)
222,aidiez,Edje,E.dje,.ai.d.i.ez,.E.d.j.e,(ai-E.d-d.i-j.ez-e)
223,aie,E,E,.ai.e,.E.#,(ai-E.e-#)
224,aïeul,aj9l,a.j9l,.a.ï.eu.l,.a.j.9.l,(a-a.ï-j.eu-9.l-l)
225,aigle,Egl*,E.gl*,.ai.g.l.e,.E.g.l.*,(ai-E.g-g.l-l.e-*)
226,aiguës,egy,e.gy,.ai.g.u.ë.s,.e.g.y.#.#,(ai-e.g-g.u-y.ë-#.s-#)
227,aiguille,eg8ij,e.g8ij,.ai.gu.ill.e,.e.g8.ij.#,(ai-e.gu-g8.ill-ij.e-#)
228,aiguilles,eg8ij,e.g8ij,.ai.gu.ill.e.s,.e.g8.ij.#.#,(ai-e.gu-g8.ill-ij.e-#.s-#)
229,aigus,egy,e.gy,.ai.g.u.s,.e.g.y.#,(ai-e.g-g.u-y.s-#)
230,ail,aj,aj,.a.il,.a.j,(a-a.il-j)
231,aile,El,El,.ai.l.e,.E.l.#,(ai-E.l-l.e-#)
232,ailes,El,El,.ai.l.e.s,.E.l.#.#,(ai-E.l-l.e-#.s-#)
233,ailleurs,aj9R,a.j9R,.a.ill.eu.r.s,.a.j.9.R.#,(a-a.ill-j.eu-9.r-R.s-#)
234,aima,Ema,E.ma,.ai.m.a,.E.m.a,(ai-E.m-m.a-a)
235,aimable,Emabl*,E.ma.bl*,.ai.m.a.b.l.e,.E.m.a.b.l.*,(ai-E.m-m.a-a.b-b.l-l.e-*)
236,aimablement,Emabl*m@,E.ma.bl*.m@,.ai.m.a.b.l.e.m.en.t,.E.m.a.b.l.*.m.@.#,(ai-E.m-m.a-a.b-b.l-l.e-*.m-m.en-@.t-#)
237,aimables,Emabl*,E.ma.bl*,.ai.m.a.b.l.e.s,.E.m.a.b.l.*.#,(ai-E.m-m.a-a.b-b.l-l.e-*.s-#)
238,aimaient,EmE,E.mE,.ai.m.ai.e.n.t,.E.m.E.#.#.#,(ai-E.m-m.ai-E.e-#.n-#.t-#)
239,aimais,EmE,E.mE,.ai.m.ai.s,.E.m.E.#,(ai-E.m-m.ai-E.s-#)
240,aimait,EmE,E.mE,.ai.m.ai.t,.E.m.E.#,(ai-E.m-m.ai-E.t-#)
241,aimant,Em@,E.m@,.ai.m.an.t,.E.m.@.#,(ai-E.m-m.an-@.t-#)
242,aimant,em@,e.m@,.ai.m.an.t,.e.m.@.#,(ai-e.m-m.an-@.t-#)
243,aime,Em,Em,.ai.m.e,.E.m.#,(ai-E.m-m.e-#)
244,aimé,eme,e.me,.ai.m.é,.e.m.e,(ai-e.m-m.é-e)
245,aimé,eme,e.me,.ai.m.é,.e.m.e,(ai-e.m-m.é-e)
246,aiment,Em,Em,.ai.m.e.n.t,.E.m.#.#.#,(ai-E.m-m.e-#.n-#.t-#)
247,aimer,eme,e.me,.ai.m.er,.e.m.e,(ai-e.m-m.er-e)
248,aimerai,EmRE,Em.RE,.ai.m.e.r.ai,.E.m.#.R.E,(ai-E.m-m.e-#.r-R.ai-E)
249,aimeraient,EmRE,Em.RE,.ai.m.e.r.ai.e.n.t,.E.m.#.R.E.#.#.#,(ai-E.m-m.e-#.r-R.ai-E.e-#.n-#.t-#)
250,aimerais,EmRE,Em.RE,.ai.m.e.r.ai.s,.E.m.#.R.E.#,(ai-E.m-m.e-#.r-R.ai-E.s-#)
251,aimerait,EmRE,Em.RE,.ai.m.e.r.ai.t,.E.m.#.R.E.#,(ai-E.m-m.e-#.r-R.ai-E.t-#)
252,aimes,Em,Em,.ai.m.e.s,.E.m.#.#,(ai-E.m-m.e-#.s-#)
253,aimez,eme,e.me,.ai.m.ez,.e.m.e,(ai-e.m-m.ez-e)
254,aimons,Em§,E.m§,.ai.m.on.s,.E.m.§.#,(ai-E.m-m.on-§.s-#)
255,aînée,ene,e.ne,.aî.n.é.e,.e.n.e.#,(aî-e.n-n.é-e.e-#)
256,ainsi,5si,5.si,.ain.s.i,.5.s.i,(ain-5.s-s.i-i)
257,air,ER,ER,.ai.r,.E.R,(ai-E.r-R)
258,aire,ER,ER,.ai.r.e,.E.R.#,(ai-E.r-R.e-#)
259,aires,ER,ER,.ai.r.e.s,.E.R.#.#,(ai-E.r-R.e-#.s-#)
260,airs,ER,ER,.ai.r.s,.E.R.#,(ai-E.r-R.s-#)
261,aisément,ezem@,e.ze.m@,.ai.s.é.m.en.t,.e.z.e.m.@.#,(ai-e.s-z.é-e.m-m.en-@.t-#)
262,ait,e,e,.ai.t,.e.#,(ai-e.t-#)
263,aix,Eks,Eks,.ai.x,.E.ks,(ai-E.x-ks)
264,ajaccio,aZaksiO,a.Zak.si.O,.a.j.a.cc.i.o,.a.Z.a.ks.i.O,(a-a.j-Z.a-a.cc-ks.i-i.o-O)
265,ajouta,aZuta,a.Zu.ta,.a.j.ou.t.a,.a.Z.u.t.a,(a-a.j-Z.ou-u.t-t.a-a)
266,ajoutait,aZutE,a.Zu.tE,.a.j.ou.t.ai.t,.a.Z.u.t.E.#,(a-a.j-Z.ou-u.t-t.ai-E.t-#)
267,ajoute,aZut,a.Zut,.a.j.ou.t.e,.a.Z.u.t.#,(a-a.j-Z.ou-u.t-t.e-#)
268,ajouté,aZute,a.Zu.te,.a.j.ou.t.é,.a.Z.u.t.e,(a-a.j-Z.ou-u.t-t.é-e)
269,ajouter,aZute,a.Zu.te,.a.j.ou.t.er,.a.Z.u.t.e,(a-a.j-Z.ou-u.t-t.er-e)
270,ajoutes,aZut,a.Zut,.a.j.ou.t.e.s,.a.Z.u.t.#.#,(a-a.j-Z.ou-u.t-t.e-#.s-#)
271,ajoutez,aZute,a.Zu.te,.a.j.ou.t.ez,.a.Z.u.t.e,(a-a.j-Z.ou-u.t-t.ez-e)
272,alain,al5,a.l5,.a.l.ain,.a.l.5,(a-a.l-l.ain-5)
273,alarme,alaRm*,a.laR.m*,.a.l.a.r.m.e,.a.l.a.R.m.*,(a-a.l-l.a-a.r-R.m-m.e-*)
274,alaska,alaska,a.las.ka,.a.l.a.s.k.a,.a.l.a.s.k.a,(a-a.l-l.a-a.s-s.k-k.a-a)
275,albert,albER,al.bER,.a.l.b.e.r.t,.a.l.b.E.R.#,(a-a.l-l.b-b.e-E.r-R.t-#)
276,album,albom,al.bom,.a.l.b.um,.a.l.b.om,(a-a.l-l.b-b.um-om)
277,albums,albom,al.bom,.a.l.b.um.s,.a.l.b.om.#,(a-a.l-l.b-b.um-om.s-#)
278,alcool,alkol,al.kol,.a.l.c.oo.l,.a.l.k.o.l,(a-a.l-l.c-k.oo-o.l-l)
279,alerté,alERte,a.lER.te,.a.l.e.r.t.é,.a.l.E.R.t.e,(a-a.l-l.e-E.r-R.t-t.é-e)
280,alexandre,alEks@dR*,a.lEk.s@.dR*,.a.l.e.x.an.d.r.e,.a.l.E.ks.@.d.R.*,(a-a.l-l.e-E.x-ks.an-@.d-d.r-R.e-*)
281,alexis,alEksi,a.lEk.si,.a.l.e.x.i.s,.a.l.E.ks.i.#,(a-a.l-l.e-E.x-ks.i-i.s-#)
282,algue,alg*,al.g*,.a.l.gu.e,.a.l.g.*,(a-a.l-l.gu-g.e-*)
283,algues,alg*,al.g*,.a.l.gu.e.s,.a.l.g.*.#,(a-a.l-l.gu-g.e-*.s-#)
284,ali,ali,a.li,.a.l.i,.a.l.i,(a-a.l-l.i-i)
285,alice,alis,a.lis,.a.l.i.c.e,.a.l.i.s.#,(a-a.l-l.i-i.c-s.e-#)
286,alignaient,aliNE,a.li.NE,.a.l.i.gn.ai.e.n.t,.a.l.i.N.E.#.#.#,(a-a.l-l.i-i.gn-N.ai-E.e-#.n-#.t-#)
287,aligne,aliN,a.liN,.a.l.i.gn.e,.a.l.i.N.#,(a-a.l-l.i-i.gn-N.e-#)
288,alignées,aliNe,a.li.Ne,.a.l.i.gn.é.e.s,.a.l.i.N.e.#.#,(a-a.l-l.i-i.gn-N.é-e.e-#.s-#)
289,aligner,aliNe,a.li.Ne,.a.l.i.gn.er,.a.l.i.N.e,(a-a.l-l.i-i.gn-N.er-e)
290,alignés,aliNe,a.li.Ne,.a.l.i.gn.é.s,.a.l.i.N.e.#,(a-a.l-l.i-i.gn-N.é-e.s-#)
291,alignez,aliNe,a.li.Ne,.a.l.i.gn.ez,.a.l.i.N.e,(a-a.l-l.i-i.gn-N.ez-e)
292,aliment,alim@,a.li.m@,.a.l.i.m.en.t,.a.l.i.m.@.#,(a-a.l-l.i-i.m-m.en-@.t-#)
293,alimentaire,alim@tER,a.li.m@.tER,.a.l.i.m.en.t.ai.r.e,.a.l.i.m.@.t.E.R.#,(a-a.l-l.i-i.m-m.en-@.t-t.ai-E.r-R.e-#)
294,alimentaires,alim@tER,a.li.m@.tER,.a.l.i.m.en.t.ai.r.e.s,.a.l.i.m.@.t.E.R.#.#,(a-a.l-l.i-i.m-m.en-@.t-t.ai-E.r-R.e-#.s-#)
295,aliments,alim@,a.li.m@,.a.l.i.m.en.t.s,.a.l.i.m.@.#.#,(a-a.l-l.i-i.m-m.en-@.t-#.s-#)
296,alla,ala,a.la,.a.ll.a,.a.l.a,(a-a.ll-l.a-a)
297,allai,alE,a.lE,.a.ll.ai,.a.l.E,(a-a.ll-l.ai-E)
298,allaient,alE,a.lE,.a.ll.ai.e.n.t,.a.l.E.#.#.#,(a-a.ll-l.ai-E.e-#.n-#.t-#)
299,allais,alE,a.lE,.a.ll.ai.s,.a.l.E.#,(a-a.ll-l.ai-E.s-#)
300,allait,alE,a.lE,.a.ll.ai.t,.a.l.E.#,(a-a.ll-l.ai-E.t-#)
301,allaite,alEt,a.lEt,.a.ll.ai.t.e,.a.l.E.t.#,(a-a.ll-l.ai-E.t-t.e-#)
302,allaiter,alete,a.le.te,.a.ll.ai.t.er,.a.l.e.t.e,(a-a.ll-l.ai-e.t-t.er-e)
303,allant,al@,a.l@,.a.ll.an.t,.a.l.@.#,(a-a.ll-l.an-@.t-#)
304,allé,ale,a.le,.a.ll.é,.a.l.e,(a-a.ll-l.é-e)
305,alléché,aleSe,a.le.Se,.a.ll.é.ch.é,.a.l.e.S.e,(a-a.ll-l.é-e.ch-S.é-e)
306,allée,ale,a.le,.a.ll.é.e,.a.l.e.#,(a-a.ll-l.é-e.e-#)
307,allée,ale,a.le,.a.ll.é.e,.a.l.e.#,(a-a.ll-l.é-e.e-#)
308,allées,ale,a.le,.a.ll.é.e.s,.a.l.e.#.#,(a-a.ll-l.é-e.e-#.s-#)
309,allées,ale,a.le,.a.ll.é.e.s,.a.l.e.#.#,(a-a.ll-l.é-e.e-#.s-#)
310,allemagne,almaN,al.maN,.a.ll.e.m.a.gn.e,.a.l.#.m.a.N.#,(a-a.ll-l.e-#.m-m.a-a.gn-N.e-#)
311,aller,ale,a.le,.a.ll.er,.a.l.e,(a-a.ll-l.er-e)
312,aller,ale,a.le,.a.ll.er,.a.l.e,(a-a.ll-l.er-e)
313,allèrent,alER,a.lER,.a.ll.è.r.e.n.t,.a.l.E.R.#.#.#,(a-a.ll-l.è-E.r-R.e-#.n-#.t-#)
314,allergie,alERZi,a.lER.Zi,.a.ll.e.r.g.i.e,.a.l.E.R.Z.i.#,(a-a.ll-l.e-E.r-R.g-Z.i-i.e-#)
315,allergies,alERZi,a.lER.Zi,.a.ll.e.r.g.i.e.s,.a.l.E.R.Z.i.#.#,(a-a.ll-l.e-E.r-R.g-Z.i-i.e-#.s-#)
316,allés,ale,a.le,.a.ll.é.s,.a.l.e.#,(a-a.ll-l.é-e.s-#)
317,allez,ale,a.le,.a.ll.ez,.a.l.e,(a-a.ll-l.ez-e)
318,alliez,alje,a.lje,.a.ll.i.ez,.a.l.j.e,(a-a.ll-l.i-j.ez-e)
319,alligator,aligatoR,a.li.ga.toR,.a.ll.i.g.a.t.o.r,.a.l.i.g.a.t.o.R,(a-a.ll-l.i-i.g-g.a-a.t-t.o-o.r-R)
320,allions,alj§,a.lj§,.a.ll.i.on.s,.a.l.j.§.#,(a-a.ll-l.i-j.on-§.s-#)
321,allonge,al§Z,a.l§Z,.a.ll.on.g.e,.a.l.§.Z.#,(a-a.ll-l.on-§.g-Z.e-#)
322,allongé,al§Ze,a.l§.Ze,.a.ll.on.g.é,.a.l.§.Z.e,(a-a.ll-l.on-§.g-Z.é-e)
323,allongée,al§Ze,a.l§.Ze,.a.ll.on.g.é.e,.a.l.§.Z.e.#,(a-a.ll-l.on-§.g-Z.é-e.e-#)
324,allongent,al§Z,a.l§Z,.a.ll.on.g.e.n.t,.a.l.§.Z.#.#.#,(a-a.ll-l.on-§.g-Z.e-#.n-#.t-#)
325,allonger,al§Ze,a.l§.Ze,.a.ll.on.g.er,.a.l.§.Z.e,(a-a.ll-l.on-§.g-Z.er-e)
326,allons,al§,a.l§,.a.ll.on.s,.a.l.§.#,(a-a.ll-l.on-§.s-#)
327,alluma,alyma,a.ly.ma,.a.ll.u.m.a,.a.l.y.m.a,(a-a.ll-l.u-y.m-m.a-a)
328,allumai,alymE,a.ly.mE,.a.ll.u.m.ai,.a.l.y.m.E,(a-a.ll-l.u-y.m-m.ai-E)
329,allumaient,alymE,a.ly.mE,.a.ll.u.m.ai.e.n.t,.a.l.y.m.E.#.#.#,(a-a.ll-l.u-y.m-m.ai-E.e-#.n-#.t-#)
330,allumant,alym@,a.ly.m@,.a.ll.u.m.an.t,.a.l.y.m.@.#,(a-a.ll-l.u-y.m-m.an-@.t-#)
331,allume,alym,a.lym,.a.ll.u.m.e,.a.l.y.m.#,(a-a.ll-l.u-y.m-m.e-#)
332,allumé,alyme,a.ly.me,.a.ll.u.m.é,.a.l.y.m.e,(a-a.ll-l.u-y.m-m.é-e)
333,allumé,alyme,a.ly.me,.a.ll.u.m.é,.a.l.y.m.e,(a-a.ll-l.u-y.m-m.é-e)
334,allumée,alyme,a.ly.me,.a.ll.u.m.é.e,.a.l.y.m.e.#,(a-a.ll-l.u-y.m-m.é-e.e-#)
335,allumée,alyme,a.ly.me,.a.ll.u.m.é.e,.a.l.y.m.e.#,(a-a.ll-l.u-y.m-m.é-e.e-#)
336,allumer,alyme,a.ly.me,.a.ll.u.m.er,.a.l.y.m.e,(a-a.ll-l.u-y.m-m.er-e)
337,allumés,alyme,a.ly.me,.a.ll.u.m.é.s,.a.l.y.m.e.#,(a-a.ll-l.u-y.m-m.é-e.s-#)
338,allumette,alymEt,a.ly.mEt,.a.ll.u.m.e.tt.e,.a.l.y.m.E.t.#,(a-a.ll-l.u-y.m-m.e-E.tt-t.e-#)
339,allumettes,alymEt,a.ly.mEt,.a.ll.u.m.e.tt.e.s,.a.l.y.m.E.t.#.#,(a-a.ll-l.u-y.m-m.e-E.tt-t.e-#.s-#)
340,allumez,alyme,a.ly.me,.a.ll.u.m.ez,.a.l.y.m.e,(a-a.ll-l.u-y.m-m.ez-e)
341,allure,alyR,a.lyR,.a.ll.u.r.e,.a.l.y.R.#,(a-a.ll-l.u-y.r-R.e-#)
342,almanach,almana,al.ma.na,.a.l.m.a.n.a.c.h,.a.l.m.a.n.a.#.#,(a-a.l-l.m-m.a-a.n-n.a-a.c-#.h-#)
343,alors,aloR,a.loR,.a.l.o.r.s,.a.l.o.R.#,(a-a.l-l.o-o.r-R.s-#)
344,alouette,alwEt,a.lwEt,.a.l.ou.e.tt.e,.a.l.w.E.t.#,(a-a.l-l.ou-w.e-E.tt-t.e-#)
345,alpes,alp*,al.p*,.a.l.p.e.s,.a.l.p.*.#,(a-a.l-l.p-p.e-*.s-#)
346,alpha,alfa,al.fa,.a.l.ph.a,.a.l.f.a,(a-a.l-l.ph-f.a-a)
347,alphabet,alfabE,al.fa.bE,.a.l.ph.a.b.e.t,.a.l.f.a.b.E.#,(a-a.l-l.ph-f.a-a.b-b.e-E.t-#)
348,alpinistes,alpinist*,al.pi.nis.t*,.a.l.p.i.n.i.s.t.e.s,.a.l.p.i.n.i.s.t.*.#,(a-a.l-l.p-p.i-i.n-n.i-i.s-s.t-t.e-*.s-#)
349,alsace,alzas,al.zas,.a.l.s.a.c.e,.a.l.z.a.s.#,(a-a.l-l.s-z.a-a.c-s.e-#)
350,alsace,alzas,al.zas,.a.l.s.a.c.e,.a.l.z.a.s.#,(a-a.l-l.s-z.a-a.c-s.e-#)
351,aluminium,alyminjom,a.ly.mi.njom,.a.l.u.m.i.n.i.u.m,.a.l.y.m.i.n.j.o.m,(a-a.l-l.u-y.m-m.i-i.n-n.i-j.u-o.m-m)
352,amadou,amadu,a.ma.du,.a.m.a.d.ou,.a.m.a.d.u,(a-a.m-m.a-a.d-d.ou-u)
353,amaigri,amegRi,a.me.gRi,.a.m.ai.g.r.i,.a.m.e.g.R.i,(a-a.m-m.ai-e.g-g.r-R.i-i)
354,amande,am@d,a.m@d,.a.m.an.d.e,.a.m.@.d.#,(a-a.m-m.an-@.d-d.e-#)
355,amandes,am@d,a.m@d,.a.m.an.d.e.s,.a.m.@.d.#.#,(a-a.m-m.an-@.d-d.e-#.s-#)
356,amanite,amanit,a.ma.nit,.a.m.a.n.i.t.e,.a.m.a.n.i.t.#,(a-a.m-m.a-a.n-n.i-i.t-t.e-#)
357,amanites,amanit,a.ma.nit,.a.m.a.n.i.t.e.s,.a.m.a.n.i.t.#.#,(a-a.m-m.a-a.n-n.i-i.t-t.e-#.s-#)
358,amassent,amAs,a.mAs,.a.m.a.ss.e.n.t,.a.m.A.s.#.#.#,(a-a.m-m.a-A.ss-s.e-#.n-#.t-#)
359,ambition,@bisj§,@.bi.sj§,.am.b.i.t.i.on,.@.b.i.s.j.§,(am-@.b-b.i-i.t-s.i-j.on-§)
360,ambroise,@bRwaz,@.bRwaz,.am.b.r.oi.s.e,.@.b.R.wa.z.#,(am-@.b-b.r-R.oi-wa.s-z.e-#)
361,ambulance,@byl@s,@.by.l@s,.am.b.u.l.an.c.e,.@.b.y.l.@.s.#,(am-@.b-b.u-y.l-l.an-@.c-s.e-#)
362,ambulances,@byl@s,@.by.l@s,.am.b.u.l.an.c.e.s,.@.b.y.l.@.s.#.#,(am-@.b-b.u-y.l-l.an-@.c-s.e-#.s-#)
363,amédée,amede,a.me.de,.a.m.é.d.é.e,.a.m.e.d.e.#,(a-a.m-m.é-e.d-d.é-e.e-#)
364,amélioration,ameljoRasj§,a.me.ljo.Ra.sj§,.a.m.é.l.i.o.r.a.t.i.on,.a.m.e.l.j.o.R.a.s.j.§,(a-a.m-m.é-e.l-l.i-j.o-o.r-R.a-a.t-s.i-j.on-§)
365,amende,am@d,a.m@d,.a.m.en.d.e,.a.m.@.d.#,(a-a.m-m.en-@.d-d.e-#)
366,amène,amEn,a.mEn,.a.m.è.n.e,.a.m.E.n.#,(a-a.m-m.è-E.n-n.e-#)
367,amène,amEn,a.mEn,.a.m.è.n.e,.a.m.E.n.#,(a-a.m-m.è-E.n-n.e-#)
368,amener,amne,am.ne,.a.m.e.n.er,.a.m.#.n.e,(a-a.m-m.e-#.n-n.er-e)
369,amenez,amne,am.ne,.a.m.e.n.ez,.a.m.#.n.e,(a-a.m-m.e-#.n-n.ez-e)
370,américain,ameRik5,a.me.Ri.k5,.a.m.é.r.i.c.ain,.a.m.e.R.i.k.5,(a-a.m-m.é-e.r-R.i-i.c-k.ain-5)
371,amérique,ameRik,a.me.Rik,.a.m.é.r.i.qu.e,.a.m.e.R.i.k.#,(a-a.m-m.é-e.r-R.i-i.qu-k.e-#)
372,ami,ami,a.mi,.a.m.i,.a.m.i,(a-a.m-m.i-i)
373,ami,ami,a.mi,.a.m.i,.a.m.i,(a-a.m-m.i-i)
374,amie,ami,a.mi,.a.m.i.e,.a.m.i.#,(a-a.m-m.i-i.e-#)
375,amiens,amj5,a.mj5,.a.m.i.en.s,.a.m.j.5.#,(a-a.m-m.i-j.en-5.s-#)
376,amies,ami,a.mi,.a.m.i.e.s,.a.m.i.#.#,(a-a.m-m.i-i.e-#.s-#)
377,amiral,amiRal,a.mi.Ral,.a.m.i.r.a.l,.a.m.i.R.a.l,(a-a.m-m.i-i.r-R.a-a.l-l)
378,amis,ami,a.mi,.a.m.i.s,.a.m.i.#,(a-a.m-m.i-i.s-#)
379,amis,ami,a.mi,.a.m.i.s,.a.m.i.#,(a-a.m-m.i-i.s-#)
380,amitié,amitje,a.mi.tje,.a.m.i.t.i.é,.a.m.i.t.j.e,(a-a.m-m.i-i.t-t.i-j.é-e)
381,amour,amuR,a.muR,.a.m.ou.r,.a.m.u.R,(a-a.m-m.ou-u.r-R)
382,amoureux,amuR2,a.mu.R2,.a.m.ou.r.eu.x,.a.m.u.R.2.#,(a-a.m-m.ou-u.r-R.eu-2.x-#)
383,amours,amuR,a.muR,.a.m.ou.r.s,.a.m.u.R.#,(a-a.m-m.ou-u.r-R.s-#)
384,ampoule,@pul,@.pul,.am.p.ou.l.e,.@.p.u.l.#,(am-@.p-p.ou-u.l-l.e-#)
385,ampoules,@pul,@.pul,.am.p.ou.l.e.s,.@.p.u.l.#.#,(am-@.p-p.ou-u.l-l.e-#.s-#)
386,amusant,amyz@,a.my.z@,.a.m.u.s.an.t,.a.m.y.z.@.#,(a-a.m-m.u-y.s-z.an-@.t-#)
387,amusant,amyz@,a.my.z@,.a.m.u.s.an.t,.a.m.y.z.@.#,(a-a.m-m.u-y.s-z.an-@.t-#)
388,amusante,amyz@t,a.my.z@t,.a.m.u.s.an.t.e,.a.m.y.z.@.t.#,(a-a.m-m.u-y.s-z.an-@.t-t.e-#)
389,amusants,amyz@,a.my.z@,.a.m.u.s.an.t.s,.a.m.y.z.@.#.#,(a-a.m-m.u-y.s-z.an-@.t-#.s-#)
390,amuse,amyz,a.myz,.a.m.u.s.e,.a.m.y.z.#,(a-a.m-m.u-y.s-z.e-#)
391,amusement,amyzm@,a.myz.m@,.a.m.u.s.e.m.en.t,.a.m.y.z.#.m.@.#,(a-a.m-m.u-y.s-z.e-#.m-m.en-@.t-#)
392,amusent,amyz,a.myz,.a.m.u.s.e.n.t,.a.m.y.z.#.#.#,(a-a.m-m.u-y.s-z.e-#.n-#.t-#)
393,amuser,amyze,a.my.ze,.a.m.u.s.er,.a.m.y.z.e,(a-a.m-m.u-y.s-z.er-e)
394,amuserais,amyzRE,a.myz.RE,.a.m.u.s.e.r.ai.s,.a.m.y.z.#.R.E.#,(a-a.m-m.u-y.s-z.e-#.r-R.ai-E.s-#)
395,an,@,@,.an,.@,(an-@)
396,ananas,anana,a.na.na,.a.n.a.n.a.s,.a.n.a.n.a.#,(a-a.n-n.a-a.n-n.a-a.s-#)
397,anchois,@Swa,@.Swa,.an.ch.oi.s,.@.S.wa.#,(an-@.ch-S.oi-wa.s-#)
398,ancien,@sj5,@.sj5,.an.c.i.en,.@.s.j.5,(an-@.c-s.i-j.en-5)
399,ancien,@sj5,@.sj5,.an.c.i.en,.@.s.j.5,(an-@.c-s.i-j.en-5)
400,ancienne,@sjEn,@.sjEn,.an.c.i.enn.e,.@.s.j.En.#,(an-@.c-s.i-j.enn-En.e-#)
401,anciennes,@sjEn,@.sjEn,.an.c.i.enn.e.s,.@.s.j.En.#.#,(an-@.c-s.i-j.enn-En.e-#.s-#)
402,anciennes,@sjEn,@.sjEn,.an.c.i.enn.e.s,.@.s.j.En.#.#,(an-@.c-s.i-j.enn-En.e-#.s-#)
