,word,orthosyll,syll,freq,pron,len,phlen
460,adultat,a-dul-tat,a-dyl-ta,0.14,adylta,7,6
461,adulte,a-dul-te,a-dylt,27.64,adylt,6,5
462,adultère,a-dul-tè-re,a-dyl-tER,3.65,adyltER,8,7
464,advenir,ad-ve-nir,ad-v°-niR,9.39,adv°niR,7,7
465,adverbe,ad-ver-be,ad-vERb,0.61,advERb,7,6
466,adversaire,ad-ver-sai-re,ad-vER-sER,25.14,advERsER,10,8
467,adverse,ad-ver-se,ad-vERs,4.32,advERs,7,6
468,adversité,ad-ver-si-té,ad-vER-si-te,2.16,advERsite,9,9
469,adénome,a-dé-no-me,a-de-nom,0.07,adenom,7,6
470,adéquat,a-dé-quat,a-de-kwa,4.8,adekwa,7,6
471,adéquation,a-dé-qua-tion,a-de-kwa-sj§,0.34,adekwasj§,10,9
472,affabilité,af-fa-bi-li-té,a-fa-bi-li-te,1.28,afabilite,10,9
473,affable,af-fa-ble,a-fabl,3.78,afabl,7,5
476,affabuler,af-fa-bu-ler,a-fa-by-le,0.27,afabyle,9,7
477,affadir,af-fa-dir,a-fa-diR,1.35,afadiR,7,6
479,affaibli,af-fai-bli,a-fE-bli,2.57,afEbli,8,6
480,affaiblir,af-fai-blir,a-fe-bliR,7.84,afebliR,9,7
481,affaire,af-fai-re,a-fER,253.38,afER,7,4
483,affairer,af-fai-rer,a-fE-Re,13.38,afERe,8,5
484,affairisme,af-fai-ris-me,a-fE-Rizm,0.07,afERizm,10,7
485,affairiste,af-fai-ris-te,a-fe-Rist,0.14,afeRist,10,7
486,affairé,af-fai-ré,a-fe-Re,2.64,afeRe,7,5
488,affaisser,af-fais-ser,a-fe-se,11.22,afese,9,5
489,affalement,af-fa-le-ment,a-fa-l°-m@,0.14,afal°m@,10,7
490,affaler,af-fa-ler,a-fa-le,14.05,afale,7,5
491,affamer,af-fa-mer,a-fa-me,3.72,afame,7,5
492,affamé,af-fa-mé,a-fa-me,6.08,afame,6,5
494,affecter,af-fec-ter,a-fEk-te,25.34,afEkte,8,6
495,affectif,af-fec-tif,a-fEk-tif,2.91,afEktif,8,7
496,affection,af-fec-tion,a-fEk-sj§,31.22,afEksj§,9,7
501,affectueux,af-fec-tueux,a-fEk-t82,14.59,afEkt82,10,7
502,affecté,af-fec-té,a-fEk-te,2.84,afEkte,7,6
503,affermir,af-fer-mir,a-fER-miR,5.61,afERmiR,8,7
504,affichage,af-fi-cha-ge,a-fi-SaZ,1.49,afiSaZ,9,6
505,affichant,af-fi-chant,a-fi-S@,0.07,afiS@,9,5
506,affiche,af-fi-che,a-fiS,19.86,afiS,7,4
507,afficher,af-fi-cher,a-fi-Se,19.26,afiSe,8,5
508,affichette,af-fi-chet-te,a-fi-SEt,1.35,afiSEt,10,6
509,afficheur,af-fi-cheur,a-fi-S9R,0.27,afiS9R,9,6
510,affichiste,af-fi-chis-te,a-fi-Sist,0.2,afiSist,10,7
511,affidé,af-fi-dé,a-fi-de,0.27,afide,6,5
513,affilier,af-fi-lier,a-fi-lje,0.74,afilje,8,6
514,affilié,af-fi-lié,a-fi-lje,0.41,afilje,7,6
515,affilé,af-fi-lé,a-fi-le,4.19,afile,6,5
516,affinage,af-fi-na-ge,a-fi-naZ,0.07,afinaZ,8,6
517,affinement,af-fi-ne-ment,a-fi-n°-m@,0.2,afin°m@,10,7
518,affiner,af-fi-ner,a-fi-ne,3.38,afine,7,5
519,affinité,af-fi-ni-té,a-fi-ni-te,4.46,afinite,8,7
520,affiné,af-fi-né,a-fi-ne,0.27,afine,6,5
521,affirmatif,af-fir-ma-tif,a-fiR-ma-tif,1.89,afiRmatif,10,9
524,affirmer,af-fir-mer,a-fiR-me,63.51,afiRme,8,6
525,affixé,af-fixé,a-fik-se,0.07,afikse,6,6
526,affleurant,af-fleu-rant,a-fl9-R@,0.14,afl9R@,10,6
528,affleurer,af-fleu-rer,a-fl9-Re,6.01,afl9Re,9,6
529,affliction,af-flic-tion,a-flik-sj§,2.77,afliksj§,10,8
530,affligeant,af-fli-geant,a-fli-Z@,1.62,afliZ@,10,6
531,affliger,af-fli-ger,a-fli-Ze,5.95,afliZe,8,6
532,affligé,af-fli-gé,a-fli-Ze,1.49,afliZe,7,6
533,affluence,af-fluen-ce,a-fly-@s,2.64,afly@s,9,6
534,affluent,af-fluent,a-fly-@,0.95,afly@,8,5
535,affluer,af-fluer,a-fly-e,7.5,aflye,7,5
536,afflux,af-flux,a-fly,2.3,afly,6,4
537,affolant,af-fo-lant,a-fo-l@,2.57,afol@,8,5
538,affolement,af-fo-le-ment,a-fO-l°-m@,5.34,afOl°m@,10,7
539,affoler,af-fo-ler,a-fo-le,20.54,afole,7,5
540,affolé,af-fo-lé,a-fo-le,11.49,afole,6,5
541,affouage,af-foua-ge,a-fwaZ,0.14,afwaZ,8,5
543,affranchi,af-fran-chi,a-fR@-Si,1.82,afR@Si,9,6
544,affranchir,af-fran-chir,a-fR@-SiR,11.42,afR@SiR,10,7
546,affreux,af-freux,a-fR2,39.46,afR2,7,4
547,affriander,af-frian-der,a-fRi-j@-de,0.27,afRij@de,10,8
548,affriolant,af-frio-lant,a-fRi-jo-l@,0.2,afRijol@,10,8
549,affrioler,af-frio-ler,a-fRi-jo-le,0.27,afRijole,9,8
550,affront,af-front,a-fR§,3.85,afR§,7,4
552,affronter,af-fron-ter,a-fR§-te,22.43,afR§te,9,6
553,affréter,af-fré-ter,a-fRe-te,0.47,afRete,8,6
554,affréteur,af-fré-teur,a-fRe-t9R,0.07,afRet9R,9,7
556,affubler,af-fu-bler,a-fy-ble,6.55,afyble,8,6
557,affublé,af-fu-blé,a-fy-ble,0.47,afyble,7,6
558,affurer,af-fu-rer,a-fy-Re,1.49,afyRe,7,5
559,afféterie,af-fé-te-rie,a-fe-t°-Ri,0.41,afet°Ri,9,7
560,affût,af-fût,a-fy,11.35,afy,5,3
561,affûtage,af-fû-ta-ge,a-fy-taZ,0.14,afytaZ,8,6
562,affûter,af-fû-ter,a-fy-te,3.65,afyte,7,5
563,affûteur,af-fû-teur,a-fy-t9R,0.07,afyt9R,8,6
564,afghan,af-ghan,af-g@,0.68,afg@,6,4
565,aficionado,a-fi-cio-na-do,a-fi-sjo-na-do,0.68,afisjonado,10,10
566,afin,a-fin,a-f5,0.95,af5,4,3
567,africain,a-fri-cain,a-fRi-k5,4.05,afRik5,8,6
568,afro,a-fro,a-fRo,0.27,afRo,4,4
569,aga,a-ga,a-ga,6.01,aga,3,3
570,agace,a-ga-ce,a-gas,0.41,agas,5,4
571,agacement,a-ga-ce-ment,a-ga-s°-m@,7.57,agas°m@,9,7
572,agacer,a-ga-cer,a-ga-se,30.68,agase,6,5
573,agacerie,a-ga-ce-rie,a-ga-s°-Ri,0.54,agas°Ri,8,7
574,agaceur,a-ga-ceur,a-ga-s9R,0.07,agas9R,7,6
575,agami,a-ga-mi,a-ga-mi,0.07,agami,5,5
576,agape,a-ga-pe,a-gap,0.68,agap,5,4
577,agate,a-ga-te,a-gat,1.22,agat,5,4
578,agave,a-ga-ve,a-gav,0.47,agav,5,4
579,agaçant,a-ga-çant,a-ga-s@,4.19,agas@,7,5
580,age,a-ge,aZ,0.47,aZ,3,2
581,agence,a-gen-ce,a-Z@s,17.77,aZ@s,6,4
582,agencement,a-gen-ce-ment,a-Z@-s°-m@,1.89,aZ@s°m@,10,7
583,agencer,a-gen-cer,a-Z@-se,2.91,aZ@se,7,5
584,agenda,a-gen-da,a-Z5-da,6.08,aZ5da,6,5
586,agenouillé,a-ge-nouil-lé,a-Z°-nu-je,2.36,aZ°nuje,10,7
587,agent,a-gent,a-Z@,39.26,aZ@,5,3
589,agglo,ag-glo,a-glo,0.07,aglo,5,4
590,agglomérat,ag-glo-mé-rat,a-glo-me-Ra,0.47,aglomeRa,10,8
592,agglomérer,ag-glo-mé-rer,a-glo-me-Re,1.62,aglomeRe,10,8
593,aggloméré,ag-glo-mé-ré,a-glo-me-Re,0.47,aglomeRe,9,8
597,agglutiner,ag-glu-ti-ner,a-gly-ti-ne,6.55,aglytine,10,8
600,aggraver,ag-gra-ver,a-gRa-ve,10.54,agRave,8,6
601,aggravée,ag-gra-vée,a-gRa-ve,0.07,agRave,8,6
602,agile,a-gi-le,a-Zil,5.0,aZil,5,4
603,agilité,a-gi-li-té,a-Zi-li-te,3.38,aZilite,7,7
604,agioteur,a-gio-teur,a-Zjo-t9R,0.07,aZjot9R,8,7
605,agir,a-gir,a-ZiR,219.73,aZiR,4,4
606,agissant,a-gis-sant,a-Zi-s@,0.68,aZis@,8,5
607,agissement,a-gis-se-ment,a-Zi-s°-m@,1.08,aZis°m@,10,7
608,agitant,a-gi-tant,a-Zi-t@,0.14,aZit@,7,5
609,agitateur,a-gi-ta-teur,a-Zi-ta-t9R,1.89,aZitat9R,9,8
610,agitation,a-gi-ta-tion,a-Zi-ta-sj§,21.35,aZitasj§,9,8
611,agitato,a-gi-ta-to,a-Zi-ta-to,0.07,aZitato,7,7
612,agiter,a-gi-ter,a-Zi-te,89.19,aZite,6,5
613,agité,a-gi-té,a-Zi-te,9.86,aZite,5,5
614,aglagla,a-gla-gla,a-gla-gla,0.07,aglagla,7,7
615,agnat,ag-nat,a-Na,0.07,aNa,5,3
616,agneau,a-gneau,a-No,8.78,aNo,6,3
617,agnelage,a-gne-la-ge,a-N2-laZ,0.07,aN2laZ,8,6
618,agnelet,a-gne-let,a-N2-lE,0.07,aN2lE,7,5
619,agneline,a-gne-li-ne,a-N2-lin,0.07,aN2lin,8,6
620,agnostique,ag-nos-ti-que,ag-nos-tik,0.47,agnostik,10,8
621,agonie,a-go-nie,a-go-ni,14.59,agoni,6,5
622,agonique,a-go-ni-que,a-go-nik,0.14,agonik,8,6
623,agonir,a-go-nir,a-go-niR,0.95,agoniR,6,6
624,agonisant,a-go-ni-sant,a-go-ni-z@,3.38,agoniz@,9,7
625,agoniser,a-go-ni-ser,a-go-ni-ze,5.34,agonize,8,7
626,agoniste,a-go-nis-te,a-go-nist,0.07,agonist,8,7
627,agora,a-go-ra,a-go-Ra,0.68,agoRa,5,5
628,agoraphobe,a-go-ra-pho-be,a-go-Ra-fOb,0.07,agoRafOb,10,8
630,agouti,a-gou-ti,a-gu-ti,0.41,aguti,6,5
631,agoyate,a-goya-te,a-go-jat,0.41,agojat,7,6
632,agrafe,a-gra-fe,a-gRaf,2.43,agRaf,6,5
633,agrafer,a-gra-fer,a-gRa-fe,2.36,agRafe,7,6
634,agrafeuse,a-gra-feu-se,a-gRa-f2z,0.14,agRaf2z,9,7
635,agrainage,a-grai-na-ge,a-gRE-naZ,0.07,agREnaZ,9,7
636,agraire,a-grai-re,a-gRER,0.54,agRER,7,5
637,agrandir,a-gran-dir,a-gR@-diR,16.15,agR@diR,8,7
639,agrarien,a-gra-rien,a-gRa-Rj5,0.14,agRaRj5,8,7
640,agresser,a-gres-ser,a-gRe-se,2.97,agRese,8,6
641,agresseur,a-gres-seur,a-gRE-s9R,3.78,agREs9R,9,7
642,agressif,a-gres-sif,a-gRE-sif,15.88,agREsif,8,7
643,agression,a-gres-sion,a-gRE-sj§,6.15,agREsj§,9,7
646,agreste,a-gres-te,a-gREst,0.81,agREst,7,6
647,agricole,a-gri-co-le,a-gRi-kOl,7.36,agRikOl,8,7
650,agrippant,a-grip-pant,a-gRi-p@,0.14,agRip@,9,6
652,agripper,a-grip-per,a-gRi-pe,17.57,agRipe,8,6
653,agro,a-gro,a-gRo,0.2,agRo,4,4
654,agronome,a-gro-no-me,a-gRo-nom,0.34,agRonom,8,7
655,agronomie,a-gro-no-mie,a-gRo-no-mi,0.07,agRonomi,9,8
657,agrume,a-gru-me,a-gRym,0.54,agRym,6,5
658,agrès,a-grès,a-gRE,1.01,agRE,5,4
659,agréable,a-gréa-ble,a-gRe-abl,36.01,agReabl,8,7
661,agréer,a-gréer,a-gRe-e,5.07,agRee,6,5
662,agrégat,a-gré-gat,a-gRe-ga,0.61,agRega,7,6
663,agrégatif,a-gré-ga-tif,a-gRe-ga-tif,0.47,agRegatif,9,9
664,agrégation,a-gré-ga-tion,a-gRe-ga-sj§,2.97,agRegasj§,10,9
665,agrégative,a-gré-ga-ti-ve,a-gRe-ga-tiv,0.07,agRegativ,10,9
666,agréger,a-gré-ger,a-gRe-Ze,0.81,agReZe,7,6
667,agrégé,a-gré-gé,a-gRe-Ze,1.15,agReZe,6,6
668,agrément,a-gré-ment,a-gRe-m@,7.16,agRem@,8,6
669,agrémenter,a-gré-men-ter,a-gRe-m@-te,5.68,agRem@te,10,8
670,agrémenté,a-gré-men-té,a-gRe-m@-te,0.14,agRem@te,9,8
671,agréé,a-gréé,a-gRe-e,0.68,agRee,5,5
672,aguerri,a-guer-ri,a-gE-Ri,1.01,agERi,7,5
673,aguerrir,a-guer-rir,a-ge-RiR,0.81,ageRiR,8,6
674,aguichant,a-gui-chant,a-gi-S@,0.54,agiS@,9,5
675,aguicher,a-gui-cher,a-gi-Se,0.88,agiSe,8,5
676,aguicheur,a-gui-cheur,a-gi-S9R,0.47,agiS9R,9,6
677,ah,ah,a,297.16,a,2,1
678,ahan,a-han,a-@,0.54,a@,4,2
679,ahanant,a-ha-nant,a-a-n@,0.41,aan@,7,4
680,ahanement,a-ha-ne-ment,a-a-n°-m@,0.34,aan°m@,9,6
681,ahaner,a-ha-ner,a-a-ne,2.16,aane,6,4
682,ahi,a-hi,a-i,0.27,ai,3,2
683,ahuri,a-hu-ri,a-y-Ri,7.7,ayRi,5,4
684,ahurir,a-hu-rir,a-y-RiR,3.38,ayRiR,6,5
685,ahurissant,a-hu-ris-sant,a-y-Ri-s@,2.16,ayRis@,10,6
687,aide,ai-de,Ed,55.54,Ed,4,2
688,aider,ai-der,e-de,158.65,ede,5,3
689,aigle,ai-gle,Egl,11.35,Egl,5,3
690,aiglefin,ai-gle-fin,E-gl°-f5,0.07,Egl°f5,8,6
691,aiglon,ai-glon,E-gl§,0.95,Egl§,6,4
692,aigre,ai-gre,EgR,10.47,EgR,5,3
693,aigrelet,ai-gre-let,E-gR°-lE,3.58,EgR°lE,8,6
694,aigrement,ai-gre-ment,E-gR°-m@,1.42,EgR°m@,9,6
695,aigrette,ai-gret-te,E-gREt,2.64,EgREt,8,5
696,aigreur,ai-greur,E-gR9R,4.32,EgR9R,7,5
697,aigri,ai-gri,e-gRi,1.08,egRi,5,4
698,aigrir,ai-grir,e-gRiR,2.09,egRiR,6,5
699,aigu,ai-gu,e-gy,32.09,egy,4,3
700,aiguade,ai-gua-de,E-gad,0.14,Egad,7,4
701,aiguail,ai-guail,E-gaj,0.27,Egaj,7,4
702,aiguillage,ai-guil-la-ge,e-g8i-jaZ,2.16,eg8ijaZ,10,7
703,aiguille,ai-guil-le,e-g8ij,34.19,eg8ij,8,5
704,aiguiller,ai-guil-ler,e-g8i-je,3.24,eg8ije,9,6
705,aiguilleur,ai-guil-leur,e-g8i-j9R,0.41,eg8ij9R,10,7
706,aiguillon,ai-guil-lon,e-g8i-j§,2.5,eg8ij§,9,6
708,aiguillée,ai-guil-lée,e-g8i-je,0.27,eg8ije,9,6
709,aiguiser,ai-gui-ser,e-gi-ze,7.36,egize,8,5
710,aiguisoir,ai-gui-soir,e-gi-zwaR,0.07,egizwaR,9,7
711,aiguisé,ai-gui-sé,e-gi-ze,1.69,egize,7,5
712,aiguière,ai-guiè-re,E-gjER,0.27,EgjER,8,5
713,ail,ail,aj,7.97,aj,3,2
714,aile,ai-le,El,60.47,El,4,2
715,aileron,ai-le-ron,E-l°-R§,1.49,El°R§,7,5
716,ailette,ai-let-te,E-lEt,0.54,ElEt,7,4
717,ailier,ai-lier,e-lje,1.35,elje,6,4
718,ailleurs,ail-leurs,a-j9R,346.35,aj9R,8,4
719,ailé,ai-lé,e-le,3.04,ele,4,3
720,aimable,ai-ma-ble,E-mabl,29.26,Emabl,7,5
722,aimant,ai-mant,E-m@,2.97,Em@,6,3
724,aimanter,ai-man-ter,E-m@-te,2.3,Em@te,8,5
725,aimer,ai-mer,e-me,795.61,eme,5,3
726,aimé,ai-mé,e-me,12.77,eme,4,3
727,aine,ai-ne,En,2.77,En,4,2
728,ainsi,ain-si,5-si,469.46,5si,5,3
729,air,air,ER,690.81,ER,3,2
730,airain,ai-rain,E-R5,1.69,ER5,6,3
731,aire,ai-re,ER,5.14,ER,4,2
732,airelle,ai-rel-le,E-REl,0.41,EREl,7,4
733,ais,ais,e,0.47,e,3,1
734,aisance,ai-san-ce,E-z@s,15.41,Ez@s,7,4
735,aise,ai-se,Ez,52.64,Ez,4,2
736,aisselle,ais-sel-le,E-sEl,8.99,EsEl,8,4
737,aisé,ai-sé,e-ze,7.77,eze,4,3
738,aisément,ai-sé-ment,e-ze-m@,11.69,ezem@,8,5
739,aixois,aixois,Ek-swa,0.14,Ekswa,6,5
740,ajaccienne,a-jac-cien-ne,a-Zak-sjEn,0.07,aZaksjEn,10,8
741,ajointer,a-join-ter,a-Zw5-te,0.2,aZw5te,8,6
742,ajonc,a-jonc,a-Z§,1.69,aZ§,5,3
744,ajourner,a-jour-ner,a-ZuR-ne,0.88,aZuRne,8,6
745,ajourné,a-jour-né,a-ZuR-ne,0.07,aZuRne,7,6
746,ajouré,a-jou-ré,a-Zu-Re,2.7,aZuRe,6,5
747,ajout,a-jout,a-Zu,0.47,aZu,5,3
748,ajoute,a-jou-te,a-Zut,0.27,aZut,6,4
749,ajouter,a-jou-ter,a-Zu-te,224.66,aZute,7,5
750,ajouté,a-jou-té,a-Zu-te,0.74,aZute,6,5
751,ajustable,a-jus-ta-ble,a-Zys-tabl,0.07,aZystabl,9,8
752,ajustage,a-jus-ta-ge,a-Zys-taZ,0.14,aZystaZ,8,7
753,ajustement,a-jus-te-ment,a-Zys-t°-m@,0.88,aZyst°m@,10,8
754,ajuster,a-jus-ter,a-Zys-te,10.41,aZyste,7,6
755,ajusteur,a-jus-teur,a-Zys-t9R,0.61,aZyst9R,8,7
756,ajusté,a-jus-té,a-Zys-te,3.24,aZyste,6,6
757,akvavit,ak-va-vit,ak-va-vit,0.2,akvavit,7,7
758,alacrité,a-la-cri-té,a-la-kRi-te,0.61,alakRite,8,8
759,alaise,a-lai-se,a-lEz,0.07,alEz,6,4
760,alambic,a-lam-bic,a-l@-bik,1.22,al@bik,7,6
761,alangui,a-lan-gui,a-l@-gi,2.3,al@gi,7,5
762,alanguir,a-lan-guir,a-l@-giR,1.89,al@giR,8,6
763,alarmant,a-lar-mant,a-laR-m@,2.84,alaRm@,8,6
764,alarme,a-lar-me,a-laRm,7.84,alaRm,6,5
765,alarmer,a-lar-mer,a-laR-me,6.28,alaRme,7,6
766,alarmisme,a-lar-mis-me,a-laR-mizm,0.07,alaRmizm,9,8
767,alarmiste,a-lar-mis-te,a-laR-mist,0.27,alaRmist,9,8
768,alba,al-ba,al-ba,0.2,alba,4,4
769,albanais,al-ba-nais,al-ba-nE,1.28,albanE,8,6
770,albatros,al-ba-tros,al-ba-tRos,1.15,albatRos,8,8
771,albertine,al-ber-ti-ne,al-bER-tin,0.07,albERtin,9,8
772,albigeois,al-bi-geois,al-bi-Zwa,0.14,albiZwa,9,7
773,albinos,al-bi-nos,al-bi-nos,0.74,albinos,7,7
774,alboche,al-bo-che,al-bOS,0.07,albOS,7,5
775,albugo,al-bu-go,al-by-go,0.07,albygo,6,6
776,album,al-bum,al-bOm,18.38,albOm,5,5
777,albumine,al-bu-mi-ne,al-by-min,0.14,albymin,8,7
778,albâtre,al-bâ-tre,al-batR,3.11,albatR,7,6
779,albène,al-bè-ne,al-bEn,0.07,albEn,6,5
780,alcade,al-ca-de,al-kad,0.2,alkad,6,5
781,alcali,al-ca-li,al-ka-li,0.27,alkali,6,6
782,alcalin,al-ca-lin,al-ka-l5,0.14,alkal5,7,6
783,alcatraz,al-ca-traz,al-ka-tRaz,0.2,alkatRaz,8,8
784,alcazar,al-ca-zar,al-ka-zaR,1.69,alkazaR,7,7
785,alchimie,al-chi-mie,al-Si-mi,1.96,alSimi,8,6
786,alchimique,al-chi-mi-que,al-Si-mik,1.15,alSimik,10,7
787,alchimiste,al-chi-mis-te,al-Si-mist,2.84,alSimist,10,8
788,alcool,al-cool,al-kOl,42.84,alkOl,6,5
789,alcoolique,al-coo-li-que,al-ko-lik,2.16,alkolik,10,7
790,alcoolisme,al-coo-lis-me,al-ko-lizm,0.95,alkolizm,10,8
791,alcoolisé,al-coo-li-sé,al-ko-li-ze,1.55,alkolize,9,8
792,alcoolo,al-coo-lo,al-ko-lo,0.88,alkolo,7,6
793,alcoolémie,al-coo-lé-mie,al-ko-le-mi,0.2,alkolemi,10,8
794,alcoomètre,al-coo-mè-tre,al-ko-mEtR,0.07,alkomEtR,10,8
795,alcootest,al-coo-test,al-ko-tEst,0.2,alkotEst,9,8
796,alcoran,al-co-ran,al-ko-R@,0.07,alkoR@,7,6
797,alcyon,al-cyon,al-sj§,0.74,alsj§,6,5
798,alcôve,al-cô-ve,al-kov,4.59,alkov,6,5
799,aldéhyde,al-dé-hy-de,al-de-id,0.07,aldeid,8,6
800,ale,a-le,al,0.14,al,3,2
801,alentour,a-len-tour,a-l@-tuR,8.92,al@tuR,8,6
803,aleph,a-le-ph,a-lEf,0.41,alEf,5,4
804,alerte,a-ler-te,a-lERt,6.89,alERt,6,5
805,alertement,a-ler-te-ment,a-lER-t°-m@,0.27,alERt°m@,10,8
806,alerter,a-ler-ter,a-lER-te,12.91,alERte,7,6
807,alerté,a-ler-té,a-lER-te,2.64,alERte,6,6
808,alevin,a-le-vin,a-l°-v5,0.68,al°v5,6,5
809,alexandra,a-lexan-dra,a-lEk-s@-dRa,0.47,alEks@dRa,9,9
810,alexandrin,a-lexan-drin,a-lEk-s@-dR5,1.89,alEks@dR5,10,9
811,alezan,a-le-zan,a-l°-z@,2.36,al°z@,6,5
812,alfa,al-fa,al-fa,1.01,alfa,4,4
813,algarade,al-ga-ra-de,al-ga-Rad,1.96,algaRad,8,7
814,algonquin,al-gon-quin,al-g§-k5,0.54,alg§k5,9,6
816,algue,al-gue,alg,12.03,alg,5,3
817,algèbre,al-gè-bre,al-ZEbR,2.03,alZEbR,7,6
818,algébrique,al-gé-bri-que,al-Ze-bRik,0.54,alZebRik,10,8
819,algébriste,al-gé-bris-te,al-Ze-bRist,0.14,alZebRist,10,9
820,algérien,al-gé-rien,al-Ze-Rj5,7.43,alZeRj5,8,7
821,algérois,al-gé-rois,al-Ze-Rwa,0.74,alZeRwa,8,7
822,alias,a-lias,a-ljas,3.85,aljas,5,5
823,alibi,a-li-bi,a-li-bi,6.82,alibi,5,5
824,alidade,a-li-da-de,a-li-dad,0.07,alidad,7,6
825,alignement,a-li-gne-ment,a-li-N°-m@,5.14,aliN°m@,10,7
826,aligner,a-li-gner,a-li-Ne,26.69,aliNe,7,5
827,aligné,a-li-gné,a-li-Ne,5.81,aliNe,6,5
828,aligoté,a-li-go-té,a-li-go-te,0.2,aligote,7,7
829,aliment,a-li-ment,a-li-m@,6.62,alim@,7,5
832,alimenter,a-li-men-ter,a-li-m@-te,8.92,alim@te,9,7
833,alinéa,a-li-néa,a-li-ne-a,0.68,alinea,6,6
834,alisier,a-li-sier,a-li-zje,0.07,alizje,7,6
835,aliter,a-li-ter,a-li-te,1.49,alite,6,5
836,alizé,a-li-zé,a-li-ze,0.68,alize,5,5
837,aliénant,a-lié-nant,a-lje-n@,1.22,aljen@,8,6
838,aliénation,a-lié-na-tion,a-lje-na-sj§,1.49,aljenasj§,10,9
839,aliéner,a-lié-ner,a-lje-ne,2.23,aljene,7,6
840,aliéné,a-lié-né,a-lje-ne,0.61,aljene,6,6
841,allaitant,al-lai-tant,a-lE-t@,0.14,alEt@,9,5
843,allaiter,al-lai-ter,a-le-te,1.55,alete,8,5
844,allant,al-lant,a-l@,4.19,al@,6,3
845,allegretto,al-le-gret-to,a-lE-gRE-to,0.27,alEgREto,10,8
846,allegro,al-le-gro,a-lE-gRo,0.47,alEgRo,7,6
847,allemand,al-le-mand,a-l°-m@,91.55,al°m@,8,5
848,aller,al-ler,a-le,8.78,ale,5,3
849,allergie,al-ler-gie,a-lER-Zi,0.61,alERZi,8,6
850,allergique,al-ler-gi-que,a-lER-Zik,0.74,alERZik,10,7
851,alliacé,al-lia-cé,a-lja-se,0.14,aljase,7,6
852,alliage,al-lia-ge,a-ljaZ,1.01,aljaZ,7,5
853,alliance,al-lian-ce,a-lj@s,24.73,alj@s,8,5
854,allier,al-lier,a-lje,7.97,alje,6,4
855,alligator,al-li-ga-tor,a-li-ga-tOR,0.47,aligatOR,9,8
856,allié,al-lié,a-lje,55.34,alje,5,4
857,allo,al-lo,a-lo,2.16,alo,4,3
858,allocation,al-lo-ca-tion,a-lo-ka-sj§,1.55,alokasj§,10,8
860,allocution,al-lo-cu-tion,a-lo-ky-sj§,4.12,alokysj§,10,8
861,allonge,al-lon-ge,a-l§Z,0.54,al§Z,7,4
863,allonger,al-lon-ger,a-l§-Ze,89.66,al§Ze,8,5
864,allongé,al-lon-gé,a-l§-Ze,12.57,al§Ze,7,5
865,allouer,al-louer,a-lwe,2.09,alwe,7,4
866,allumage,al-lu-ma-ge,a-ly-maZ,1.35,alymaZ,8,6
867,allumer,al-lu-mer,a-ly-me,116.28,alyme,7,5
868,allumette,al-lu-met-te,a-ly-mEt,20.88,alymEt,9,6
869,allumeur,al-lu-meur,a-ly-m9R,1.15,alym9R,8,6
870,allumoir,al-lu-moir,a-ly-mwaR,0.07,alymwaR,8,7
871,allumé,al-lu-mé,a-ly-me,14.59,alyme,6,5
872,allure,al-lu-re,a-lyR,65.88,alyR,6,4
873,alluré,al-lu-ré,a-ly-Re,0.07,alyRe,6,5
874,allusif,al-lu-sif,a-ly-zif,1.22,alyzif,7,6
875,allusion,al-lu-sion,a-ly-zj§,31.15,alyzj§,8,6
877,alluvion,al-lu-vion,a-ly-vj§,0.95,alyvj§,8,6
878,allègement,al-lè-ge-ment,a-lE-Z°-m@,0.2,alEZ°m@,10,7
879,allègre,al-lè-gre,a-lEgR,4.93,alEgR,7,5
881,alléchant,al-lé-chant,a-le-S@,2.09,aleS@,9,5
882,allécher,al-lé-cher,a-le-Se,2.09,aleSe,8,5
883,allée,al-lée,a-le,62.36,ale,5,3
884,allégation,al-lé-ga-tion,a-le-ga-sj§,0.54,alegasj§,10,8
885,allégeance,al-lé-gean-ce,a-le-Z@s,1.42,aleZ@s,10,6
886,allégement,al-lé-ge-ment,a-lE-Z°-m@,0.54,alEZ°m@,10,7
887,alléger,al-lé-ger,a-le-Ze,6.89,aleZe,7,5
888,allégorie,al-lé-go-rie,a-le-go-Ri,2.16,alegoRi,9,7
891,allégresse,al-lé-gres-se,a-le-gREs,11.89,alegREs,10,7
892,alléguer,al-lé-guer,a-le-ge,2.97,alege,8,5
893,alléluia,al-lé-luia,a-le-lu-ja,0.41,aleluja,8,7
894,allô,al-lô,a-lo,14.32,alo,4,3
895,alma,al-ma,al-ma,0.14,alma,4,4
896,almanach,al-ma-na-ch,al-ma-nak,1.89,almanak,8,7
897,almohade,al-mo-ha-de,al-mo-ad,0.14,almoad,8,6
898,almée,al-mée,al-me,0.27,alme,5,4
899,aloi,a-loi,a-lwa,1.89,alwa,4,4
900,alopécie,a-lo-pé-cie,a-lo-pe-si,0.07,alopesi,8,7
901,alors,a-lors,a-lOR,1033.78,alOR,5,4
902,alose,a-lo-se,a-loz,0.47,aloz,5,4
903,alouette,a-louet-te,a-lwEt,4.32,alwEt,8,5
904,alourdir,a-lour-dir,a-luR-diR,15.34,aluRdiR,8,7
905,aloyau,a-loyau,a-lwa-jo,0.27,alwajo,6,6
906,aloès,a-loès,a-lo-Es,1.15,aloEs,5,5
907,alpaga,al-pa-ga,al-pa-ga,1.28,alpaga,6,6
