,"word","pron","freq","len"
827,"accoucheur","akuS9R",71,10
828,"accoucheurs","akuS9R",24,11
829,"accoucheuse","akuS2z",33,11
830,"accoucheuses","akuS2z",31,12
831,"accouda","akuda",12,7
832,"accoudai","akudE",1,8
833,"accoudaient","akudE",1,11
834,"accoudais","akudE",1,9
835,"accoudait","akudE",2,9
836,"accoudant","akud@",7,9
837,"accoude","akud",12,7
838,"accoudé","akude",79,7
839,"accoudée","akude",31,8
840,"accoudées","akude",4,9
841,"accoudent","akud",3,9
842,"accoudèrent","akudER",1,11
843,"accoudés","akude",35,8
844,"accoudions","akudjA",0,10
845,"accoudoir","akudwaR",112,9
846,"accoudoirs","akudwaR",123,10
847,"accoudons","akudA",0,9
848,"accoupla","akupla",3,8
849,"accouplaient","akuplE",5,12
850,"accouplais","akuplE",0,10
851,"accouplait","akuplE",2,10
852,"accouplant","akupl@",15,10
853,"accouple","akupl",42,8
854,"accouplé","akuple",49,8
855,"accouplée","akuple",24,9
856,"accouplées","akuple",28,10
857,"accouplent","akupl",63,10
858,"accoupler","akuple",122,9
859,"accouplèrent","akuplER",2,12
860,"accouplés","akuple",43,9
861,"accouraient","akuRE",43,11
862,"accourais","akuRE",3,9
863,"accourait","akuRE",34,9
864,"accourant","akuR@",29,9
865,"accourcie","akuRsi",1,9
866,"accourcit","akuRsi",1,9
867,"accoure","akuR",18,7
868,"accourent","akuR",94,9
869,"accourez","akuRe",33,8
870,"accourir","akuRiR",84,8
871,"accourons","akuRA",6,9
872,"accourra","akuRa",4,8
873,"accourrai","akuRE",4,9
874,"accourraient","akuRE",3,12
875,"accourrait","akuRE",2,10
876,"accourrez","akuRe",4,9
877,"accourront","akuRA",10,10
878,"accours","akuR",34,7
879,"accourt","akuR",118,7
880,"accouru","akuRy",68,7
881,"accourue","akuRy",27,8
882,"accourues","akuRy",12,9
883,"accoururent","akuRyR",56,11
884,"accourus","akuRy",68,8
885,"accourussent","akuRys",1,12
886,"accourut","akuRy",96,8
887,"accourût","akuRy",2,8
888,"accoutre","akutR",1,8
889,"accoutré","akutRe",10,8
890,"accoutrée","akutRe",4,9
891,"accoutrent","akutR",0,10
892,"accoutrer","akutRe",3,9
893,"accoutrés","akutRe",6,9
894,"accoutume","akutym",48,9
895,"accoutument","akutym",15,11
896,"accouvée","akuve",0,8
897,"accrédite","akRedit",119,9
898,"accréditent","akRedit",35,11
899,"accrêté","akRete",0,7
900,"accrétion","akResjA",89,9
901,"accrétions","akResjA",3,10
902,"accroc","akRO",270,6
903,"accrocha","akROSa",87,8
904,"accrochage","akROSaZ",587,10
905,"accrochages","akROSaZ",194,11
906,"accrochai","akROSE",7,9
907,"accrochaient","akROSE",44,12
908,"accrochais","akROSE",12,10
909,"accrochait","akROSE",88,10
910,"accrochant","akROS@",167,10
911,"accrochât","akROSa",1,9
912,"accroche","akROS",1233,8
913,"accroché","akROSe",924,8
914,"accrochée","akROSe",400,9
915,"accrochées","akROSe",254,10
916,"accrochement","akROSm@",2,12
917,"accrochent","akROS",353,10
918,"accrocher","akROSe",1163,9
919,"accrochera","akROSRa",31,10
920,"accrocherai","akROSRE",7,11
921,"accrocheraient","akROSRE",2,14
922,"accrocherais","akROSRE",2,12
923,"accrocherait","akROSRE",8,12
924,"accrochèrent","akROSER",13,12
925,"accrocherons","akROSRA",3,12
926,"accrocheront","akROSRA",14,12
927,"accroches","akROS",70,9
928,"accrochés","akROSe",439,9
929,"accrocheur","akROS9R",152,10
930,"accrocheurs","akROS9R",73,11
931,"accrocheuse","akROS2z",50,11
932,"accrocheuses","akROS2z",38,12
933,"accrochez","akROSe",205,9
934,"accrochions","akROSjA",2,11
935,"accrochons","akROkA",19,10
936,"accrocs","akRO",181,7
937,"accroire","akRwaR",113,8
938,"accrois","akRwa",9,7
939,"accroissaient","akRwasE",21,13
940,"accroissait","akRwasE",68,11
941,"accroissant","akRwas@",334,11
942,"accroisse","akRwas",91,9
943,"accroissement","akRwasm@",5164,13
944,"accroissements","akRwasm@",138,14
945,"accroissent","akRwas",536,11
946,"accroît","akRwa",2017,7
947,"accroîtra","akRwatRa",207,9
948,"accroîtraient","akRwatRE",23,13
949,"accroîtrait","akRwatRE",86,11
950,"accroître","akRwatR",7795,9
951,"accroîtront","akRwatRA",75,11
952,"accroupi","akRupi",170,8
953,"accroupie","akRupi",89,9
954,"accroupies","akRupi",16,10
955,"accroupirent","akRupiR",2,12
956,"accroupis","akRupi",81,9
957,"accroupisse","akRupis",1,11
958,"accroupissent","akRupis",9,13
959,"accroupit","akRupi",48,9
960,"accru","akRy",2717,5
961,"accrue","akRy",5008,6
962,"accrues","akRy",1006,7
963,"accrurent","akRyR",25,9
964,"accrus","akRy",805,6
965,"accrut","akRy",91,6
966,"accrût","akRy",9,6
967,"accueil","ak9j",167381,7
968,"accueillaient","ak9jE",130,13
969,"accueillais","ak9jE",7,11
970,"accueillait","ak9jE",512,11
971,"accueillant","ak9j@",1710,11
972,"accueillante","ak9j@t",509,12
973,"accueillantes","ak9j@t",156,13
974,"accueillants","ak9j@",305,12
975,"accueille","ak9j",6551,9
976,"accueillent","ak9j",1844,11
977,"accueillera","ak9jRa",1478,11
978,"accueillerai","ak9jRE",24,12
979,"accueillerait","ak9jRE",65,13
980,"accueilleras","ak9jRa",4,12
981,"accueillerez","ak9jRe",12,12
982,"accueillerons","ak9jRA",119,13
983,"accueilleront","ak9jRA",500,13
984,"accueilles","ak9j",13,10
985,"accueillez","ak9je",89,10
986,"accueilli","ak9ji",4146,9
987,"accueillie","ak9ji",1091,10
988,"accueillies","ak9ji",504,11
989,"accueillions","ak9jjA",8,12
990,"accueillir","ak9jiR",8422,10
991,"accueillirent","ak9jiR",78,13
992,"accueillis","ak9ji",1799,10
993,"accueillit","ak9ji",274,10
994,"accueillît","ak9ji",3,10
995,"accueillons","ak9jA",480,11
996,"accueils","ak9j",296,8
997,"accula","akyla",4,6
998,"acculaient","akylE",2,10
999,"acculais","akylE",0,8
1000,"acculait","akylE",3,8
1001,"acculant","akyl@",11,8
1002,"acculât","akyla",0,7
1003,"accule","akyl",31,6
1004,"acculé","akyle",132,6
1005,"acculée","akyle",38,7
1006,"acculées","akyle",19,8
1007,"acculent","akyl",15,8
1008,"acculer","akyle",52,7
1009,"acculeraient","akylRE",0,12
1010,"acculèrent","akylER",2,10
1011,"acculés","akyle",80,7
1012,"acculture","akyltyR",2,9
1013,"acculturent","akyltyR",1,11
1014,"accumule","akymyl",671,8
1015,"accumulent","akymyl",761,10
1016,"accus","aky",162,5
1017,"accusa","akyza",110,6
1018,"accusai","akyzE",5,7
1019,"accusaient","akyzE",142,10
1020,"accusais","akyzE",13,8
1021,"accusait","akyzE",337,8
1022,"accusant","akyz@",577,8
1023,"accusât","akyza",7,7
1024,"accuse","akyz",2381,6
1025,"accusé","akyze",4051,6
1026,"accusée","akyze",673,7
1027,"accusées","akyze",289,8
1028,"accusent","akyz",769,8
1029,"accuser","akyze",1024,7
1030,"accusera","akyzRa",73,8
1031,"accuseraient","akyzRE",11,12
1032,"accuserais","akyzRE",4,10
1033,"accuserait","akyzRE",28,10
1034,"accusèrent","akyzER",37,10
1035,"accuseront","akyzRA",28,10
1036,"accuses","akyz",87,7
1037,"accusés","akyze",1463,7
1038,"accusez","akyze",87,7
1039,"accusiez","akyzje",7,8
1040,"accusions","akyzjA",4,9
1041,"accusons","akyzA",75,8
1042,"ace","as",843,3
1043,"acéphale","asefal",17,8
1044,"acéphales","asefal",8,9
1045,"acerbe","asERb",139,6
1046,"acerbes","asERb",120,7
1047,"acéré","aseRe",71,5
1048,"acérée","aseRe",66,6
1049,"acérées","aseRe",114,7
1050,"acérés","aseRe",67,6
1051,"acétate","asetat",316,7
1052,"acétates","asetat",118,8
1053,"acétique","asetik",162,8
1054,"acétone","asetOn",139,7
1055,"acharna","aSaRna",19,7
1056,"acharnai","aSaRnE",1,8
1057,"acharnaient","aSaRnE",22,11
1058,"acharnais","aSaRnE",5,9
1059,"acharnait","aSaRnE",45,9
1060,"acharnant","aSaRn@",35,9
1061,"acharne","aSaRn",287,7
1062,"acharné","aSaRne",593,7
1063,"acharnée","aSaRne",488,8
1064,"acharnées","aSaRne",87,9
1065,"acharnent","aSaRn",138,9
1066,"acharner","aSaRne",161,8
1067,"acharnèrent","aSaRnER",9,11
1068,"acharnes","aSaRn",15,8
1069,"acharnés","aSaRne",323,8
1070,"acharnez","aSaRne",20,8
1071,"acharnons","aSaRnA",6,9
1072,"achat","aSa",27619,5
1073,"achats","aSa",9188,6
1074,"ache","aS",140,4
1075,"achéen","aSe5",4,6
1076,"achéenne","aSeEn",8,8
1077,"achéennes","aSeEn",1,9
1078,"achéens","aSe5",23,7
1079,"achemina","aSmina",22,8
1080,"acheminai","aSminE",5,9
1081,"acheminaient","aSminE",16,12
1082,"acheminait","aSminE",46,10
1083,"acheminâmes","aSminam",3,11
1084,"acheminant","aSmin@",67,10
1085,"achemine","aSmin",408,8
1086,"acheminé","aSmine",422,8
1087,"acheminée","aSmine",275,9
1088,"acheminées","aSmine",363,10
1089,"acheminement","aSminm@",1451,12
1090,"acheminements","aSminm@",47,13
1091,"acheminent","aSmin",128,10
1092,"acheminer","aSmine",1051,9
1093,"acheminerait","aSminRE",12,12
1094,"acheminèrent","aSminER",6,12
1095,"achemineront","aSminRA",14,12
1096,"acheminés","aSmine",498,9
1097,"acheminons","aSminA",39,10
1098,"achéron","aSeRA",32,7
1099,"aches","aS",9,5
1100,"acheta","aSta",276,6
1101,"achetable","aStabl",15,9
1102,"achetables","aStabl",16,10
1103,"achetai","aStE",31,7
1104,"achetaient","aStE",133,10
1105,"achetais","aStE",57,8
1106,"achetait","aStE",210,8
1107,"achetâmes","aStam",5,9
1108,"achetant","aSt@",1290,8
1109,"achetassent","aStas",1,11
1110,"achetât","aSta",5,7
1111,"acheté","aSte",4521,6
1112,"achète","aSEt",2789,6
1113,"achetée","aSte",787,7
1114,"achetées","aSte",657,8
1115,"achètent","aSEt",1204,8
1116,"acheter","aSte",16312,7
1117,"achètera","aSEtRa",176,8
1118,"achèterai","aSEtRE",49,9
1119,"achèteraient","aSEtRE",38,12
1120,"achèterais","aSEtRE",60,10
1121,"achèterait","aSEtRE",61,10
1122,"achèteras","aSEtRa",13,9
1123,"achetèrent","aStER",49,10
1124,"achèterez","aSEtRe",47,9
1125,"achèterons","aSEtRA",27,10
1126,"achèteront","aSEtRA",92,10
1127,"achetés","aSte",1409,7
1128,"achètes","aSEt",107,7
1129,"acheteur","aSt9R",2314,8
1130,"acheteurs","aSt9R",2601,9
1131,"acheteuse","aSt2z",58,9
1132,"acheteuses","aSt2z",37,10
1133,"achetez","aSte",3658,7
1134,"achetiez","aSOtje",49,8
1135,"achetions","aSOtjA",19,9
1136,"achetons","aStA",220,8
1137,"acheva","aSva",279,6
1138,"achevai","aSvE",9,7
1139,"achevaient","aSvE",52,10
1140,"achevais","aSvE",10,8
1141,"achevait","aSvE",210,8
1142,"achevâmes","aSvam",3,9
1143,"achevant","aSv@",198,8
1144,"achevât","aSva",8,7
1145,"achevé","aSve",2493,6
1146,"achève","aSEv",2002,6
1147,"achevée","aSve",2007,7
1148,"achevées","aSve",430,8
1149,"achèvement","aSEvm@",1908,10
1150,"achèvements","aSEvm@",11,11
1151,"achèvent","aSEv",315,8
1152,"achever","aSve",1977,7
1153,"achèvera","aSEvRa",419,8
1154,"achèverai","aSEvRE",19,9
1155,"achèveraient","aSEvRE",6,12
1156,"achèverait","aSEvRE",28,10
1157,"achevèrent","aSvER",55,10
1158,"achèverons","aSEvRA",9,10
1159,"achèveront","aSEvRA",89,10
1160,"achevés","aSve",624,7
1161,"achevez","aSve",74,7
1162,"achevions","aSOvjA",6,9
1163,"achevons","aSvA",45,8
1164,"achille","aSil",1080,7
1165,"achillée","aSile",26,8
1166,"achoppa","aSOpa",1,7
1167,"achoppai","aSOpE",0,8
1168,"achoppaient","aSOpE",4,11
1169,"achoppais","aSOpE",0,9
1170,"achoppait","aSOpE",3,9
1171,"achoppant","aSOp@",3,9
1172,"achoppe","aSOp",38,7
1173,"achoppé","aSOpe",33,7
1174,"achoppée","aSOpe",0,8
1175,"achoppement","aSOpm@",189,11
1176,"achromiques","akROmik",3,11
1177,"achronique","akROnik",3,10
1178,"acide","asid",3477,5
1179,"acides","asid",2587,6
1180,"acidose","asidOz",120,7
1181,"acier","asje",6716,5
1182,"aciérie","asjeRi",89,7
1183,"aciéries","asjeRi",142,8
1184,"aciers","asje",601,6
1185,"acinus","asinys",7,6
1186,"acmé","akme",26,4
1187,"acné","akne",239,4
1188,"acnéique","akneik",14,8
1189,"acnéiques","akneik",11,9
1190,"acnés","akne",9,5
1191,"aco","akO",215,3
1192,"acolyte","akOlit",112,7
1193,"acolytes","akOlit",272,8
1194,"acomat","akOma",5,6
1195,"acompte","akAt",683,7
1196,"acomptes","akAt",348,8
1197,"acon","akA",14,4
1198,"aconiers","akOnje",0,8
1199,"aconit","akOnit",53,6
1200,"aconits","akOnit",5,7
1201,"acoquine","akOkin",14,8
1202,"acoustique","akustik",2596,10
1203,"acoustiques","akustik",999,11
1204,"acquéraient","akeRE",22,11
1205,"acquérais","akeRE",2,9
1206,"acquérait","akeRE",40,9
1207,"acquérant","akeR@",251,9
1208,"acquéreur","akeR9R",963,9
1209,"acquéreurs","akeR9R",434,10
1210,"acquérez","akeRe",33,8
1211,"acquérions","akeRjA",3,10
1212,"acquérir","akeRiR",10300,8
1213,"acquérons","akeRA",33,9
1214,"acquerra","akERRa",92,8
1215,"acquerrai","akERRE",2,9
1216,"acquerraient","akERRE",9,12
1217,"acquerrait","akERRE",21,10
1218,"acquerrons","akERRA",8,10
1219,"acquerront","akERRA",75,10
1220,"acquêt","akE",9,6
1221,"acquêts","akE",67,7
1222,"acquière","akjER",144,8
1223,"acquièrent","akjER",931,10
1224,"acquiers","akjER",31,8
1225,"acquiert","akjER",2123,8
1226,"acquiesça","akjEsa",65,9
1227,"acquiesçai","akjEsE",5,10
1228,"acquiesçaient","akjEsE",2,13
1229,"acquiesçais","akjEsE",3,11
1230,"acquiesçait","akjEsE",8,11
1231,"acquiesçant","akjEs@",12,11
1232,"acquiesce","akjEs",139,9
1233,"acquiescé","akjEse",71,9
1234,"acquiescement","akjEsm@",115,13
1235,"acquiescements","akjEsm@",7,14
1236,"acquiescent","akjEs",21,11
1237,"acquiescer","akjese",100,10
1238,"acquiescèrent","akjEsER",7,13
1239,"acquiesceront","akjEsRA",1,13
1240,"acquiesçons","akjEsA",3,11
1241,"acquirent","akiR",50,9
1242,"acquis","aki",12985,6
1243,"acquise","akiz",4451,7
1244,"acquises","akiz",3545,8
1245,"acquit","aki",354,6
1246,"acquît","aki",7,6
1247,"acquits","aki",42,7
1248,"acquitta","akita",37,8
1249,"acquittai","akitE",3,9
1250,"acquittaient","akitE",24,12
1251,"acquittais","akitE",3,10
1252,"acquittait","akitE",42,10
1253,"acquittant","akit@",133,10
1254,"acquittât","akita",1,9
1255,"acquitte","akit",579,8
1256,"acquitté","akite",733,8
1257,"acquittée","akite",373,9
1258,"acquittées","akite",237,10
1259,"acquittement","akitm@",454,12
1260,"acquittements","akitm@",37,13
1261,"acquittent","akit",355,10
1262,"acquitter","akite",2352,9
1263,"acquittera","akitRa",70,10
1264,"acquitterai","akitRE",8,11
1265,"acquitteraient","akitRE",9,14
1266,"acquitterait","akitRE",69,12
1267,"acquittèrent","akitER",9,12
1268,"acquitterez","akitRe",9,11
1269,"acquittes","akit",7,9
1270,"acquittés","akite",326,9
1271,"acquittez","akite",42,9
1272,"acquittions","akitjA",2,11
1273,"acra","akRa",52,4
1274,"acre","akR",285,4
1275,"acré","akRe",5,4
1276,"âcre","akR",142,4
1277,"âcrement","akROm@",2,8
1278,"acres","akR",490,5
1279,"âcres","akR",53,5
1280,"âcreté","akROte",19,6
1281,"acridine","akRidin",9,8
1282,"acrilan","akRil@",0,7
1283,"acrobate","akRObat",205,8
1284,"acrobates","akRObat",225,9
1285,"acromion","akROmjA",13,8
1286,"acron","akRA",6,5
1287,"acronyme","akROnim",463,8
1288,"acropole","akROpOl",233,8
1289,"acrosome","akROzOm",9,8
1290,"acrostiche","akROstiS",44,10
1291,"acrostiches","akROstiS",43,11
1292,"acrotère","akROtER",13,8
1293,"acrylique","akRilik",1143,9
1294,"acryliques","akRilik",227,10
1295,"acta","akta",505,4
1296,"acte","akt",14370,4
1297,"actéon","akteA",27,6
1298,"actes","akt",14428,5
1299,"acteur","akt9R",5855,6
1300,"acteurs","akt9R",17920,7
1301,"acth","akt",52,4
1302,"actif","aktif",18225,5
1303,"actifs","aktif",8367,6
1304,"actine","aktin",56,6
1305,"actinie","aktini",3,7
1306,"actinies","aktini",4,8
1307,"actinique","aktinik",9,9
1308,"actinium","aktinjOm",10,8
1309,"action","aksjA",53221,6
1310,"actionna","aksjOna",13,8
1311,"actionnai","aksjOnE",2,9
1312,"actionnaient","aksjOnE",5,12
1313,"actionnaire","aksjOnER",1731,11
1314,"actionnaires","aksjOnER",4010,12
1315,"actionnais","aksjOnE",1,10
1316,"actionnait","aksjOnE",19,10
1317,"actionnant","aksjOn@",104,10
1318,"actionnât","aksjOna",0,9
1319,"actionne","aksjOn",170,8
1320,"actionné","aksjOne",228,8
1321,"actionnée","aksjOne",106,9
1322,"actionnées","aksjOne",69,10
1323,"actionnement","aksjOnm@",56,12
1324,"actionnent","aksjOn",56,10
1325,"actionner","aksjOne",356,9
1326,"actionnerait","aksjOnRE",1,12
1327,"actionnèrent","aksjOnER",1,12
1328,"actionneront","aksjOnRA",3,12
1329,"actionnés","aksjOne",136,9
1330,"actions","aksjA",32311,7
1331,"activa","aktiva",75,6
1332,"activai","aktivE",1,7
1333,"activaient","aktivE",30,10
1334,"activait","aktivE",36,8
1335,"activant","aktiv@",242,8
1336,"activants","aktiv@",2,9
1337,"active","aktiv",13463,6
1338,"activé","aktive",1109,6
1339,"activée","aktive",647,7
1340,"activées","aktive",323,8
1341,"activement","aktivm@",5166,10
1342,"activent","aktiv",357,8
1343,"activer","aktive",2147,7
1344,"activerait","aktivRE",8,10
1345,"activèrent","aktivER",5,10
1346,"actives","aktiv",3121,7
1347,"activés","aktive",370,7
1348,"activeurs","aktiv9R",3,9
1349,"activez","aktive",428,7
1350,"activisme","aktivism",265,9
1351,"activiste","aktivist",184,9
1352,"activistes","aktivist",390,10
1353,"activons","aktivA",16,8
1354,"actrice","aktRis",1518,7
1355,"actrices","aktRis",875,8
1356,"actuaire","akt8ER",156,8
1357,"actuaires","akt8ER",165,9
1358,"actualise","akt8aliz",210,9
1359,"actualisent","akt8aliz",56,11
1360,"actualisme","akt8alism",7,10
1361,"actuarielle","akt8aRjEl",152,11
1362,"actuarielles","akt8aRjEl",129,12
1363,"actuariels","akt8aRjEl",88,10
1364,"actuation","akt8asjA",12,9
1365,"actuel","akt8El",18081,6
1366,"actuelle","akt8El",19247,8
1367,"actuellement","akt8Elm@",38077,12
1368,"actuelles","akt8El",8517,9
1369,"actuels","akt8El",9045,7
1370,"acuité","ak8ite",884,6
1371,"acumen","akymEn",7,6
1372,"adage","adaZ",521,5
1373,"adages","adaZ",37,6
1374,"adagio","adadZjO",235,6
1375,"adam","ad@",3414,4
1376,"adamique","adamik",25,8
1377,"adamite","adamit",2,7
1378,"adams","ad@",1180,5
1379,"adapta","adapta",44,6
1380,"adaptable","adaptabl",653,9
1381,"adaptables","adaptabl",402,10
1382,"adaptai","adaptE",0,7
1383,"adaptaient","adaptE",24,10
1384,"adaptais","adaptE",3,8
1385,"adaptait","adaptE",44,8
1386,"adaptant","adapt@",901,8
1387,"adaptât","adapta",1,7
1388,"adapte","adapt",2196,6
1389,"adapté","adapte",9019,6
1390,"adaptée","adapte",6706,7
1391,"adaptées","adapte",5317,8
1392,"adaptent","adapt",839,8
1393,"adapter","adapte",10668,7
1394,"adaptera","adaptRa",174,8
1395,"adapterai","adaptRE",4,9
1396,"adapterais","adaptRE",2,10
1397,"adapterait","adaptRE",18,10
1398,"adaptèrent","adaptER",16,10
1399,"adapterons","adaptRA",42,10
1400,"adapteront","adaptRA",73,10
1401,"adaptes","adapt",98,7
1402,"adaptés","adapte",6563,7
1403,"adaptez","adapte",133,7
1404,"addenda","ad@da",106,7
1405,"additif","aditif",517,7
1406,"additifs","aditif",916,8
1407,"addition","adisjA",2599,8
1408,"additionne","adisjOn",227,10
1409,"additionnent","adisjOn",111,12
1410,"additions","adisjA",594,9
1411,"additive","aditiv",159,8
1412,"additives","aditiv",104,9
1413,"adduction","adyksjA",390,9
1414,"adductions","adyksjA",64,10
1415,"adduite","ad8it",0,7
1416,"adduits","ad8i",14,7
1417,"adélie","adeli",70,6
1418,"adénie","adeni",0,6
1419,"adénine","adenin",50,7
1420,"adénite","adenit",14,7
1421,"adénites","adenit",6,8
1422,"adénome","adenOm",88,7
1423,"adénomes","adenOm",43,8
1424,"adepte","adEpt",831,6
1425,"adeptes","adEpt",2009,7
1426,"adéquat","adekwa",2456,7
1427,"adéquate","adekwat",3155,8
1428,"adéquates","adekwat",1560,9
1429,"adéquats","adekwa",1466,8
1430,"adhéra","adeRa",48,6
1431,"adhéraient","adeRE",45,10
1432,"adhérais","adeRE",5,8
1433,"adhérait","adeRE",47,8
1434,"adhérant","adeR@",492,8
1435,"adhéré","adeRe",897,6
1436,"adhère","adER",1194,6
1437,"adhérence","adeR@s",677,9
1438,"adhérences","adeR@s",63,10
1439,"adhérent","adeR@",1406,8
1440,"adhèrent","adER",719,8
1441,"adhérente","adeR@t",241,9
1442,"adhérentes","adeR@t",556,10
1443,"adhérents","adeR@",5364,9
1444,"adhérer","adeRe",3673,7
1445,"adhérèrent","adeRER",14,10
1446,"adhérez","adeRe",325,7
1447,"adhérons","adeRA",95,8
1448,"adhésif","adezif",558,7
1449,"adhésifs","adezif",649,8
1450,"adhésion","adezjA",8747,8
1451,"adhésions","adezjA",609,9
1452,"adhésive","adeziv",195,8
1453,"adhésives","adeziv",177,9
1454,"adieu","adj2",2185,5
1455,"adieusas","adj2za",0,8
1456,"adieux","adj2",734,6
1457,"adipeuse","adip2z",42,8
1458,"adipeuses","adip2z",29,9
1459,"adipeux","adip2",162,7
1460,"adipique","adipik",9,8
1461,"adipose","adipOz",15,7
1462,"adja","adZa",27,4
1463,"adjacent","adZas@",336,8
1464,"adjacente","adZas@t",262,9
1465,"adjacentes","adZas@t",405,10
1466,"adjacents","adZas@",351,9
1467,"adjas","adZa",2,5
1468,"adjectif","adZEktif",798,8
1469,"adjectifs","adZEktif",511,9
1470,"adjective","adZEktiv",26,9
1471,"adjoignaient","adZwaNE",1,12
1472,"adjoignait","adZwaNE",7,10
1473,"adjoignant","adZwaN@",80,10
1474,"adjoigne","adZwaN",6,8
1475,"adjoignent","adZwaN",33,10
1476,"adjoignez","adZwaNe",5,9
1477,"adjoignirent","adZwaNiR",5,12
1478,"adjoignit","adZwaNi",26,9
1479,"adjoignît","adZwaNi",1,9
1480,"adjoignons","adZwaNA",4,10
1481,"adjoindra","adZw5dRa",24,9
1482,"adjoindre","adZw5dR",613,9
