,word,freq,len,pron,phlen
735,arrondir,14.53,8,aR&diR,6
736,arrondissement,8.38,14,aR&dis°m@,9
737,arrosage,1.89,8,aRozaZ,6
738,arroser,19.73,7,aRoze,5
739,arrosoir,3.58,8,aRozwaR,7
740,arsenal,5.74,7,aRs2nal,7
741,arsenic,1.22,7,aRs2nik,7
742,art,91.49,3,aR,2
743,artichaut,2.57,9,aRtiSo,6
744,artiche,1.82,7,aRtiS,5
745,article,50.34,7,aRtikl,6
746,articulation,6.01,12,aRtikylasj&,11
747,articuler,12.97,9,aRtikyle,8
748,artifice,10.95,8,aRtifis,7
749,artificiel,12.16,10,aRtifisjEl,10
750,artificier,1.35,10,aRtifisje,9
751,artillerie,17.36,10,aRtij°Ri,8
752,artilleur,8.45,9,aRtij9R,7
753,artisan,10.74,7,aRtiz@,6
754,artisanal,1.62,9,aRtizanal,9
755,artisanat,1.15,9,aRtizana,8
756,artiste,53.04,7,aRtist,6
757,artistique,10.0,10,aRtistik,8
758,as,6.62,2,a,1
759,ascendance,2.23,10,as@d@s,6
760,ascendant,5.54,9,as@d@,5
761,ascenseur,25.88,9,as@s9R,6
762,ascension,8.04,9,as@sj&,6
763,asiatique,2.77,9,azjatik,7
764,asile,13.58,5,azil,4
765,aspect,41.28,6,aspE,4
766,asperge,8.65,7,aspERZ,6
767,asperger,7.23,8,aspERZe,7
768,asphalte,6.89,8,asfalt,6
769,asphyxiant,1.08,10,asfiksj@,8
770,asphyxie,1.35,8,asfiksi,7
771,asphyxier,2.91,9,asfiksje,8
772,aspic,1.08,5,aspik,5
773,aspirant,2.97,8,aspiR@,6
774,aspirateur,3.31,10,aspiRat9R,9
775,aspiration,6.22,10,aspiRasj&,9
776,aspirer,28.85,7,aspiRe,6
777,aspirine,4.93,8,aspiRin,7
778,assaillant,3.72,10,asaj@,5
779,assaillir,10.54,9,asajiR,6
780,assainir,1.01,8,aseniR,6
781,assaisonner,2.36,11,asEzone,7
782,assassin,25.95,8,asas5,5
783,assassinat,12.16,10,asasina,7
784,assassiner,15.27,10,asasine,7
785,assaut,32.16,6,aso,3
786,assemblage,5.88,10,as@blaZ,7
787,assembler,7.03,9,as@ble,6
788,assener,5.47,7,asene,5
789,assentiment,3.45,11,as@tim@,7
790,asseoir,395.27,7,aswaR,5
791,assertion,1.42,9,asERsj&,7
792,asservir,2.36,8,asERviR,7
793,asservissement,1.15,14,asERvis°m@,10
794,assesseur,1.28,9,ases9R,6
795,assez,420.14,5,ase,3
796,assidu,2.91,6,asidy,5
797,assiette,56.62,8,asjEt,5
798,assigner,4.93,8,asiNe,5
799,assimilation,1.49,12,asimilasj&,10
800,assimiler,8.38,9,asimile,7
801,assis,30.27,5,asi,3
802,assise,9.66,6,asiz,4
803,assistance,20.0,10,asist@s,7
804,assistant,16.22,9,asist@,6
805,assister,62.23,8,asiste,6
806,association,10.61,11,asosjasj&,9
807,associer,14.19,8,asosje,6
808,assoiffer,2.91,9,aswafe,6
809,assombrir,13.78,9,as&bRiR,7
810,assommant,3.04,9,asom@,5
811,assommer,17.23,8,asome,5
812,assorti,4.05,7,asORti,6
813,assortiment,2.23,11,asORtim@,8
814,assortir,5.95,8,asORtiR,7
815,assoupi,5.34,7,asupi,5
816,assoupir,11.01,8,asupiR,6
817,assoupissement,1.01,14,asupis°m@,9
818,assouplir,2.23,9,asupliR,7
819,assourdi,3.45,8,asuRdi,6
820,assourdir,7.7,9,asuRdiR,7
821,assourdissant,6.49,13,asuRdis@,8
822,assouvir,5.41,8,asuviR,6
823,assouvissement,1.22,14,asuvis°m@,9
824,assujettir,3.24,10,asyZetiR,8
825,assumer,14.8,7,asyme,5
826,assurance,33.24,9,asyR@s,6
827,assurer,126.55,7,asyRe,5
828,asthmatique,1.22,11,asmatik,7
829,asthme,3.18,6,asm,3
830,asticot,2.23,7,astiko,6
831,asticoter,1.89,9,astikote,8
832,astiquer,9.8,8,astike,6
833,astrakan,1.69,8,astRak@,7
834,astral,1.69,6,astRal,6
835,astre,12.3,5,astR,4
836,astreindre,3.78,10,astR5dR,7
837,astrologue,1.08,10,astRolOg,8
838,astronome,1.42,9,astRonOm,8
839,astronomie,1.01,10,astRonomi,9
840,astronomique,1.89,12,astRonomik,10
841,astuce,5.07,6,astys,5
842,astucieux,2.36,9,astysj2,7
843,atavique,1.28,8,atavik,6
844,atavisme,1.22,8,atavizm,7
845,atelier,45.07,7,at°lje,6
847,atlantique,1.89,10,atl@tik,7
848,atlas,2.16,5,atlas,5
849,atome,4.12,5,atom,4
850,atomique,8.31,8,atomik,6
851,atour,1.35,5,atuR,4
852,atout,4.53,5,atu,3
853,atroce,17.43,6,atROs,5
854,atrocement,3.18,10,atROs°m@,8
855,attabler,7.84,8,atable,6
856,attachant,2.03,9,ataS@,5
857,attache,7.16,7,ataS,4
858,attachement,10.95,11,ataS°m@,7
859,attacher,71.01,8,ataSe,5
860,attaque,37.03,7,atak,4
861,attaquer,70.41,8,atake,5
862,attarder,29.39,8,ataRde,6
863,atteindre,126.76,9,at5dR,5
864,atteint,6.76,7,at5,3
865,atteinte,7.97,8,at5t,4
866,attelage,5.61,8,at°laZ,6
867,atteler,8.58,7,at°le,5
868,attenant,3.72,8,at°n@,5
869,attendant,1.35,9,at@d@,5
870,attendre,706.69,8,at@dR,5
871,attendrir,20.95,9,at@dRiR,7
872,attendrissant,3.99,13,at@dRis@,8
873,attendrissement,7.64,15,at@dRis°m@,10
874,attendu,8.65,7,at@dy,5
875,attentat,8.72,8,at@ta,5
876,attente,63.85,7,at@t,4
877,attenter,1.01,8,at@te,5
878,attentif,35.74,8,at@tif,6
879,attention,145.88,9,at@sj&,6
880,attentivement,11.82,13,at@tiv°m@,9
881,atterrir,9.39,8,ateRiR,6
882,atterrissage,2.23,12,ateRisaZ,8
883,attester,6.55,8,atEste,6
884,attifer,1.69,7,atife,5
885,attirail,3.99,8,atiRaj,6
886,attirance,2.91,9,atiR@s,6
887,attirant,3.85,8,atiR@,5
888,attirer,75.27,7,atiRe,5
889,attiser,3.65,7,atize,5
890,attitude,67.91,8,atityd,6
892,attraction,7.64,10,atRaksj&,8
893,attrait,9.39,7,atRE,4
894,attrape,1.42,7,atRap,5
895,attraper,55.34,8,atRape,6
896,attrayant,1.22,9,atREj@,6
897,attribuer,21.89,9,atRib8e,7
898,attribut,6.01,8,atRiby,6
899,attribution,8.72,11,atRibysj&,9
901,attrister,6.42,9,atRiste,7
902,attroupement,3.85,12,atRup°m@,8
904,au,5322.5,2,o,1
906,aubaine,5.81,7,obEn,4
907,aube,57.77,4,ob,2
908,auberge,17.3,7,obERZ,5
909,aubergine,1.35,9,obERZin,7
910,aubergiste,3.24,10,obERZist,8
911,auburn,1.15,6,ob9Rn,5
912,aucun,234.13,5,ok1,3
913,aucune,200.95,6,okyn,4
914,aucunement,5.81,10,okyn°m@,7
915,aucuns,3.11,6,ok1,3
916,audace,19.46,6,odas,4
917,audacieux,7.03,9,odasj2,6
918,audible,2.7,7,odibl,5
919,audience,9.53,8,odj@s,5
920,auditeur,6.49,8,odit9R,6
921,auditif,1.28,7,oditif,6
922,audition,2.64,8,odisj&,6
923,auditoire,4.19,9,oditwaR,7
924,auge,2.23,4,oZ,2
925,augmentation,3.99,12,ogm@tasj&,9
926,augmenter,20.95,9,ogm@te,6
927,augure,3.38,6,ogyR,4
928,augurer,1.76,7,ogyRe,5
929,auguste,2.09,7,ogyst,5
930,aulne,2.16,5,on,2
931,aune,1.15,4,on,2
932,auparavant,41.62,10,opaRav@,7
933,auquel,105.14,6,okEl,4
934,aura,7.57,4,oRa,3
935,auriculaire,1.01,11,oRikylER,8
936,aurore,11.62,6,oROR,4
937,ausculter,3.58,9,oskylte,7
938,aussi,1359.86,5,osi,3
939,australien,1.89,10,ostRalj5,8
940,autant,240.41,6,ot@,3
941,autel,15.34,5,otEl,4
942,auteur,41.89,6,ot9R,4
943,authentique,11.35,11,ot@tik,6
944,auto,42.36,4,oto,3
945,autobiographie,1.35,14,otobjogRafi,11
946,autobus,26.28,7,otobys,6
947,autocar,8.85,7,otokaR,6
948,autochtone,2.84,10,otoktOn,7
949,autocritique,1.22,12,otokRitik,9
950,autographe,1.82,10,otogRaf,7
951,automate,5.54,8,otomat,6
952,automatique,7.57,11,otomatik,8
953,automatiquement,3.85,15,otomatik°m@,11
954,automatisme,1.22,11,otomatizm,9
955,automnal,1.76,8,otonal,6
956,automne,43.65,7,otOn,4
957,automobile,25.68,10,otomobil,8
958,automobiliste,3.78,13,otomobilist,11
959,autonome,2.91,8,otonom,6
960,autonomie,2.16,9,otonomi,7
961,autopsie,1.55,8,otOpsi,6
962,autorisation,10.07,12,otoRizasj&,10
963,autoriser,20.88,9,otoRize,7
964,autoritaire,3.65,11,otoRitER,8
965,autoroute,15.0,9,otoRut,6
966,autour,363.58,6,otuR,4
967,autre,879.26,5,otR,3
968,autrefois,96.96,9,otR°fwa,7
969,autrement,62.77,9,otR°m@,6
970,autres,375.14,6,otR,3
971,autrichien,15.87,10,otRiSj5,7
972,autruche,3.04,8,otRyS,5
973,autrui,12.3,6,otR8i,5
974,auvent,6.89,6,ov@,3
977,aux,1907.57,3,o,1
978,auxiliaire,5.6,10,oksiljER,8
979,auxquelles,44.18,10,okEl,4
980,auxquels,52.56,8,okEl,4
981,avachi,3.58,6,avaSi,5
982,avachir,2.23,7,avaSiR,6
983,aval,3.99,4,aval,4
984,avalanche,5.68,9,aval@S,6
985,avaler,65.27,6,avale,5
986,avance,82.3,6,av@s,4
987,avancement,3.18,10,av@s°m@,7
988,avancer,195.0,7,av@se,5
989,avanie,1.42,6,avani,5
990,avant,142.16,5,av@,3
991,avantage,32.16,8,av@taZ,6
992,avantager,2.09,9,av@taZe,7
993,avantageusement,1.42,15,av@taZ2z°m@,11
994,avantageux,5.07,10,av@taZ2,7
995,avare,8.78,5,avaR,4
996,avarice,3.24,7,avaRis,6
997,avarie,1.08,6,avaRi,5
998,avatar,4.93,6,avataR,6
999,ave,2.36,3,ave,3
1000,avec,4000.41,4,avEk,4
1001,avenant,2.84,7,av°n@,5
1002,avenir,113.72,6,av°niR,6
1003,aventure,84.86,8,av@tyR,6
1004,aventurer,12.57,9,av@tyRe,7
1005,aventureux,3.65,10,av@tyR2,7
1006,aventurier,8.72,10,av@tyRje,8
1007,avenu,1.42,5,av°ny,5
1008,avenue,51.21,6,av°ny,5
1009,averse,11.96,6,avERs,5
1010,aversion,2.64,8,avERsj&,7
1011,averti,5.07,6,avERti,6
1012,avertir,37.7,7,avERtiR,7
1013,avertissement,9.53,13,avERtis°m@,10
1014,avertisseur,1.89,11,avERtis9R,9
1015,aveu,21.55,4,av2,3
1016,aveuglant,6.15,9,av9gl@,6
1017,aveugle,57.97,7,av9gl,5
1018,aveuglement,4.46,11,av9gl°m@,8
1019,aveugler,15.47,8,av9gle,6
1020,aviateur,8.85,8,avjat9R,7
1021,aviation,13.72,8,avjasj&,7
1022,avide,16.22,5,avid,4
1023,avidement,6.08,9,avid°m@,7
1024,avilir,2.64,6,aviliR,6
1025,avion,78.04,5,avj&,4
1026,aviron,2.36,6,aviR&,5
1027,avis,65.14,4,avi,3
1028,aviser,27.5,6,avize,5
1029,aviso,2.23,5,avizo,5
1030,aviver,4.26,6,avive,5
1031,avocat,37.64,6,avoka,5
1032,avoine,6.96,6,avwan,5
1033,avoir,12804.12,5,avwaR,5
1034,avoisinant,1.89,10,avwazin@,8
1036,avortement,2.7,10,avORt°m@,8
1037,avorter,4.32,7,avORte,6
1038,avorton,2.3,7,avORt&,6
1039,avouable,1.08,8,avwabl,6
1040,avouer,96.22,6,avwe,4
1041,avril,32.03,5,avRil,5
1042,axe,10.88,3,aks,3
1043,azimut,1.69,6,azimyt,6
1044,azur,11.15,4,azyR,4
1046,baba,1.89,4,baba,4
1047,babiller,1.42,8,babije,6
1049,babiole,2.03,7,babjOl,6
1050,babouche,2.64,8,babuS,5
1051,babouchka,3.72,9,babuSka,7
1052,babouin,1.15,7,babw5,5
1053,baby,2.84,4,bejbi,5
1054,bac,16.08,3,bak,3
1055,baccara,1.08,7,bakaRa,6
1056,bacchante,2.7,9,bak@t,5
1057,bachelier,1.76,9,baS2lje,7
1058,bachot,3.85,6,baSo,4
1059,bacille,1.15,7,basil,5
1060,badaud,6.82,6,bado,4
1061,bader,2.36,5,bade,4
1062,badge,1.42,5,badZ,4
1064,badigeonner,3.31,11,badiZone,8
1065,badin,1.96,5,bad5,4
1066,badine,1.42,6,badin,5
1067,badiner,1.35,7,badine,6
1068,baffe,3.58,5,baf,3
1069,bafouer,3.78,7,bafwe,5
1070,bafouille,2.84,9,bafuj,5
1071,bafouiller,8.92,10,bafuje,6
1072,bagage,24.39,6,bagaZ,5
1073,bagarre,13.85,7,bagaR,5
1074,bagarrer,2.23,8,bagaRe,6
1075,bagatelle,3.58,9,bagatEl,7
1076,bagnard,2.57,7,baNaR,5
1077,bagne,3.85,5,baN,3
1078,bagnole,34.26,7,baNOl,5
1079,bague,22.36,5,bag,3
1080,baguenauder,1.62,11,bag°node,8
1081,baguette,13.45,8,bagEt,5
1082,bah,12.03,3,ba,2
1083,bahut,8.38,5,bay,3
1084,bai,1.35,3,bE,2
1085,baie,20.88,4,bE,2
1086,baignade,2.84,8,bENad,5
1087,baigner,41.42,7,beNe,4
1088,baigneur,10.0,8,bEN9R,5
1089,baignoire,15.27,9,bENwaR,6
1090,bail,2.57,4,baj,3
1091,bain,83.04,4,b5,2
1092,baise,2.43,5,bEz,3
1093,baiser,98.71,6,beze,4
1094,baiseur,1.49,7,bEz9R,5
1095,baisse,3.58,6,bEs,3
1096,baisser,115.27,7,bese,4
1097,bajoue,2.5,6,baZu,4
1098,bal,25.54,3,bal,3
1099,balade,6.28,6,balad,5
1100,balader,13.51,7,balade,6
1101,balafre,1.69,7,balafR,6
1102,balafrer,1.55,8,balafRe,7
1103,balai,17.7,5,balE,4
1104,balance,10.34,7,bal@s,5
1105,balancement,5.41,11,bal@s°m@,8
1106,balancer,67.7,8,bal@se,6
1107,balancier,4.05,9,bal@sje,7
1108,balayer,37.43,7,baleje,6
1109,balayeur,2.97,8,balEj9R,7
1110,balbutiant,1.15,10,balbysj@,8
1112,balbutier,13.99,9,balbysje,8
1113,balcon,40.41,6,balk&,5
1114,baldaquin,2.77,9,baldak5,7
1115,baleine,5.0,7,balEn,5
1116,baliser,2.03,7,balize,6
1118,baliverne,1.55,9,balivERn,8
1120,ballade,1.22,7,balad,5
1121,ballant,6.28,7,bal@,4
1122,ballast,2.57,7,balast,6
1123,balle,94.59,5,bal,3
1124,ballerine,2.16,9,bal°Rin,7
1125,ballet,8.24,6,balE,4
1126,ballon,21.42,6,bal&,4
1127,ballonner,1.15,9,balone,6
1128,ballot,6.96,6,balo,4
1129,ballotter,5.68,9,balote,6
1130,balte,2.23,5,balt,4
1131,baluchon,2.3,8,balyS&,6
1132,balustrade,11.28,10,balystRad,9
1134,bambin,4.66,6,b@b5,4
1135,bambou,6.15,6,b@bu,4
1136,ban,2.16,3,b@,2
1137,banal,26.22,5,banal,5
1138,banalement,1.22,10,banal°m@,8
1139,banane,7.57,6,banan,5
1140,bananier,3.85,8,bananje,7
1141,banc,66.42,4,b@,2
1142,bancaire,1.49,8,b@kER,5
1143,bancal,3.18,6,b@kal,5
1144,bandage,2.97,7,b@daZ,5
1145,bandant,1.55,7,b@d@,4
1146,bande,72.23,5,b@d,3
1147,bandeau,6.49,7,b@do,4
1148,bandelette,1.15,10,b@d°lEt,7
1149,bander,15.54,6,b@de,4
1150,banderole,4.19,9,b@d°ROl,7
1151,bandit,8.85,6,b@di,4
1152,banjo,1.08,5,b@dZo,5
1153,banlieue,23.85,8,b@lj2,5
1154,banlieusard,1.35,11,b@lj2zaR,8
1155,bannir,3.31,6,baniR,5
1156,banque,30.88,6,b@k,3
1157,banquet,5.88,7,b@kE,4
1158,banquette,30.88,9,b@kEt,5
1159,banquier,12.7,8,b@kje,5
1160,banquise,1.55,8,b@kiz,5
1161,baobab,1.15,6,baobab,6
1162,baptiser,16.35,8,batize,6
1164,baquet,4.86,6,bakE,4
1165,bar,61.35,3,baR,3
1166,baragouiner,1.49,11,baRagwine,9
1167,baraque,30.47,7,baRak,5
1168,baraquement,2.64,11,baRak°m@,8
1169,baratin,2.97,7,baRat5,6
1170,baratiner,1.15,9,baRatine,8
1171,barbaque,3.18,8,baRbak,6
1172,barbare,16.08,7,baRbaR,6
1173,barbarie,3.72,8,baRbaRi,7
1174,barbe,50.54,5,baRb,4
1175,barbeau,1.08,7,baRbo,5
1176,barber,1.69,6,baRbe,5
1177,barbiche,3.78,8,baRbiS,6
1178,barbier,22.5,7,baRbje,6
1179,barboter,3.18,8,baRbote,7
1180,barbouiller,8.99,11,baRbuje,7
1182,barbu,11.96,5,baRby,5
1183,barda,2.16,5,baRda,5
1184,barder,6.55,6,baRde,5
1185,baril,3.04,5,baRil,5
1186,barillet,2.03,8,baRijE,6
1187,barmaid,1.82,7,baRmEd,6
1188,barman,11.01,6,baRman,6
1189,baron,28.24,5,baR&,4
1190,baroque,5.94,7,baROk,5
1191,baroud,1.35,6,baRud,5
1192,barque,41.28,6,baRk,4
1193,barrage,19.66,7,baRaZ,5
1194,barre,29.39,5,baR,3
1195,barreau,19.53,7,baRo,4
1196,barrer,32.36,6,baRe,4
1197,barrette,2.5,8,baREt,5
1198,barricade,7.57,9,baRikad,7
1199,barricader,5.41,10,baRikade,8
1200,barrique,1.55,8,baRik,5
1201,bartavelle,1.08,10,baRtavEl,8
1202,baryton,2.7,7,baRit&,6
1203,bas,217.43,3,ba,2
1204,basalte,1.01,7,bazalt,6
1205,bascule,5.95,7,baskyl,6
1206,basculer,31.35,8,baskyle,7
1207,base,44.46,4,baz,3
1208,baser,2.7,5,baze,4
1209,basilic,1.01,7,bazilik,7
1210,basilique,4.19,9,bazilik,7
1211,basket,3.45,6,baskEt,6
1212,basque,6.22,6,bask,4
1213,basse,4.53,5,bas,3
1214,bassesse,3.65,8,basEs,5
1215,basset,1.49,6,basE,4
1216,bassin,25.2,6,bas5,4
1217,bassine,8.99,7,basin,5
1218,bassiner,1.42,8,basine,6
1219,basta,1.49,5,basta,5
1220,bastille,4.32,8,bastij,6
1221,bastingage,2.03,10,bast5gaZ,8
1222,bastion,2.7,7,bastj&,6
1223,bastos,1.62,6,bastOs,6
1224,bastringue,1.08,10,bastR5g,7
1225,bataclan,1.08,8,batakl@,7
1226,bataille,77.77,8,bataj,5
1227,batailler,1.76,9,bataje,6
1228,batailleur,1.35,10,bataj9R,7
1229,bataillon,29.53,9,bataj&,6
1230,bateau,82.36,6,bato,4
1232,batelier,1.89,8,bat°lje,7
1233,bath,4.73,4,bat,3
1234,battant,24.26,7,bat@,4
1235,battement,19.26,9,bat°m@,6
1236,batterie,15.54,8,bat°Ri,6
1237,batteur,3.99,7,bat9R,5
1238,battoir,2.43,7,batwaR,6
1239,battre,182.36,6,batR,4
1240,battu,11.82,5,baty,4
1241,battue,3.78,6,baty,4
1242,baudrier,3.45,8,bodRije,7
1243,bauge,1.35,5,boZ,3
1244,baume,3.65,5,bom,3
1245,bavard,17.3,6,bavaR,5
1246,bavardage,9.73,9,bavaRdaZ,8
1247,bavarder,24.19,8,bavaRde,7
1248,bavarois,2.83,8,bavaRwa,7
1249,bave,3.99,4,bav,3
1250,baver,12.36,5,bave,4
1251,baveux,5.13,6,bav2,4
1252,bavure,4.12,6,bavyR,5
1253,bazar,7.43,5,bazaR,5
1254,bazarder,1.42,8,bazaRde,7
1255,beau,634.53,4,bo,2
1257,beaucoup,461.42,8,boku,4
1258,beaujolais,1.49,10,boZolE,6
1259,bec,26.96,3,bEk,3
1260,because,1.01,7,bikoz,5
1261,becqueter,1.89,9,bEk°te,6
1262,becter,4.53,6,bEkte,5
1263,bedaine,1.62,7,b2dEn,5
1264,bedeau,1.76,6,b2do,4
1265,bedonnant,1.49,9,b2don@,6
1266,beige,9.6,5,bEZ,3
1267,beigne,2.16,6,bEN,3
1268,beignet,2.77,7,bENE,4
1269,bel,37.09,3,bEl,3
1270,belge,14.06,5,bElZ,4
1271,belliqueux,2.3,10,belik2,6
1273,belote,4.19,6,b°lOt,5
1274,ben,29.73,3,b5,2
1275,benne,3.11,5,bEn,3
1276,bercail,1.96,7,bERkaj,6
1277,berceau,13.31,7,bERso,5
1278,bercer,18.04,6,bERse,5
1279,berceur,1.01,7,bERs9R,6
1280,berge,16.49,5,bERZ,4
1281,berger,24.8,6,bERZe,5
1282,bergerie,3.45,8,bERZ°Ri,7
1283,berline,2.3,7,bERlin,6
1284,berlingot,1.76,9,bERl5go,7
1285,berlinois,1.69,9,bERlinwa,8
1286,berlue,1.35,6,bERly,5
1289,berne,1.49,5,bERn,4
1290,berner,2.64,6,bERne,5
1291,berzingue,1.49,9,bERz5g,6
1292,besace,2.7,6,b°zas,5
1293,besogne,15.61,7,b2zON,5
1294,besogner,2.3,8,b2zoNe,6
1295,besogneux,1.82,9,b2zoN2,6
1296,besoin,266.62,6,b2zw5,5
1298,bestial,3.04,7,bEstjal,7
1299,bestiau,6.35,7,bEstjo,6
1300,bestiole,6.76,8,bEstjOl,7
1301,betterave,4.12,9,bEt°Rav,7
1303,beugler,5.74,7,b2gle,5
1304,beurre,29.66,6,b9R,3
1305,beurrer,2.97,7,b9Re,4
1306,beuverie,1.55,8,b9v°Ri,6
1307,bey,2.91,3,bE,2
1308,biais,16.69,5,bjE,3
1309,bibelot,7.43,7,bib°lo,6
1310,biberon,5.68,7,bib°R&,6
1311,bibi,1.15,4,bibi,4
1312,bibiche,3.04,7,bibiS,5
1313,bibine,3.99,6,bibin,5
1314,bible,17.84,5,bibl,4
1315,biblique,4.19,8,biblik,6
1316,biceps,3.72,6,bisEps,6
1317,biche,13.92,5,biS,3
1318,bicher,1.89,6,biSe,4
1319,bichonner,1.42,9,biSone,6
1320,bicoque,3.85,7,bikOk,5
1321,bicorne,2.64,7,bikORn,6
1322,bicot,4.46,5,biko,4
1323,bicyclette,28.51,10,bisiklEt,8
1324,bide,8.58,4,bid,3
1325,bidet,3.45,5,bidE,4
1326,bidoche,3.78,7,bidOS,5
1327,bidon,20.0,5,bid&,4
1328,bidonner,1.89,8,bidone,6
1329,bidonville,1.55,10,bid&vil,7
1330,bidule,2.03,6,bidyl,5
1331,bielle,1.22,6,bjEl,4
1332,bien,2571.69,4,bj5,3
1333,bienfaisance,1.96,12,bj5f°z@s,8
1334,bienfaisant,4.05,11,bj5f°z@,7
1335,bienfait,4.26,8,bj5fE,5
1336,bienfaiteur,3.45,11,bj5fEt9R,8
1337,bienheureux,7.63,11,bj5n2R2,7
1338,bienveillance,7.3,13,bj5vEj@s,8
1339,bienveillant,7.5,12,bj5vEj@,7
1340,bienvenu,1.82,8,bj5v°ny,7
1341,bienvenue,5.27,9,bj5v°ny,7
1342,biffer,1.62,6,bife,4
1343,biffeton,2.64,8,bif°t&,6
1344,biffin,1.62,6,bif5,4
1345,bifteck,5.14,7,biftEk,6
1346,bifton,2.84,6,bift&,5
1347,bifurquer,2.03,9,bifyRke,7
1350,bigorneau,1.55,9,bigORno,7
1351,bigot,1.01,5,bigo,4
1352,bigoudi,3.45,7,bigudi,6
1353,bigre,1.01,5,bigR,4
1354,bigrement,1.49,9,bigR°m@,7
1355,bijou,11.96,5,biZu,4
1356,bijouterie,1.55,10,biZut°Ri,8
1357,bijoutier,2.7,9,biZutje,7
1358,bijoux,21.01,6,biZu,4
1359,bikini,2.09,6,bikini,6
1360,bilan,7.36,5,bil@,4
1361,bilboquet,1.15,9,bilbokE,7
1362,bile,4.66,4,bil,3
1363,biler,2.84,5,bile,4
1364,billard,12.23,7,bijaR,5
1365,bille,19.53,5,bij,3
1366,billet,63.58,6,bijE,4
1367,billot,2.5,6,bijo,4
1368,binette,1.49,7,binEt,5
1369,bing,1.76,4,biG,3
1370,binoclard,2.43,9,binoklaR,8
1371,binocle,1.01,7,binOkl,6
1372,biographie,5.34,10,bjogRafi,8
1373,biologie,1.22,8,bjoloZi,7
1374,biologique,2.36,10,bjoloZik,8
1375,bip,1.28,3,bip,3
1376,bique,4.39,5,bik,3
1377,biquet,2.77,6,bikE,4
1378,biquette,1.35,8,bikEt,5
1379,bis,2.03,3,bis,3
1380,biscornu,3.04,8,biskORny,8
1381,biscotte,2.43,8,biskOt,6
1382,biscuit,11.55,7,bisk8i,6
1383,bise,11.02,4,biz,3
1384,bison,3.38,5,biz&,4
1385,bisou,1.08,5,bizu,4
1386,bistouri,2.36,8,bistuRi,7
1388,bistro,3.04,6,bistRo,6
1389,bistrot,27.57,7,bistRo,6
1390,bite,6.08,4,bit,3
1391,bitte,1.01,5,bit,3
1392,bitume,6.01,6,bitym,5
1393,biture,1.22,6,bityR,5
1394,bivouac,3.85,7,bivwak,6
1395,bizarre,52.23,7,bizaR,5
1396,bizarrement,11.82,11,bizaR°m@,8
1397,bizarrerie,3.38,10,bizaR°Ri,8
1398,blabla,1.42,6,blabla,6
1399,black,1.42,5,blak,4
1400,blafard,10.27,7,blafaR,6
1401,blague,22.7,6,blag,4
1402,blaguer,3.24,7,blage,5
1403,blair,1.35,5,blER,4
1404,blaireau,3.78,8,blERo,5
1405,blairer,2.03,7,bleRe,5
1406,blanc,502.9,5,bl@,3
1407,blanche,11.82,7,bl@S°,5
1409,blancheur,15.27,9,bl@S9R,6
1410,blanchi,2.23,7,bl@Si,5
1411,blanchir,12.23,8,bl@SiR,6
1412,blanchisserie,3.45,13,bl@Sis°Ri,9
1413,blanchisseur,3.65,12,bl@Sis9R,8
1414,blanchon,1.28,8,bl@S&,5
1415,blanquette,1.01,10,bl@kEt,6
1416,blase,1.55,5,blaz,4
1417,blaser,1.96,6,blaze,5
1418,blason,3.45,6,blaz&,5
1419,blaze,3.18,5,blaz,4
1420,blazer,3.24,6,blazER,6
1421,bled,8.04,4,blEd,4
1422,blessant,2.91,8,blEs@,5
1423,blesser,43.31,7,blese,5
1424,blessure,32.57,8,blesyR,6
1426,bleu,263.86,4,bl2,3
1427,bleuet,1.22,6,bl2E,4
1428,bleui,1.08,5,bl2i,4
1430,blindage,1.01,8,bl5daZ,6
1431,blinder,3.58,7,bl5de,5
1432,bloc,38.78,4,blOk,4
1433,blocage,1.82,7,blokaZ,6
1434,blockhaus,6.15,9,blOkos,6
1435,blocus,2.36,6,blokys,6
1436,blond,110.21,5,bl&,3
1437,blondeur,2.64,8,bl&d9R,6
1439,bloquer,23.11,7,bloke,5
1440,blot,1.76,4,blo,3
1441,blotti,1.01,6,bloti,5
1442,blottir,12.84,7,blotiR,6
1443,blouse,32.64,6,bluz,4
1444,blouson,25.2,7,bluz&,5
1445,blues,5.68,5,bluz,4
1446,bluff,1.62,5,bl9f,4
1447,bluffer,2.36,7,bl9fe,5
1448,boa,2.3,3,boa,3
1449,bobard,1.96,6,bobaR,5
1450,bobine,5.88,6,bobin,5
1451,bobo,2.23,4,bobo,4
1452,bobonne,1.15,7,bobOn,5
1453,bocage,2.84,6,bokaZ,5
1454,bocal,7.5,5,bokal,5
1455,boche,31.29,5,bOS,3
1456,bock,1.35,4,bOk,3
1457,boeuf,22.77,5,b9f,3
1458,bof,2.84,3,bOf,3
1459,boghei,2.64,6,bogEj,5
1460,boire,276.35,5,bwaR,4
1461,bois,299.46,4,bwa,3
1462,boiserie,5.0,8,bwaz°Ri,7
1463,boisson,13.24,7,bwas&,5
1464,boiter,7.77,6,bwate,5
1465,boiteux,6.42,7,bwat2,5
1466,boitiller,1.82,9,bwatije,7
1467,bol,25.14,3,bOl,3
1468,bolchevik,1.42,9,bOlS°vik,8
1469,bolchevique,1.49,11,bOlS°vik,8
1470,bolchevisme,1.08,11,bOlS°vizm,9
1471,bolide,2.7,6,bolid,5
