"word","pron","lemme","freq","islem","len","phlen","voisorth","voisphon","syll","nbsyll","Moy_Consistance_GP","Min_Consistance_GP","Nb_Irregular_GP","Pos_Irregular_GP","Moy_Consistance_PG","Min_Consistance_PG","Nb_Irregular_PG","Pos_Irregular_PG","Decom_GP"
"!accomplissement!","!ak&plis°m@!","accomplissement",4.46,1,17,12,0,0,"a-k§-pli-s°-m@",5,"0,84","0,34","1","10","0,65","0,05","4","2","a-a.cc-k.om-§.p-p.l-l.i-i.ss-s.e-°.m-m.ent-@"
"!accord!","!akOR!","accord",136.15,1,8,6,2,11,"a-kOR",2,"0,79","0,3","1","3","0,6","0,01","2","2","a-a.cc-k.o-O.r-R.d-#"
"!accorder!","!akORde!","accorder",67.84,1,10,8,3,7,"a-kOR-de",3,"0,85","0,3","1","3","0,72","0,05","2","2","a-a.cc-k.o-O.r-R.d-d.er-e"
"!accordé!","!akORde!","accordé",1.08,1,9,8,5,7,"a-kOR-de",3,"0,85","0,3","1","3","0,73","0,05","1","2","a-a.cc-k.o-O.r-R.d-d.é-e"
"!accordéon!","!akORde&!","accordéon",5.47,1,11,9,0,1,"a-kOR-de-§",4,"0,87","0,3","1","3","0,75","0,05","2","2","a-a.cc-k.o-O.r-R.d-d.é-e.on-§"
"!accordéoniste!","!akORdeonist!","accordéoniste",1.69,1,15,13,0,0,"a-kOR-de-o-nist",5,"0,83","0,3","2","3","0,77","0,05","1","2","a-a.cc-k.o-O.r-R.d-d.é-e.o-o.n-n.i-i.s-s.t-t.e-#"
"!accoster!","!akOste!","accoster",4.19,1,10,8,1,4,"a-kOs-te",3,"0,75","0,3","2","3","0,61","0,05","2","2","a-a.cc-k.o-O.s-s.t-t.er-e"
"!accotement!","!akOt°m@!","accotement",1.42,1,12,9,1,2,"a-kO-t°-m@",4,"0,7","0,3","2","3","0,74","0,05","2","2","a-a.cc-k.o-O.t-t.e-°.m-m.ent-@"
"!accoter!","!akote!","accoter",2.43,1,9,7,1,8,"a-ko-te",3,"0,88","0,7","0","0","0,63","0,05","2","2","a-a.cc-k.o-o.t-t.er-e"
"!accouchement!","!akuS°m@!","accouchement",3.92,1,14,9,0,2,"a-ku-S°-m@",4,"0,79","0,34","1","7","0,75","0,05","2","2","a-a.cc-k.ou-u.ch-S.e-°.m-m.ent-@"
"!accoucher!","!akuSe!","accoucher",7.43,1,11,7,2,7,"a-ku-Se",3,"0,93","0,79","0","0","0,66","0,05","2","2","a-a.cc-k.ou-u.ch-S.er-e"
"!accouchée!","!akuSe!","accouchée",1.15,1,11,7,1,7,"a-ku-Se",3,"0,94","0,79","0","0","0,72","0,05","1","2","a-a.cc-k.ou-u.ch-S.é-e.e-#"
"!accouder!","!akude!","accouder",17.7,1,10,7,1,7,"a-ku-de",3,"0,94","0,79","0","0","0,66","0,05","2","2","a-a.cc-k.ou-u.d-d.er-e"
"!accoudoir!","!akudwaR!","accoudoir",5.2,1,11,9,0,0,"a-ku-dwaR",3,"0,95","0,79","0","0","0,83","0,05","1","2","a-a.cc-k.ou-u.d-d.oi-wa.r-R"
"!accouplement!","!akupl°m@!","accouplement",2.5,1,14,10,0,0,"a-ku-pl°-m@",4,"0,82","0,34","1","8","0,75","0,05","2","2","a-a.cc-k.ou-u.p-p.l-l.e-°.m-m.ent-@"
"!accoupler!","!akuple!","accoupler",3.24,1,11,8,0,3,"a-ku-ple",3,"0,95","0,79","0","0","0,68","0,05","2","2","a-a.cc-k.ou-u.p-p.l-l.er-e"
"!accourir!","!akuRiR!","accourir",19.05,1,10,8,0,3,"a-ku-RiR",3,"0,91","0,75","0","0","0,82","0,05","1","2","a-a.cc-k.ou-u.r-R.i-i.r-R"
"!accoutrement!","!akutR°m@!","accoutrement",2.7,1,14,10,0,0,"a-ku-tR°-m@",4,"0,81","0,34","1","8","0,77","0,05","2","2","a-a.cc-k.ou-u.t-t.r-R.e-°.m-m.ent-@"
"!accoutumance!","!akutym@s!","accoutumance",1.28,1,14,10,0,0,"a-ku-ty-m@s",4,"0,88","0,35","1","8","0,66","0,05","2","2","a-a.cc-k.ou-u.t-t.u-y.m-m.an-@.c-s.e-#"
"!accoutumer!","!akutyme!","accoutumer",9.12,1,12,9,0,3,"a-ku-ty-me",4,"0,93","0,79","0","0","0,73","0,05","2","2","a-a.cc-k.ou-u.t-t.u-y.m-m.er-e"
"!accoutumé!","!akutyme!","accoutumé",5,1,11,9,2,3,"a-ku-ty-me",4,"0,93","0,79","0","0","0,75","0,05","1","2","a-a.cc-k.ou-u.t-t.u-y.m-m.é-e"
"!accroc!","!akRo!","accroc",3.11,1,8,6,1,6,"a-kRo",2,"0,72","0,12","1","5","0,58","0","2","2","a-a.cc-k.r-R.o-o.c-#"
"!accrochage!","!akRoSaZ!","accrochage",1.49,1,12,9,0,0,"a-kRo-SaZ",3,"0,92","0,7","0","0","0,83","0,05","1","2","a-a.cc-k.r-R.o-o.ch-S.a-a.ge-Z"
"!accrocher!","!akRoSe!","accrocher",99.93,1,11,8,2,5,"a-kRo-Se",3,"0,9","0,7","0","0","0,7","0,05","2","2","a-a.cc-k.r-R.o-o.ch-S.er-e"
"!accroché!","!akRoSe!","accroché",3.51,1,10,8,2,5,"a-kRo-Se",3,"0,9","0,7","0","0","0,72","0,05","1","2","a-a.cc-k.r-R.o-o.ch-S.é-e"
"!accroissement!","!akRwas°m@!","accroissement",1.28,1,15,11,0,0,"ak-Rwa-s°-m@",4,"0,83","0,34","1","8","0,69","0,05","3","2","a-a.cc-k.r-R.oi-wa.ss-s.e-°.m-m.ent-@"
"!accroupi!","!akRupi!","accroupi",8.24,1,10,8,0,0,"a-kRu-pi",3,"0,95","0,79","0","0","0,71","0,05","1","2","a-a.cc-k.r-R.ou-u.p-p.i-i"
"!accroupir!","!akRupiR!","accroupir",24.93,1,11,9,3,1,"a-kRu-piR",3,"0,92","0,75","0","0","0,83","0,05","1","2","a-a.cc-k.r-R.ou-u.p-p.i-i.r-R"
"!accroître!","!akRwatR!","accroître",11.15,1,11,9,1,0,"ak-RwatR",2,"0,96","0,79","0","0","0,62","0,03","2","2","a-a.cc-k.r-R.oî-wa.t-t.r-R.e-#"
"!accru!","!akRy!","accru",3.04,1,7,6,1,4,"a-kRy",2,"0,94","0,79","0","0","0,67","0,05","1","2","a-a.cc-k.r-R.u-y"
"!accréditer!","!akRedite!","accréditer",1.55,1,12,10,0,3,"a-kRe-di-te",4,"0,93","0,75","0","0","0,76","0,05","2","2","a-a.cc-k.r-R.é-e.d-d.i-i.t-t.er-e"
"!accueil!","!ak9j!","accueil",16.42,1,9,6,0,2,"a-k9j",2,"0,94","0,79","0","0","0,42","0,02","2","2","a-a.cc-k.ue-9.il-j"
"!accueillant!","!ak9j@!","accueillant",5.07,1,13,7,2,4,"a-k9-j@",3,"0,88","0,62","0","0","0,36","0,02","3","2","a-a.cc-k.ue-9.ill-j.ant-@"
"!accueillir!","!ak9jiR!","accueillir",54.73,1,12,8,3,0,"a-k9-jiR",3,"0,85","0,62","0","0","0,52","0,02","3","2","a-a.cc-k.ue-9.ill-j.i-i.r-R"
"!acculer!","!akyle!","acculer",4.93,1,9,7,3,10,"a-ky-le",3,"0,94","0,79","0","0","0,65","0,05","2","2","a-a.cc-k.u-y.l-l.er-e"
"!accumulation!","!akymylasj&!","accumulation",3.78,1,14,12,0,0,"a-ky-my-la-sj§",5,"0,79","0,07","2","8","0,71","0,05","3","2","a-a.cc-k.u-y.m-m.u-y.l-l.a-a.t-s.i-j.on-§"
"!accumuler!","!akymyle!","accumuler",24.53,1,11,9,1,3,"a-ky-my-le",4,"0,94","0,79","0","0","0,74","0,05","2","2","a-a.cc-k.u-y.m-m.u-y.l-l.er-e"
"!accusateur!","!akyzat9R!","accusateur",1.42,1,12,10,0,0,"a-ky-za-t9R",4,"0,83","0,51","0","0","0,84","0,05","1","2","a-a.cc-k.u-y.s-z.a-a.t-t.eu-9.r-R"
"!accusateur!","!akyzat9R!","accusateur",1.28,1,12,10,0,0,"a-ky-za-t9R",4,"0,83","0,51","0","0","0,84","0,05","1","2","a-a.cc-k.u-y.s-z.a-a.t-t.eu-9.r-R"
"!accusation!","!akyzasj&!","accusation",8.85,1,12,10,0,0,"a-ky-za-sj§",4,"0,69","0,07","2","6","0,65","0,05","3","2","a-a.cc-k.u-y.s-z.a-a.t-s.i-j.on-§"
"!accuser!","!akyze!","accuser",39.93,1,9,7,3,7,"a-ky-ze",3,"0,84","0,51","0","0","0,66","0,05","2","2","a-a.cc-k.u-y.s-z.er-e"
"!accusé!","!akyze!","accusé",2.16,1,8,7,3,7,"a-ky-ze",3,"0,84","0,51","0","0","0,68","0,05","1","2","a-a.cc-k.u-y.s-z.é-e"
"!accusé!","!akyze!","accusé",11.69,1,8,7,3,7,"a-ky-ze",3,"0,84","0,51","0","0","0,68","0,05","1","2","a-a.cc-k.u-y.s-z.é-e"
"!accès!","!aksE!","accès",23.78,1,7,6,2,6,"ak-sE",2,"0,79","0,2","1","2","0,37","0,12","3","2","a-a.cc-ks.è-E.s-#"
"!accéder!","!aksede!","accéder",12.97,1,9,8,1,5,"ak-se-de",3,"0,84","0,2","1","2","0,67","0,12","2","2","a-a.cc-ks.é-e.d-d.er-e"
"!accélérateur!","!akseleRat9R!","accélérateur",3.51,1,14,13,0,0,"ak-se-le-Ra-t9R",5,"0,87","0,2","1","2","0,86","0,12","1","2","a-a.cc-ks.é-e.l-l.é-e.r-R.a-a.t-t.eu-9.r-R"
"!accélération!","!akseleRasj&!","accélération",3.11,1,14,13,0,0,"ak-se-le-Ra-sj§",5,"0,75","0,07","3","2","0,71","0,1","3","2","a-a.cc-ks.é-e.l-l.é-e.r-R.a-a.t-s.i-j.on-§"
"!accélérer!","!akseleRe!","accélérer",17.97,1,11,10,1,4,"ak-se-le-Re",4,"0,89","0,2","1","2","0,74","0,12","2","2","a-a.cc-ks.é-e.l-l.é-e.r-R.er-e"
"!accéléré!","!akseleRe!","accéléré",2.03,1,10,10,1,4,"ak-se-le-Re",4,"0,89","0,2","1","2","0,75","0,12","1","2","a-a.cc-ks.é-e.l-l.é-e.r-R.é-e"
"!acerbe!","!asERb!","acerbe",1.22,1,8,7,0,0,"a-sERb",2,"0,78","0,35","2","2","0,69","0,21","1","2","a-a.c-s.e-E.r-R.b-b.e-#"
"!acharnement!","!aSaRn°m@!","acharnement",8.24,1,13,10,0,0,"a-SaR-n°-m@",4,"0,85","0,34","1","8","0,87","0,34","1","8","a-a.ch-S.a-a.r-R.n-n.e-°.m-m.ent-@"
"!acharner!","!aSaRne!","acharner",22.64,1,10,8,3,4,"a-SaR-ne",3,"0,99","0,93","0","0","0,83","0,32","1","6","a-a.ch-S.a-a.r-R.n-n.er-e"
"!acharné!","!aSaRne!","acharné",5.41,1,9,8,2,4,"a-SaR-ne",3,"0,99","0,93","0","0","0,85","0,42","0","0","a-a.ch-S.a-a.r-R.n-n.é-e"
"!achat!","!aSa!","achat",16.96,1,7,5,0,18,"a-Sa",2,"0,94","0,82","0","0","0,74","0,01","1","4","a-a.ch-S.a-a.t-#"
"!acheminer!","!aS°mine!","acheminer",6.15,1,11,9,0,4,"a-S°-mi-ne",4,"0,89","0,53","0","0","0,85","0,32","1","7","a-a.ch-S.e-°.m-m.i-i.n-n.er-e"
"!acheter!","!aS°te!","acheter",148.38,1,9,7,2,6,"a-S°-te",3,"0,88","0,53","0","0","0,84","0,32","1","5","a-a.ch-S.e-°.t-t.er-e"
"!acheteur!","!aS°t9R!","acheteur",5.47,1,10,8,0,1,"a-S°-t9R",3,"0,83","0,53","0","0","0,96","0,87","0","0","a-a.ch-S.e-°.t-t.eu-9.r-R"
"!achever!","!aS°ve!","achever",81.42,1,9,7,2,6,"a-S°-ve",3,"0,89","0,53","0","0","0,86","0,32","1","5","a-a.ch-S.e-°.v-v.er-e"
"!achevé!","!aS°ve!","achevé",6.69,1,8,7,2,6,"a-S°-ve",3,"0,89","0,53","0","0","0,88","0,42","0","0","a-a.ch-S.e-°.v-v.é-e"
"!achèvement!","!aSEv°m@!","achèvement",1.82,1,12,9,0,0,"a-SE-v°-m@",4,"0,83","0,34","1","7","0,77","0,16","2","3","a-a.ch-S.è-E.v-v.e-°.m-m.ent-@"
"!achélème!","!akelEm!","achélème",1.69,1,10,8,0,0,"a-ke-lEm",3,"0,86","0,06","1","2","0,62","0,02","2","2","a-a.ch-k.é-e.l-l.è-E.m-m.e-#"
"!acide!","!asid!","acide",8.31,1,7,6,2,7,"a-sid",2,"0,82","0,35","1","2","0,71","0,21","1","2","a-a.c-s.i-i.d-d.e-#"
"!acide!","!asid!","acide",4.8,1,7,6,2,7,"a-sid",2,"0,82","0,35","1","2","0,71","0,21","1","2","a-a.c-s.i-i.d-d.e-#"
"!acidulé!","!asidyle!","acidulé",1.55,1,9,9,0,0,"a-si-dy-le",4,"0,85","0,35","1","2","0,78","0,21","1","2","a-a.c-s.i-i.d-d.u-y.l-l.é-e"
"!acier!","!asje!","acier",34.46,1,7,6,1,5,"a-sje",2,"0,65","0,24","2","2","0,59","0,21","2","2","a-a.c-s.i-j.er-e"
"!acolyte!","!akolit!","acolyte",1.96,1,9,8,1,2,"a-ko-lit",3,"0,86","0,64","0","0","0,68","0,04","1","5","a-a.c-k.o-o.l-l.y-i.t-t.e-#"
"!acompte!","!ak&t!","acompte",1.15,1,9,6,0,3,"a-k§t",2,"0,76","0,01","1","4","0,53","0,06","2","3","a-a.c-k.om-§.p-#.t-t.e-#"
"!acoquiner!","!akokine!","acoquiner",1.01,1,11,9,0,1,"a-ko-ki-ne",4,"0,87","0,64","0","0","0,69","0,3","2","4","a-a.c-k.o-o.qu-k.i-i.n-n.er-e"
"!acquiescement!","!akjEs°m@!","acquiescement",2.84,1,15,10,0,0,"a-kjE-s°-m@",4,"0,68","0,24","3","3","0,59","0,01","3","2","a-a.cqu-k.i-j.e-E.sc-s.e-°.m-m.ent-@"
"!acquiescer!","!akjese!","acquiescer",12.43,1,12,8,1,1,"a-kje-se",3,"0,71","0,04","2","3","0,37","0,01","4","2","a-a.cqu-k.i-j.e-e.sc-s.er-e"
"!acquis!","!aki!","acquis",6.28,1,8,5,1,19,"a-ki",2,"0,93","0,75","0","0","0,53","0,01","2","2","a-a.cqu-k.i-i.s-#"
"!acquis!","!aki!","acquis",1.69,1,8,5,1,19,"a-ki",2,"0,93","0,75","0","0","0,53","0,01","2","2","a-a.cqu-k.i-i.s-#"
"!acquisition!","!akizisj&!","acquisition",3.78,1,13,10,0,1,"a-ki-zi-sj§",4,"0,66","0,07","2","6","0,64","0,01","3","2","a-a.cqu-k.i-i.s-z.i-i.t-s.i-j.on-§"
"!acquit!","!aki!","acquit",2.23,1,8,5,2,19,"a-ki",2,"0,89","0,75","0","0","0,49","0,01","2","2","a-a.cqu-k.i-i.t-#"
"!acquitter!","!akite!","acquitter",6.82,1,11,7,2,10,"a-ki-te",3,"0,95","0,75","0","0","0,47","0,01","3","2","a-a.cqu-k.i-i.tt-t.er-e"
"!acquéreur!","!akeR9R!","acquéreur",1.08,1,11,8,0,1,"a-ke-R9R",3,"0,93","0,57","0","0","0,79","0,01","1","2","a-a.cqu-k.é-e.r-R.eu-9.r-R"
"!acquérir!","!akeRiR!","acquérir",29.66,1,10,8,0,6,"a-ke-RiR",3,"0,96","0,75","0","0","0,81","0,01","1","2","a-a.cqu-k.é-e.r-R.i-i.r-R"
"!acrobate!","!akRobat!","acrobate",4.12,1,10,9,0,0,"a-kRo-bat",3,"0,9","0,64","0","0","0,84","0,4","0","0","a-a.c-k.r-R.o-o.b-b.a-a.t-t.e-#"
"!acrobatie!","!akRobasi!","acrobatie",2.57,1,11,10,0,0,"a-kRo-ba-si",4,"0,79","0,07","1","7","0,76","0,1","1","7","a-a.c-k.r-R.o-o.b-b.a-a.t-s.i-i.e-#"
"!acrobatique!","!akRobatik!","acrobatique",1.01,1,13,11,0,0,"a-kRo-ba-tik",4,"0,9","0,64","0","0","0,8","0,3","1","9","a-a.c-k.r-R.o-o.b-b.a-a.t-t.i-i.qu-k.e-#"
"!acte!","!akt!","acte",57.3,1,6,5,6,14,"akt",1,"0,89","0,64","0","0","0,73","0,4","0","0","a-a.c-k.t-t.e-#"
"!acteur!","!akt9R!","acteur",38.31,1,8,7,1,0,"ak-t9R",2,"0,83","0,57","0","0","0,88","0,6","0","0","a-a.c-k.t-t.eu-9.r-R"
"!actif!","!aktif!","actif",13.65,1,7,7,0,2,"ak-tif",2,"0,86","0,64","0","0","0,88","0,6","0","0","a-a.c-k.t-t.i-i.f-f"
"!actif!","!aktif!","actif",1.49,1,7,7,0,2,"ak-tif",2,"0,86","0,64","0","0","0,88","0,6","0","0","a-a.c-k.t-t.i-i.f-f"
"!action!","!aksj&!","action",87.43,1,8,7,0,5,"ak-sj§",2,"0,59","0,07","2","3","0,57","0,1","2","3","a-a.c-k.t-s.i-j.on-§"
"!actionner!","!aksjone!","actionner",5.61,1,11,9,1,3,"ak-sjo-ne",3,"0,66","0,07","2","3","0,57","0,1","3","3","a-a.c-k.t-s.i-j.o-o.nn-n.er-e"
"!activement!","!aktiv°m@!","activement",3.51,1,12,10,0,0,"ak-ti-v°-m@",4,"0,77","0,34","1","8","0,84","0,34","1","8","a-a.c-k.t-t.i-i.v-v.e-°.m-m.ent-@"
"!activer!","!aktive!","activer",6.62,1,9,8,2,4,"ak-ti-ve",3,"0,89","0,64","0","0","0,8","0,32","1","6","a-a.c-k.t-t.i-i.v-v.er-e"
"!activité!","!aktivite!","activité",38.92,1,10,10,0,0,"ak-ti-vi-te",4,"0,87","0,64","0","0","0,84","0,42","0","0","a-a.c-k.t-t.i-i.v-v.i-i.t-t.é-e"
"!actualité!","!aktyalite!","actualité",8.72,1,11,11,1,1,"ak-t8a-li-te",4,"0,81","0,08","1","4","0,85","0,42","0","0","a-a.c-k.t-t.u-8.a-a.l-l.i-i.t-t.é-e"
"!actuel!","!aktyEl!","actuel",20.68,1,8,8,0,1,"ak-t8El",2,"0,67","0,08","2","4","0,85","0,6","0","0","a-a.c-k.t-t.u-8.e-E.l-l"
"!actuellement!","!aktyEl°m@!","actuellement",16.69,1,14,11,0,0,"ak-t8E-l°-m@",4,"0,64","0,08","3","4","0,72","0,09","2","6","a-a.c-k.t-t.u-8.e-E.ll-l.e-°.m-m.ent-@"
"!acuité!","!akyite!","acuité",3.18,1,8,8,1,1,"a-k8i-te",3,"0,91","0,64","0","0","0,79","0,42","0","0","a-a.c-k.ui-8i.t-t.é-e"
"!acéré!","!aseRe!","acéré",2.43,1,7,7,1,9,"a-se-Re",3,"0,87","0,35","1","2","0,7","0,21","1","2","a-a.c-s.é-e.r-R.é-e"
"!acétylène!","!asetilEn!","acétylène",1.96,1,11,10,0,0,"a-se-ti-lEn",4,"0,89","0,35","1","2","0,59","0,04","3","2","a-a.c-s.é-e.t-t.y-i.l-l.è-E.n-n.e-#"
"!adaptation!","!adaptasj&!","adaptation",4.66,1,12,11,0,0,"a-dap-ta-sj§",4,"0,8","0,07","2","7","0,78","0,1","2","7","a-a.d-d.a-a.p-p.t-t.a-a.t-s.i-j.on-§"
"!adapter!","!adapte!","adapter",12.57,1,9,8,3,4,"a-dap-te",3,"0,98","0,93","0","0","0,84","0,32","1","6","a-a.d-d.a-a.p-p.t-t.er-e"
"!addition!","!adisj&!","addition",9.53,1,10,8,1,4,"a-di-sj§",3,"0,68","0,07","2","4","0,54","0","3","2","a-a.dd-d.i-i.t-s.i-j.on-§"
"!additionner!","!adisjone!","additionner",2.64,1,13,10,3,3,"a-di-sjo-ne",4,"0,72","0,07","2","4","0,54","0","4","2","a-a.dd-d.i-i.t-s.i-j.o-o.nn-n.er-e"
"!adepte!","!adEpt!","adepte",2.84,1,8,7,2,2,"a-dEpt",2,"0,88","0,38","1","3","0,8","0,4","0","0","a-a.d-d.e-E.p-p.t-t.e-#"
"!adhérent!","!adeR@!","adhérent",1.01,1,10,7,2,7,"a-de-R@",3,"0,89","0,34","1","6","0,77","0,34","1","6","a-a.d-d.h-#.é-e.r-R.ent-@"
"!adhérer!","!adeRe!","adhérer",5.07,1,9,7,1,9,"a-de-Re",3,"1","0,99","0","0","0,76","0,32","1","6","a-a.d-d.h-#.é-e.r-R.er-e"
"!adhésion!","!adezj&!","adhésion",6.55,1,10,8,0,0,"a-de-zj§",3,"0,82","0,24","1","6","0,78","0,35","1","7","a-a.d-d.h-#.é-e.s-z.i-j.on-§"
"!adieu!","!adj2!","adieu",38.04,1,7,6,0,1,"a-dj2",2,"0,8","0,24","1","3","0,92","0,83","0","0","a-a.d-d.i-j.eu-2"
"!adieu!","!adj2!","adieu",7.36,1,7,6,0,1,"a-dj2",2,"0,8","0,24","1","3","0,92","0,83","0","0","a-a.d-d.i-j.eu-2"
"!adipeux!","!adip2!","adipeux",1.28,1,9,7,0,0,"a-di-p2",3,"0,85","0,43","1","5","0,78","0,02","1","6","a-a.d-d.i-i.p-p.eu-2.x-#"
"!adja!","!adZa!","adja",1.01,1,6,6,0,2,"ad-Za",2,"0,99","0,98","0","0","0,73","0,16","1","3","a-a.d-d.j-Z.a-a"
"!adjectif!","!adZEktif!","adjectif",3.51,1,10,10,0,1,"ad-ZEk-tif",3,"0,83","0,38","1","4","0,77","0,16","1","3","a-a.d-d.j-Z.e-E.c-k.t-t.i-i.f-f"
"!adjoindre!","!adZw5dR!","adjoindre",2.97,1,11,9,1,0,"ad-Zw5dR",2,"1","0,98","0","0","0,79","0,16","1","3","a-a.d-d.j-Z.oin-w5.d-d.r-R.e-#"
"!adjoint!","!adZw5!","adjoint",2.16,1,9,7,1,0,"ad-Zw5",2,"0,96","0,82","0","0","0,63","0,01","2","3","a-a.d-d.j-Z.oin-w5.t-#"
"!adjoint!","!adZw5!","adjoint",5.14,1,9,7,1,0,"ad-Zw5",2,"0,96","0,82","0","0","0,63","0,01","2","3","a-a.d-d.j-Z.oin-w5.t-#"
"!adjudant!","!adZyd@!","adjudant",22.23,1,10,8,1,3,"ad-Zy-d@",3,"0,98","0,89","0","0","0,8","0,16","1","3","a-a.d-d.j-Z.u-y.d-d.ant-@"
"!adjurer!","!adZyRe!","adjurer",2.97,1,9,8,2,5,"ad-Zy-Re",3,"0,98","0,89","0","0","0,74","0,16","2","3","a-a.d-d.j-Z.u-y.r-R.er-e"
"!admettre!","!admEtR!","admettre",59.46,1,10,8,1,4,"ad-mEtR",2,"0,91","0,38","1","4","0,71","0,07","1","5","a-a.d-d.m-m.e-E.tt-t.r-R.e-#"
"!administrateur!","!administRat9R!","administrateur",4.73,1,16,15,0,0,"ad-mi-nis-tRa-t9R",5,"0,88","0,49","1","7","0,89","0,38","0","0","a-a.d-d.m-m.i-i.n-n.i-i.s-s.t-t.r-R.a-a.t-t.eu-9.r-R"
"!administratif!","!administRatif!","administratif",11.08,1,15,15,0,1,"ad-mi-nis-tRa-tif",5,"0,89","0,49","1","7","0,89","0,38","0","0","a-a.d-d.m-m.i-i.n-n.i-i.s-s.t-t.r-R.a-a.t-t.i-i.f-f"
"!administration!","!administRasj&!","administration",26.42,1,16,15,0,0,"ad-mi-nis-tRa-sj§",5,"0,79","0,07","3","7","0,78","0,1","2","11","a-a.d-d.m-m.i-i.n-n.i-i.s-s.t-t.r-R.a-a.t-s.i-j.on-§"
"!administrer!","!administRe!","administrer",8.04,1,13,12,2,3,"ad-mi-nis-tRe",4,"0,89","0,49","1","7","0,82","0,32","1","10","a-a.d-d.m-m.i-i.n-n.i-i.s-s.t-t.r-R.er-e"
"!administré!","!administRe!","administré",1.62,1,12,12,2,3,"ad-mi-nis-tRe",4,"0,89","0,49","1","7","0,83","0,38","0","0","a-a.d-d.m-m.i-i.n-n.i-i.s-s.t-t.r-R.é-e"
"!admirable!","!admiRabl!","admirable",31.55,1,11,10,0,0,"ad-mi-Rabl",3,"0,97","0,75","0","0","0,9","0,4","0","0","a-a.d-d.m-m.i-i.r-R.a-a.b-b.l-l.e-#"
"!admirablement!","!admiRabl°m@!","admirablement",4.73,1,15,13,0,0,"ad-mi-Ra-bl°-m@",5,"0,87","0,34","1","11","0,9","0,34","1","11","a-a.d-d.m-m.i-i.r-R.a-a.b-b.l-l.e-°.m-m.ent-@"
"!admirateur!","!admiRat9R!","admirateur",5.14,1,12,11,0,0,"ad-mi-Ra-t9R",4,"0,91","0,57","0","0","0,95","0,87","0","0","a-a.d-d.m-m.i-i.r-R.a-a.t-t.eu-9.r-R"
"!admiratif!","!admiRatif!","admiratif",6.96,1,11,11,0,1,"ad-mi-Ra-tif",4,"0,93","0,75","0","0","0,96","0,91","0","0","a-a.d-d.m-m.i-i.r-R.a-a.t-t.i-i.f-f"
"!admiration!","!admiRasj&!","admiration",32.7,1,12,11,0,0,"ad-mi-Ra-sj§",4,"0,78","0,07","2","7","0,79","0,1","2","7","a-a.d-d.m-m.i-i.r-R.a-a.t-s.i-j.on-§"
"!admirer!","!admiRe!","admirer",68.18,1,9,8,2,4,"ad-mi-Re",3,"0,96","0,75","0","0","0,86","0,32","1","6","a-a.d-d.m-m.i-i.r-R.er-e"
"!admis!","!admi!","admis",1.96,1,7,6,1,2,"ad-mi",2,"1","1","0","0","0,78","0,2","1","4","a-a.d-d.m-m.is-i"
"!admission!","!admisj&!","admission",1.82,1,11,9,0,1,"ad-mi-sj§",3,"0,85","0,24","1","6","0,76","0,27","2","5","a-a.d-d.m-m.i-i.ss-s.i-j.on-§"
"!adolescence!","!adoles@s!","adolescence",13.78,1,13,10,1,1,"a-do-le-s@s",4,"0,77","0,04","2","5","0,54","0,02","4","5","a-a.d-d.o-o.l-l.e-e.sc-s.en-@.c-s.e-#"
"!adolescent!","!adoles@!","adolescent",7.43,1,12,9,0,0,"a-do-le-s@",4,"0,72","0,04","2","5","0,6","0,02","3","5","a-a.d-d.o-o.l-l.e-e.sc-s.ent-@"
"!adolescent!","!adoles@!","adolescent",25.2,1,12,9,0,0,"a-do-le-s@",4,"0,72","0,04","2","5","0,6","0,02","3","5","a-a.d-d.o-o.l-l.e-e.sc-s.ent-@"
"!adonner!","!adone!","adonner",5.74,1,9,7,2,8,"a-do-ne",3,"0,94","0,7","0","0","0,69","0,24","2","4","a-a.d-d.o-o.nn-n.er-e"
"!adopter!","!adOpte!","adopter",29.86,1,9,8,2,5,"a-dOp-te",3,"0,87","0,3","1","3","0,85","0,32","1","6","a-a.d-d.o-O.p-p.t-t.er-e"
"!adoptif!","!adOptif!","adoptif",3.38,1,9,9,0,1,"a-dOp-tif",3,"0,85","0,3","1","3","0,95","0,87","0","0","a-a.d-d.o-O.p-p.t-t.i-i.f-f"
"!adoption!","!adOpsj&!","adoption",2.91,1,10,9,0,1,"a-dOp-sj§",3,"0,66","0,07","3","3","0,73","0,1","2","5","a-a.d-d.o-O.p-p.t-s.i-j.on-§"
"!adopté!","!adOpte!","adopté",1.28,1,8,8,3,5,"a-dOp-te",3,"0,87","0,3","1","3","0,86","0,42","0","0","a-a.d-d.o-O.p-p.t-t.é-e"
"!adorable!","!adoRabl!","adorable",7.97,1,10,9,0,0,"a-do-Rabl",3,"0,96","0,7","0","0","0,89","0,4","0","0","a-a.d-d.o-o.r-R.a-a.b-b.l-l.e-#"
"!adorateur!","!adoRat9R!","adorateur",1.82,1,11,10,0,0,"a-do-Ra-t9R",4,"0,9","0,57","0","0","0,95","0,87","0","0","a-a.d-d.o-o.r-R.a-a.t-t.eu-9.r-R"
"!adoration!","!adoRasj&!","adoration",5.07,1,11,10,0,0,"a-do-Ra-sj§",4,"0,75","0,07","2","6","0,76","0,1","2","6","a-a.d-d.o-o.r-R.a-a.t-s.i-j.on-§"
"!adorer!","!adoRe!","adorer",44.59,1,8,7,2,7,"a-do-Re",3,"0,94","0,7","0","0","0,83","0,32","1","5","a-a.d-d.o-o.r-R.er-e"
