word,pron,phono,segm,pseg,gpmatch
agréable,agReabl*,a.gRe.a.bl*,a.g.r.é.a.b.l.e,a.g.R.e.a.b.l.*,a-a.g-g.r-R.é-e.a-a.b-b.l-l.e-*
agréables,agReabl*,a.gRe.a.bl*,a.g.r.é.a.b.l.e.s,a.g.R.e.a.b.l.*.#,a-a.g-g.r-R.é-e.a-a.b-b.l-l.e-*.s-#
agrippant,agRip@,a.gRi.p@,a.g.r.i.pp.an.t,a.g.R.i.p.@.#,a-a.g-g.r-R.i-i.pp-p.an-@.t-#
ahuri,ayRi,a.y.Ri,a.h.u.r.i,a.#.y.R.i,a-a.h-#.u-y.r-R.i-i
ahuri,ayRi,a.y.Ri,a.h.u.r.i,a.#.y.R.i,a-a.h-#.u-y.r-R.i-i
ahuri,ayRi,a.y.Ri,a.h.u.r.i,a.#.y.R.i,a-a.h-#.u-y.r-R.i-i
ai,e,e,ai,e,ai-e
aida,eda,e.da,ai.d.a,e.d.a,ai-e.d-d.a-a
aidant,ed@,e.d@,ai.d.an.t,e.d.@.#,ai-e.d-d.an-@.t-#
aide,ed,ed,ai.d.e,e.d.#,ai-e.d-d.e-#
aide,ed,ed,ai.d.e,e.d.#,ai-e.d-d.e-#
aider,ede,e.de,ai.d.er,e.d.e,ai-e.d-d.er-e
aidera,edRa,e.dRa,ai.d.e.r.a,e.d.#.R.a,ai-e.d-d.e-#.r-R.a-a
aiderai,edRe,e.dRe,ai.d.e.r.ai,e.d.#.R.e,ai-e.d-d.e-#.r-R.ai-e
aiderais,edRe,e.dRe,ai.d.e.r.ai.s,e.d.#.R.e.#,ai-e.d-d.e-#.r-R.ai-e.s-#
aides,ed,ed,ai.d.e.s,e.d.#.#,ai-e.d-d.e-#.s-#
aidés,ede,e.de,ai.d.é.s,e.d.e.#,ai-e.d-d.é-e.s-#
aidez,ede,e.de,ai.d.ez,e.d.e,ai-e.d-d.ez-e
aidiez,edje,e.dje,ai.d.i.ez,e.d.j.e,ai-e.d-d.i-j.ez-e
aie,e,e,ai.e,e.#,ai-e.e-#
aïeul,aj2l,a.j2l,a.ï.eu.l,a.j.2.l,a-a.ï-j.eu-2.l-l
aigle,egl*,e.gl*,ai.g.l.e,e.g.l.*,ai-e.g-g.l-l.e-*
aiguës,egy,e.gy,ai.g.u.ë.s,e.g.y.#.#,ai-e.g-g.u-y.ë-#.s-#
aiguille,eg8ij,e.g8ij,ai.gu.ill.e,e.g8.ij.#,ai-e.gu-g8.ill-ij.e-#
aiguilles,eg8ij,e.g8ij,ai.gu.ill.e.s,e.g8.ij.#.#,ai-e.gu-g8.ill-ij.e-#.s-#
aigus,egy,e.gy,ai.g.u.s,e.g.y.#,ai-e.g-g.u-y.s-#
ail,aj,aj,a.il,a.j,a-a.il-j
aile,el,el,ai.l.e,e.l.#,ai-e.l-l.e-#
ailes,el,el,ai.l.e.s,e.l.#.#,ai-e.l-l.e-#.s-#
ailleurs,aj2R,a.j2R,a.ill.eu.r.s,a.j.2.R.#,a-a.ill-j.eu-2.r-R.s-#
aima,ema,e.ma,ai.m.a,e.m.a,ai-e.m-m.a-a
aimable,emabl*,e.ma.bl*,ai.m.a.b.l.e,e.m.a.b.l.*,ai-e.m-m.a-a.b-b.l-l.e-*
aimablement,emabl*m@,e.ma.bl*.m@,ai.m.a.b.l.e.m.en.t,e.m.a.b.l.*.m.@.#,ai-e.m-m.a-a.b-b.l-l.e-*.m-m.en-@.t-#
aimables,emabl*,e.ma.bl*,ai.m.a.b.l.e.s,e.m.a.b.l.*.#,ai-e.m-m.a-a.b-b.l-l.e-*.s-#
aimaient,eme,e.me,ai.m.ai.e.n.t,e.m.e.#.#.#,ai-e.m-m.ai-e.e-#.n-#.t-#
aimais,eme,e.me,ai.m.ai.s,e.m.e.#,ai-e.m-m.ai-e.s-#
aimait,eme,e.me,ai.m.ai.t,e.m.e.#,ai-e.m-m.ai-e.t-#
aimant,em@,e.m@,ai.m.an.t,e.m.@.#,ai-e.m-m.an-@.t-#
aimant,em@,e.m@,ai.m.an.t,e.m.@.#,ai-e.m-m.an-@.t-#
aime,em,em,ai.m.e,e.m.#,ai-e.m-m.e-#
aimé,eme,e.me,ai.m.é,e.m.e,ai-e.m-m.é-e
aimé,eme,e.me,ai.m.é,e.m.e,ai-e.m-m.é-e
aiment,em,em,ai.m.e.n.t,e.m.#.#.#,ai-e.m-m.e-#.n-#.t-#
aimer,eme,e.me,ai.m.er,e.m.e,ai-e.m-m.er-e
aimerai,emRe,em.Re,ai.m.e.r.ai,e.m.#.R.e,ai-e.m-m.e-#.r-R.ai-e
aimeraient,emRe,em.Re,ai.m.e.r.ai.e.n.t,e.m.#.R.e.#.#.#,ai-e.m-m.e-#.r-R.ai-e.e-#.n-#.t-#
aimerais,emRe,em.Re,ai.m.e.r.ai.s,e.m.#.R.e.#,ai-e.m-m.e-#.r-R.ai-e.s-#
aimerait,emRe,em.Re,ai.m.e.r.ai.t,e.m.#.R.e.#,ai-e.m-m.e-#.r-R.ai-e.t-#
aimes,em,em,ai.m.e.s,e.m.#.#,ai-e.m-m.e-#.s-#
aimez,eme,e.me,ai.m.ez,e.m.e,ai-e.m-m.ez-e
aimons,em§,e.m§,ai.m.on.s,e.m.§.#,ai-e.m-m.on-§.s-#
aînée,ene,e.ne,aî.n.é.e,e.n.e.#,aî-e.n-n.é-e.e-#
ainsi,5si,5.si,ain.s.i,5.s.i,ain-5.s-s.i-i
air,eR,eR,ai.r,e.R,ai-e.r-R
aire,eR,eR,ai.r.e,e.R.#,ai-e.r-R.e-#
aires,eR,eR,ai.r.e.s,e.R.#.#,ai-e.r-R.e-#.s-#
airs,eR,eR,ai.r.s,e.R.#,ai-e.r-R.s-#
aisément,ezem@,e.ze.m@,ai.s.é.m.en.t,e.z.e.m.@.#,ai-e.s-z.é-e.m-m.en-@.t-#
ait,e,e,ai.t,e.#,ai-e.t-#
aix,eks,eks,ai.x,e.ks,ai-e.x-ks
ajaccio,aZaksio,a.Zak.si.o,a.j.a.cc.i.o,a.Z.a.ks.i.o,a-a.j-Z.a-a.cc-ks.i-i.o-o
ajouta,aZuta,a.Zu.ta,a.j.ou.t.a,a.Z.u.t.a,a-a.j-Z.ou-u.t-t.a-a
ajoutait,aZute,a.Zu.te,a.j.ou.t.ai.t,a.Z.u.t.e.#,a-a.j-Z.ou-u.t-t.ai-e.t-#
ajoute,aZut,a.Zut,a.j.ou.t.e,a.Z.u.t.#,a-a.j-Z.ou-u.t-t.e-#
ajouté,aZute,a.Zu.te,a.j.ou.t.é,a.Z.u.t.e,a-a.j-Z.ou-u.t-t.é-e
ajouter,aZute,a.Zu.te,a.j.ou.t.er,a.Z.u.t.e,a-a.j-Z.ou-u.t-t.er-e
ajoutes,aZut,a.Zut,a.j.ou.t.e.s,a.Z.u.t.#.#,a-a.j-Z.ou-u.t-t.e-#.s-#
ajoutez,aZute,a.Zu.te,a.j.ou.t.ez,a.Z.u.t.e,a-a.j-Z.ou-u.t-t.ez-e
alain,al5,a.l5,a.l.ain,a.l.5,a-a.l-l.ain-5
alarme,alaRm*,a.laR.m*,a.l.a.r.m.e,a.l.a.R.m.*,a-a.l-l.a-a.r-R.m-m.e-*
alaska,alaska,a.las.ka,a.l.a.s.k.a,a.l.a.s.k.a,a-a.l-l.a-a.s-s.k-k.a-a
albert,albeR,al.beR,a.l.b.e.r.t,a.l.b.e.R.#,a-a.l-l.b-b.e-e.r-R.t-#
album,albom,al.bom,a.l.b.um,a.l.b.om,a-a.l-l.b-b.um-om
albums,albom,al.bom,a.l.b.um.s,a.l.b.om.#,a-a.l-l.b-b.um-om.s-#
alcool,alkol,al.kol,a.l.c.oo.l,a.l.k.o.l,a-a.l-l.c-k.oo-o.l-l
alerté,aleRte,a.leR.te,a.l.e.r.t.é,a.l.e.R.t.e,a-a.l-l.e-e.r-R.t-t.é-e
alexandre,aleks@dR*,a.lek.s@.dR*,a.l.e.x.an.d.r.e,a.l.e.ks.@.d.R.*,a-a.l-l.e-e.x-ks.an-@.d-d.r-R.e-*
alexis,aleksi,a.lek.si,a.l.e.x.i.s,a.l.e.ks.i.#,a-a.l-l.e-e.x-ks.i-i.s-#
algue,alg*,al.g*,a.l.gu.e,a.l.g.*,a-a.l-l.gu-g.e-*
algues,alg*,al.g*,a.l.gu.e.s,a.l.g.*.#,a-a.l-l.gu-g.e-*.s-#
ali,ali,a.li,a.l.i,a.l.i,a-a.l-l.i-i
alice,alis,a.lis,a.l.i.c.e,a.l.i.s.#,a-a.l-l.i-i.c-s.e-#
alignaient,aliNe,a.li.Ne,a.l.i.gn.ai.e.n.t,a.l.i.N.e.#.#.#,a-a.l-l.i-i.gn-N.ai-e.e-#.n-#.t-#
aligne,aliN,a.liN,a.l.i.gn.e,a.l.i.N.#,a-a.l-l.i-i.gn-N.e-#
alignées,aliNe,a.li.Ne,a.l.i.gn.é.e.s,a.l.i.N.e.#.#,a-a.l-l.i-i.gn-N.é-e.e-#.s-#
aligner,aliNe,a.li.Ne,a.l.i.gn.er,a.l.i.N.e,a-a.l-l.i-i.gn-N.er-e
alignés,aliNe,a.li.Ne,a.l.i.gn.é.s,a.l.i.N.e.#,a-a.l-l.i-i.gn-N.é-e.s-#
alignez,aliNe,a.li.Ne,a.l.i.gn.ez,a.l.i.N.e,a-a.l-l.i-i.gn-N.ez-e
aliment,alim@,a.li.m@,a.l.i.m.en.t,a.l.i.m.@.#,a-a.l-l.i-i.m-m.en-@.t-#
alimentaire,alim@teR,a.li.m@.teR,a.l.i.m.en.t.ai.r.e,a.l.i.m.@.t.e.R.#,a-a.l-l.i-i.m-m.en-@.t-t.ai-e.r-R.e-#
alimentaires,alim@teR,a.li.m@.teR,a.l.i.m.en.t.ai.r.e.s,a.l.i.m.@.t.e.R.#.#,a-a.l-l.i-i.m-m.en-@.t-t.ai-e.r-R.e-#.s-#
aliments,alim@,a.li.m@,a.l.i.m.en.t.s,a.l.i.m.@.#.#,a-a.l-l.i-i.m-m.en-@.t-#.s-#
alla,ala,a.la,a.ll.a,a.l.a,a-a.ll-l.a-a
allai,ale,a.le,a.ll.ai,a.l.e,a-a.ll-l.ai-e
allaient,ale,a.le,a.ll.ai.e.n.t,a.l.e.#.#.#,a-a.ll-l.ai-e.e-#.n-#.t-#
allais,ale,a.le,a.ll.ai.s,a.l.e.#,a-a.ll-l.ai-e.s-#
allait,ale,a.le,a.ll.ai.t,a.l.e.#,a-a.ll-l.ai-e.t-#
allaite,alet,a.let,a.ll.ai.t.e,a.l.e.t.#,a-a.ll-l.ai-e.t-t.e-#
allaiter,alete,a.le.te,a.ll.ai.t.er,a.l.e.t.e,a-a.ll-l.ai-e.t-t.er-e
allant,al@,a.l@,a.ll.an.t,a.l.@.#,a-a.ll-l.an-@.t-#
allé,ale,a.le,a.ll.é,a.l.e,a-a.ll-l.é-e
alléché,aleSe,a.le.Se,a.ll.é.ch.é,a.l.e.S.e,a-a.ll-l.é-e.ch-S.é-e
allée,ale,a.le,a.ll.é.e,a.l.e.#,a-a.ll-l.é-e.e-#
allée,ale,a.le,a.ll.é.e,a.l.e.#,a-a.ll-l.é-e.e-#
allées,ale,a.le,a.ll.é.e.s,a.l.e.#.#,a-a.ll-l.é-e.e-#.s-#
allées,ale,a.le,a.ll.é.e.s,a.l.e.#.#,a-a.ll-l.é-e.e-#.s-#
allemagne,almaN,al.maN,a.ll.e.m.a.gn.e,a.l.#.m.a.N.#,a-a.ll-l.e-#.m-m.a-a.gn-N.e-#
aller,ale,a.le,a.ll.er,a.l.e,a-a.ll-l.er-e
aller,ale,a.le,a.ll.er,a.l.e,a-a.ll-l.er-e
allèrent,aleR,a.leR,a.ll.è.r.e.n.t,a.l.e.R.#.#.#,a-a.ll-l.è-e.r-R.e-#.n-#.t-#
allergie,aleRZi,a.leR.Zi,a.ll.e.r.g.i.e,a.l.e.R.Z.i.#,a-a.ll-l.e-e.r-R.g-Z.i-i.e-#
allergies,aleRZi,a.leR.Zi,a.ll.e.r.g.i.e.s,a.l.e.R.Z.i.#.#,a-a.ll-l.e-e.r-R.g-Z.i-i.e-#.s-#
allés,ale,a.le,a.ll.é.s,a.l.e.#,a-a.ll-l.é-e.s-#
allez,ale,a.le,a.ll.ez,a.l.e,a-a.ll-l.ez-e
alliez,alje,a.lje,a.ll.i.ez,a.l.j.e,a-a.ll-l.i-j.ez-e
alligator,aligatoR,a.li.ga.toR,a.ll.i.g.a.t.o.r,a.l.i.g.a.t.o.R,a-a.ll-l.i-i.g-g.a-a.t-t.o-o.r-R
allions,alj§,a.lj§,a.ll.i.on.s,a.l.j.§.#,a-a.ll-l.i-j.on-§.s-#
allonge,al§Z,a.l§Z,a.ll.on.g.e,a.l.§.Z.#,a-a.ll-l.on-§.g-Z.e-#
allongé,al§Ze,a.l§.Ze,a.ll.on.g.é,a.l.§.Z.e,a-a.ll-l.on-§.g-Z.é-e
allongée,al§Ze,a.l§.Ze,a.ll.on.g.é.e,a.l.§.Z.e.#,a-a.ll-l.on-§.g-Z.é-e.e-#
allongent,al§Z,a.l§Z,a.ll.on.g.e.n.t,a.l.§.Z.#.#.#,a-a.ll-l.on-§.g-Z.e-#.n-#.t-#
allonger,al§Ze,a.l§.Ze,a.ll.on.g.er,a.l.§.Z.e,a-a.ll-l.on-§.g-Z.er-e
allons,al§,a.l§,a.ll.on.s,a.l.§.#,a-a.ll-l.on-§.s-#
alluma,alyma,a.ly.ma,a.ll.u.m.a,a.l.y.m.a,a-a.ll-l.u-y.m-m.a-a
allumai,alyme,a.ly.me,a.ll.u.m.ai,a.l.y.m.e,a-a.ll-l.u-y.m-m.ai-e
allumaient,alyme,a.ly.me,a.ll.u.m.ai.e.n.t,a.l.y.m.e.#.#.#,a-a.ll-l.u-y.m-m.ai-e.e-#.n-#.t-#
allumant,alym@,a.ly.m@,a.ll.u.m.an.t,a.l.y.m.@.#,a-a.ll-l.u-y.m-m.an-@.t-#
allume,alym,a.lym,a.ll.u.m.e,a.l.y.m.#,a-a.ll-l.u-y.m-m.e-#
allumé,alyme,a.ly.me,a.ll.u.m.é,a.l.y.m.e,a-a.ll-l.u-y.m-m.é-e
allumé,alyme,a.ly.me,a.ll.u.m.é,a.l.y.m.e,a-a.ll-l.u-y.m-m.é-e
allumée,alyme,a.ly.me,a.ll.u.m.é.e,a.l.y.m.e.#,a-a.ll-l.u-y.m-m.é-e.e-#
allumée,alyme,a.ly.me,a.ll.u.m.é.e,a.l.y.m.e.#,a-a.ll-l.u-y.m-m.é-e.e-#
allumer,alyme,a.ly.me,a.ll.u.m.er,a.l.y.m.e,a-a.ll-l.u-y.m-m.er-e
allumés,alyme,a.ly.me,a.ll.u.m.é.s,a.l.y.m.e.#,a-a.ll-l.u-y.m-m.é-e.s-#
allumette,alymet,a.ly.met,a.ll.u.m.e.tt.e,a.l.y.m.e.t.#,a-a.ll-l.u-y.m-m.e-e.tt-t.e-#
allumettes,alymet,a.ly.met,a.ll.u.m.e.tt.e.s,a.l.y.m.e.t.#.#,a-a.ll-l.u-y.m-m.e-e.tt-t.e-#.s-#
allumez,alyme,a.ly.me,a.ll.u.m.ez,a.l.y.m.e,a-a.ll-l.u-y.m-m.ez-e
allure,alyR,a.lyR,a.ll.u.r.e,a.l.y.R.#,a-a.ll-l.u-y.r-R.e-#
almanach,almana,al.ma.na,a.l.m.a.n.a.c.h,a.l.m.a.n.a.#.#,a-a.l-l.m-m.a-a.n-n.a-a.c-#.h-#
alors,aloR,a.loR,a.l.o.r.s,a.l.o.R.#,a-a.l-l.o-o.r-R.s-#
alouette,alwet,a.lwet,a.l.ou.e.tt.e,a.l.w.e.t.#,a-a.l-l.ou-w.e-e.tt-t.e-#
alpes,alp*,al.p*,a.l.p.e.s,a.l.p.*.#,a-a.l-l.p-p.e-*.s-#
alpha,alfa,al.fa,a.l.ph.a,a.l.f.a,a-a.l-l.ph-f.a-a
alphabet,alfabe,al.fa.be,a.l.ph.a.b.e.t,a.l.f.a.b.e.#,a-a.l-l.ph-f.a-a.b-b.e-e.t-#
alpinistes,alpinist*,al.pi.nis.t*,a.l.p.i.n.i.s.t.e.s,a.l.p.i.n.i.s.t.*.#,a-a.l-l.p-p.i-i.n-n.i-i.s-s.t-t.e-*.s-#
alsace,alzas,al.zas,a.l.s.a.c.e,a.l.z.a.s.#,a-a.l-l.s-z.a-a.c-s.e-#
alsace,alzas,al.zas,a.l.s.a.c.e,a.l.z.a.s.#,a-a.l-l.s-z.a-a.c-s.e-#
aluminium,alyminjom,a.ly.mi.njom,a.l.u.m.i.n.i.u.m,a.l.y.m.i.n.j.o.m,a-a.l-l.u-y.m-m.i-i.n-n.i-j.u-o.m-m
amadou,amadu,a.ma.du,a.m.a.d.ou,a.m.a.d.u,a-a.m-m.a-a.d-d.ou-u
amaigri,amegRi,a.me.gRi,a.m.ai.g.r.i,a.m.e.g.R.i,a-a.m-m.ai-e.g-g.r-R.i-i
amande,am@d,a.m@d,a.m.an.d.e,a.m.@.d.#,a-a.m-m.an-@.d-d.e-#
amandes,am@d,a.m@d,a.m.an.d.e.s,a.m.@.d.#.#,a-a.m-m.an-@.d-d.e-#.s-#
amanite,amanit,a.ma.nit,a.m.a.n.i.t.e,a.m.a.n.i.t.#,a-a.m-m.a-a.n-n.i-i.t-t.e-#
amanites,amanit,a.ma.nit,a.m.a.n.i.t.e.s,a.m.a.n.i.t.#.#,a-a.m-m.a-a.n-n.i-i.t-t.e-#.s-#
amassent,amAs,a.mAs,a.m.a.ss.e.n.t,a.m.A.s.#.#.#,a-a.m-m.a-A.ss-s.e-#.n-#.t-#
ambition,@bisj§,@.bi.sj§,am.b.i.t.i.on,@.b.i.s.j.§,am-@.b-b.i-i.t-s.i-j.on-§
ambroise,@bRwaz,@.bRwaz,am.b.r.oi.s.e,@.b.R.wa.z.#,am-@.b-b.r-R.oi-wa.s-z.e-#
ambulance,@byl@s,@.by.l@s,am.b.u.l.an.c.e,@.b.y.l.@.s.#,am-@.b-b.u-y.l-l.an-@.c-s.e-#
ambulances,@byl@s,@.by.l@s,am.b.u.l.an.c.e.s,@.b.y.l.@.s.#.#,am-@.b-b.u-y.l-l.an-@.c-s.e-#.s-#
amédée,amede,a.me.de,a.m.é.d.é.e,a.m.e.d.e.#,a-a.m-m.é-e.d-d.é-e.e-#
amélioration,ameljoRasj§,a.me.ljo.Ra.sj§,a.m.é.l.i.o.r.a.t.i.on,a.m.e.l.j.o.R.a.s.j.§,a-a.m-m.é-e.l-l.i-j.o-o.r-R.a-a.t-s.i-j.on-§
amende,am@d,a.m@d,a.m.en.d.e,a.m.@.d.#,a-a.m-m.en-@.d-d.e-#
amène,amen,a.men,a.m.è.n.e,a.m.e.n.#,a-a.m-m.è-e.n-n.e-#
amène,amen,a.men,a.m.è.n.e,a.m.e.n.#,a-a.m-m.è-e.n-n.e-#
amener,amne,am.ne,a.m.e.n.er,a.m.#.n.e,a-a.m-m.e-#.n-n.er-e
amenez,amne,am.ne,a.m.e.n.ez,a.m.#.n.e,a-a.m-m.e-#.n-n.ez-e
américain,ameRik5,a.me.Ri.k5,a.m.é.r.i.c.ain,a.m.e.R.i.k.5,a-a.m-m.é-e.r-R.i-i.c-k.ain-5
amérique,ameRik,a.me.Rik,a.m.é.r.i.qu.e,a.m.e.R.i.k.#,a-a.m-m.é-e.r-R.i-i.qu-k.e-#
ami,ami,a.mi,a.m.i,a.m.i,a-a.m-m.i-i
ami,ami,a.mi,a.m.i,a.m.i,a-a.m-m.i-i
amie,ami,a.mi,a.m.i.e,a.m.i.#,a-a.m-m.i-i.e-#
amiens,amj5,a.mj5,a.m.i.en.s,a.m.j.5.#,a-a.m-m.i-j.en-5.s-#
amies,ami,a.mi,a.m.i.e.s,a.m.i.#.#,a-a.m-m.i-i.e-#.s-#
amiral,amiRal,a.mi.Ral,a.m.i.r.a.l,a.m.i.R.a.l,a-a.m-m.i-i.r-R.a-a.l-l
amis,ami,a.mi,a.m.i.s,a.m.i.#,a-a.m-m.i-i.s-#
amis,ami,a.mi,a.m.i.s,a.m.i.#,a-a.m-m.i-i.s-#
amitié,amitje,a.mi.tje,a.m.i.t.i.é,a.m.i.t.j.e,a-a.m-m.i-i.t-t.i-j.é-e
amour,amuR,a.muR,a.m.ou.r,a.m.u.R,a-a.m-m.ou-u.r-R
amoureux,amuR2,a.mu.R2,a.m.ou.r.eu.x,a.m.u.R.2.#,a-a.m-m.ou-u.r-R.eu-2.x-#
amours,amuR,a.muR,a.m.ou.r.s,a.m.u.R.#,a-a.m-m.ou-u.r-R.s-#
ampoule,@pul,@.pul,am.p.ou.l.e,@.p.u.l.#,am-@.p-p.ou-u.l-l.e-#
ampoules,@pul,@.pul,am.p.ou.l.e.s,@.p.u.l.#.#,am-@.p-p.ou-u.l-l.e-#.s-#
amusant,amyz@,a.my.z@,a.m.u.s.an.t,a.m.y.z.@.#,a-a.m-m.u-y.s-z.an-@.t-#
amusant,amyz@,a.my.z@,a.m.u.s.an.t,a.m.y.z.@.#,a-a.m-m.u-y.s-z.an-@.t-#
amusante,amyz@t,a.my.z@t,a.m.u.s.an.t.e,a.m.y.z.@.t.#,a-a.m-m.u-y.s-z.an-@.t-t.e-#
amusants,amyz@,a.my.z@,a.m.u.s.an.t.s,a.m.y.z.@.#.#,a-a.m-m.u-y.s-z.an-@.t-#.s-#
amuse,amyz,a.myz,a.m.u.s.e,a.m.y.z.#,a-a.m-m.u-y.s-z.e-#
amusement,amyzm@,a.myz.m@,a.m.u.s.e.m.en.t,a.m.y.z.#.m.@.#,a-a.m-m.u-y.s-z.e-#.m-m.en-@.t-#
amusent,amyz,a.myz,a.m.u.s.e.n.t,a.m.y.z.#.#.#,a-a.m-m.u-y.s-z.e-#.n-#.t-#
amuser,amyze,a.my.ze,a.m.u.s.er,a.m.y.z.e,a-a.m-m.u-y.s-z.er-e
amuserais,amyzRe,a.myz.Re,a.m.u.s.e.r.ai.s,a.m.y.z.#.R.e.#,a-a.m-m.u-y.s-z.e-#.r-R.ai-e.s-#
an,@,@,an,@,an-@
ananas,anana,a.na.na,a.n.a.n.a.s,a.n.a.n.a.#,a-a.n-n.a-a.n-n.a-a.s-#
anchois,@Swa,@.Swa,an.ch.oi.s,@.S.wa.#,an-@.ch-S.oi-wa.s-#
ancien,@sj5,@.sj5,an.c.i.en,@.s.j.5,an-@.c-s.i-j.en-5
ancien,@sj5,@.sj5,an.c.i.en,@.s.j.5,an-@.c-s.i-j.en-5
ancienne,@sjen,@.sjen,an.c.i.enn.e,@.s.j.en.#,an-@.c-s.i-j.enn-en.e-#
anciennes,@sjen,@.sjen,an.c.i.enn.e.s,@.s.j.en.#.#,an-@.c-s.i-j.enn-en.e-#.s-#
anciennes,@sjen,@.sjen,an.c.i.enn.e.s,@.s.j.en.#.#,an-@.c-s.i-j.enn-en.e-#.s-#
anciens,@sj5,@.sj5,an.c.i.en.s,@.s.j.5.#,an-@.c-s.i-j.en-5.s-#
ancre,@kR*,@.kR*,an.c.r.e,@.k.R.*,an-@.c-k.r-R.e-*
andouillette,@dujet,@.du.jet,an.d.ou.ill.e.tt.e,@.d.u.j.e.t.#,an-@.d-d.ou-u.ill-j.e-e.tt-t.e-#
andré,@dRe,@.dRe,an.d.r.é,@.d.R.e,an-@.d-d.r-R.é-e
ane,An,An,a.n.e,A.n.#,a-A.n-n.e-#
aneries,AnRi,An.Ri,a.n.e.r.i.e.s,A.n.#.R.i.#.#,a-A.n-n.e-#.r-R.i-i.e-#.s-#
ange,@Z,@Z,an.g.e,@.Z.#,an-@.g-Z.e-#
angine,@Zin,@.Zin,an.g.i.n.e,@.Z.i.n.#,an-@.g-Z.i-i.n-n.e-#
anglais,@gle,@.gle,an.g.l.ai.s,@.g.l.e.#,an-@.g-g.l-l.ai-e.s-#
anglais,@gle,@.gle,an.g.l.ai.s,@.g.l.e.#,an-@.g-g.l-l.ai-e.s-#
anglaise,@glez,@.glez,an.g.l.ai.s.e,@.g.l.e.z.#,an-@.g-g.l-l.ai-e.s-z.e-#
angle,@gl*,@.gl*,an.g.l.e,@.g.l.*,an-@.g-g.l-l.e-*
angleterre,@gl*teR,@.gl*.teR,an.g.l.e.t.e.rr.e,@.g.l.*.t.e.R.#,an-@.g-g.l-l.e-*.t-t.e-e.rr-R.e-#
angora,@goRa,@.go.Ra,an.g.o.r.a,@.g.o.R.a,an-@.g-g.o-o.r-R.a-a
anguille,@gij,@.gij,an.gu.ill.e,@.g.ij.#,an-@.gu-g.ill-ij.e-#
anguilles,@gij,@.gij,an.gu.ill.e.s,@.g.ij.#.#,an-@.gu-g.ill-ij.e-#.s-#
animal,animal,a.ni.mal,a.n.i.m.a.l,a.n.i.m.a.l,a-a.n-n.i-i.m-m.a-a.l-l
animal,animal,a.ni.mal,a.n.i.m.a.l,a.n.i.m.a.l,a-a.n-n.i-i.m-m.a-a.l-l
animateur,animat2R,a.ni.ma.t2R,a.n.i.m.a.t.eu.r,a.n.i.m.a.t.2.R,a-a.n-n.i-i.m-m.a-a.t-t.eu-2.r-R
animateurs,animat2R,a.ni.ma.t2R,a.n.i.m.a.t.eu.r.s,a.n.i.m.a.t.2.R.#,a-a.n-n.i-i.m-m.a-a.t-t.eu-2.r-R.s-#
animation,animasj§,a.ni.ma.sj§,a.n.i.m.a.t.i.on,a.n.i.m.a.s.j.§,a-a.n-n.i-i.m-m.a-a.t-s.i-j.on-§
animatrice,animatRis,a.ni.ma.tRis,a.n.i.m.a.t.r.i.c.e,a.n.i.m.a.t.R.i.s.#,a-a.n-n.i-i.m-m.a-a.t-t.r-R.i-i.c-s.e-#
animaux,animo,a.ni.mo,a.n.i.m.au.x,a.n.i.m.o.#,a-a.n-n.i-i.m-m.au-o.x-#
animaux,animo,a.ni.mo,a.n.i.m.au.x,a.n.i.m.o.#,a-a.n-n.i-i.m-m.au-o.x-#
animé,anime,a.ni.me,a.n.i.m.é,a.n.i.m.e,a-a.n-n.i-i.m-m.é-e
animent,anim,a.nim,a.n.i.m.e.n.t,a.n.i.m.#.#.#,a-a.n-n.i-i.m-m.e-#.n-#.t-#
animés,anime,a.ni.me,a.n.i.m.é.s,a.n.i.m.e.#,a-a.n-n.i-i.m-m.é-e.s-#
animés,anime,a.ni.me,a.n.i.m.é.s,a.n.i.m.e.#,a-a.n-n.i-i.m-m.é-e.s-#
anne,an,an,a.nn.e,a.n.#,a-a.nn-n.e-#
anneau,ano,a.no,a.nn.eau,a.n.o,a-a.nn-n.eau-o
anneaux,ano,a.no,a.nn.eau.x,a.n.o.#,a-a.nn-n.eau-o.x-#
année,ane,a.ne,a.nn.é.e,a.n.e.#,a-a.nn-n.é-e.e-#
années,ane,a.ne,a.nn.é.e.s,a.n.e.#.#,a-a.nn-n.é-e.e-#.s-#
annie,ani,a.ni,a.nn.i.e,a.n.i.#,a-a.nn-n.i-i.e-#
anniversaire,aniveRseR,a.ni.veR.seR,a.nn.i.v.e.r.s.ai.r.e,a.n.i.v.e.R.s.e.R.#,a-a.nn-n.i-i.v-v.e-e.r-R.s-s.ai-e.r-R.e-#
anniversaire,aniveRseR,a.ni.veR.seR,a.nn.i.v.e.r.s.ai.r.e,a.n.i.v.e.R.s.e.R.#,a-a.nn-n.i-i.v-v.e-e.r-R.s-s.ai-e.r-R.e-#
anniversaires,aniveRseR,a.ni.veR.seR,a.nn.i.v.e.r.s.ai.r.e.s,a.n.i.v.e.R.s.e.R.#.#,a-a.nn-n.i-i.v-v.e-e.r-R.s-s.ai-e.r-R.e-#.s-#
annonce,an§s,a.n§s,a.nn.on.c.e,a.n.§.s.#,a-a.nn-n.on-§.c-s.e-#
annoncé,an§se,a.n§.se,a.nn.on.c.é,a.n.§.s.e,a-a.nn-n.on-§.c-s.é-e
